Timestamp,Round_Type,Test_Name,Energy_Joules,Duration_Sec,Power_Avg_Watts
2026-02-18T14:15:01.305073,actual,speedometer,124.50959226179123,14.678047,8.482708378150802
2026-02-18T14:15:21.076814,actual,control,105.20402165603637,14.710417,7.151668212807046
2026-02-18T14:15:40.835139,actual,speedometer,124.30077301263816,14.677404,8.468852735309198
2026-02-18T14:16:06.212394,actual,motionmark,176.44905635929103,14.893592,11.847313687610821
2026-02-18T14:16:56.561660,actual,jetstream,206.56004172325132,14.894886,13.867849792422133
2026-02-18T14:17:57.766309,actual,motionmark,111.42784946250917,14.71867,7.5705107501227475
2026-02-18T14:18:17.629854,actual,control,106.67793670845029,14.84425,7.186482086225325
2026-02-18T14:18:58.620904,actual,jetstream,206.07707817983623,14.865435,13.862835374803108
2026-02-18T14:19:18.668078,actual,speedometer,118.85749963092807,14.875235,7.990293910040956
2026-02-18T14:19:53.636016,actual,jetstream,198.61094244050977,14.880734,13.346851199712983
2026-02-18T14:20:18.941225,actual,motionmark,171.6871526794434,14.878039,11.539635880739619
2026-02-18T14:20:38.808937,actual,control,102.87356059217456,14.81941,6.9418121633840055
2026-02-18T14:21:04.061217,actual,motionmark,170.3472548818588,14.876328,11.450893989555674
2026-02-18T14:21:23.890529,actual,control,102.82767483663558,14.793815,6.950720611055065
2026-02-18T14:21:43.718209,actual,control,101.91743678951259,14.808533,6.882345252531941
2026-02-18T14:22:03.473684,actual,speedometer,119.66424907875059,14.678247,8.152489127533457
2026-02-18T14:22:28.930167,actual,motionmark,174.7830952935219,14.881644,11.744878139372364
2026-02-18T14:22:58.304825,actual,jetstream,197.08736893844608,14.89846,13.228707459592876
2026-02-18T14:23:18.097750,actual,control,106.45792155885695,14.828295,7.179377100257106
2026-02-18T14:23:38.104222,actual,speedometer,118.38244809293748,14.675326,8.066767858713154
2026-02-18T14:23:57.813715,actual,control,105.20843089389803,14.733624,7.140702850425532
2026-02-18T14:24:17.502053,actual,control,101.18077645301817,14.710962,6.877917056207348
2026-02-18T14:25:04.421845,actual,jetstream,213.53822459983817,14.87896,14.351690212208258
2026-02-18T14:25:41.213715,actual,jetstream,206.98142110061647,14.880956,13.909148115256606
2026-02-18T14:26:01.932545,actual,speedometer,120.6642664532662,14.687817,8.21526210826743
2026-02-18T14:26:27.383022,actual,motionmark,170.31837087678912,14.864866,11.457780438571671
2026-02-18T14:27:01.264305,actual,jetstream,200.22242562198633,14.745793,13.57827453715011
2026-02-18T14:27:26.635247,actual,motionmark,174.9943083081245,14.857688,11.778030896067039
2026-02-18T14:28:01.660344,actual,jetstream,200.45542199516296,14.862533,13.48729869902815
2026-02-18T14:28:27.715898,actual,motionmark,167.39049941492084,14.83668,11.282207300751978
2026-02-18T14:28:59.739483,actual,jetstream,199.30975010156632,14.92681,13.35246781472842
2026-02-18T14:29:39.751812,actual,jetstream,200.5438767023087,14.737347,13.607868275226789
2026-02-18T14:30:05.199638,actual,motionmark,171.61866853618622,14.918464,11.503776027893101
2026-02-18T14:30:30.548773,actual,motionmark,166.94263638687133,14.865229,11.230411343604013
2026-02-18T14:30:50.397485,actual,control,101.13852112388612,14.783192,6.84145353208469
2026-02-18T14:31:30.042145,actual,jetstream,207.1609558525085,14.893577,13.909415840970137
2026-02-18T14:31:56.111599,actual,motionmark,169.289558549881,14.848124,11.401410612538056
2026-02-18T14:32:21.444668,actual,motionmark,174.03391761112212,14.878332,11.69713900799647
2026-02-18T14:32:54.456097,actual,jetstream,201.09770060157777,14.877635,13.516778748878956
2026-02-18T14:33:14.178041,actual,control,102.76713013172153,14.750128,6.967202598629756
2026-02-18T14:34:53.179396,actual,jetstream,248.75131708145136,14.81582,16.789574730352513
2026-02-18T14:35:13.248367,actual,speedometer,139.58658723163606,14.709549,9.489521890279304
2026-02-18T14:35:33.094584,actual,control,123.55936168098451,14.830083,8.331670273253664
2026-02-18T14:35:58.252154,actual,motionmark,171.28786322546,14.810912,11.56497744537676
2026-02-18T14:36:18.013074,actual,control,104.07370352268221,14.742007,7.059669929791935
2026-02-18T14:36:43.314494,actual,motionmark,172.1136121077538,14.86016,11.582217964527555
2026-02-18T14:37:03.085069,actual,control,100.35297386980052,14.703813,6.824962604584302
2026-02-18T14:37:23.038422,actual,speedometer,118.15332169103623,14.856248,7.9531064432309035
2026-02-18T14:38:03.700064,actual,jetstream,214.55037523984907,14.885764,14.413124864793575
2026-02-18T14:38:24.405031,actual,speedometer,114.14012358093262,14.694173,7.76771333649962
2026-02-18T14:38:44.086201,actual,control,101.77871268749234,14.695412,6.9258835810450465
2026-02-18T14:39:09.415212,actual,motionmark,179.90550737285605,14.852786,12.112576547784103
2026-02-18T14:39:29.225947,actual,control,100.88409619665146,14.769712,6.83047145378674
2026-02-18T14:39:48.996507,actual,control,101.87084840297696,14.736327,6.912906343824819
2026-02-18T14:40:08.759166,actual,control,104.03452750301363,14.771866,7.0427478493924625
2026-02-18T14:40:34.080721,actual,motionmark,173.70359759473797,14.852581,11.695179281953619
2026-02-18T14:40:54.098914,actual,speedometer,122.07470221281051,14.699148,8.304882855306342
2026-02-18T14:41:29.848513,actual,jetstream,220.8231483573914,14.882335,14.837936947219063
2026-02-18T14:41:50.169407,actual,speedometer,117.66388069963457,14.707927,8.000031595182284
2026-02-18T14:42:21.916075,actual,jetstream,208.6517767634392,14.853577,14.04724106277156
2026-02-18T14:42:42.335819,actual,speedometer,121.15627036762235,14.667036,8.2604467847234
2026-02-18T14:43:02.128095,actual,control,104.48364413261417,14.771371,7.073388389785496
2026-02-18T14:43:22.212914,actual,speedometer,119.44212269496913,14.865598,8.034801068545587
