elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,2.9,7160.6,59.3,0.0,0.0
1.0,11.8,7479.7,61.2,0.01,0.06
2.01,51.5,7763.6,62.9,0.5,2.98
3.02,25.6,7678.9,62.4,0.93,5.77
4.02,13.0,7678.7,62.4,0.93,5.77
5.03,11.9,7643.9,62.1,1.09,5.95
6.03,8.6,7608.4,61.9,1.25,6.1
7.04,9.4,7558.1,61.7,1.39,6.25
8.05,10.2,7551.0,61.6,1.54,6.4
9.06,8.4,7503.2,61.3,1.62,6.48
10.07,7.3,7493.6,61.3,1.77,6.63
11.07,7.1,7492.1,61.3,1.92,6.78
12.08,8.4,7482.4,61.2,2.09,6.94
13.08,6.9,7474.4,61.2,2.24,7.09
14.08,31.7,7480.7,61.2,2.52,24.77
15.09,21.9,7491.6,61.2,2.89,53.49
16.1,11.0,7492.4,61.2,3.04,53.64
17.11,7.6,7493.0,61.2,3.19,53.79
18.11,8.3,7491.5,61.3,3.34,53.94
19.12,7.0,7491.6,61.3,3.49,54.09
20.13,17.5,7529.0,61.5,3.66,54.25
