elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,14.2,6964.8,58.3,0.0,0.0
1.01,53.7,7576.5,61.8,0.03,0.08
2.01,67.9,7671.3,62.4,0.7,4.07
3.02,43.1,7481.5,61.3,0.78,5.85
4.03,30.1,7506.9,61.4,0.78,5.85
5.04,35.5,7605.2,62.0,2.02,7.23
6.05,33.0,7578.1,61.8,2.03,7.26
7.06,28.5,7529.2,61.5,2.03,7.26
8.07,29.7,7547.4,61.7,2.63,8.42
9.07,30.7,7547.3,61.6,2.74,8.75
10.09,20.7,7510.2,61.4,2.75,8.75
11.09,17.9,7566.9,61.7,2.76,8.76
12.1,16.2,7504.3,61.4,2.79,8.76
13.1,20.3,7469.2,61.2,2.82,12.5
14.12,33.6,7450.0,61.1,3.0,34.23
15.13,22.3,7549.4,61.7,3.16,54.93
16.14,13.8,7388.1,60.7,3.16,54.93
17.15,11.9,7386.7,60.7,3.16,54.93
18.16,12.0,7381.0,60.6,3.16,54.93
19.17,13.6,7372.1,60.6,3.17,54.93
20.17,19.0,7389.6,60.7,3.17,54.93
21.18,12.6,7384.4,60.7,3.17,54.93
22.19,12.0,7336.9,60.4,3.17,54.93
23.2,13.2,7360.2,60.5,3.17,54.93
24.21,12.4,7419.8,60.9,3.17,54.93
25.22,12.2,7401.7,60.8,3.17,54.93
26.23,12.0,7402.1,60.8,3.18,54.94
27.24,11.8,7403.0,60.8,3.18,54.94
28.24,12.1,7404.0,60.8,3.18,54.94
29.25,11.9,7372.5,60.6,3.18,54.94
30.26,14.0,7368.9,60.6,3.18,54.94
31.26,13.6,7332.8,60.4,3.18,54.94
32.26,15.5,7334.8,60.4,3.18,54.94
33.28,16.3,7390.1,60.7,3.19,54.95
34.29,14.6,7392.9,60.7,3.19,54.95
35.29,14.0,7392.1,60.7,3.19,54.95
36.3,10.8,7487.8,61.3,3.19,54.95
37.31,11.2,7450.1,61.1,3.19,54.95
38.32,13.2,7437.6,61.0,3.2,54.95
39.32,13.7,7480.2,61.2,3.21,54.96
40.33,10.0,7497.9,61.3,3.21,54.96
41.34,12.7,7425.0,60.9,3.21,54.96
42.35,12.8,7418.6,60.9,3.21,54.96
43.36,4.2,7415.5,60.9,3.21,54.97
44.37,2.9,7415.5,60.9,3.21,54.97
45.38,3.1,7415.5,60.9,3.21,54.97
46.39,3.6,7415.4,60.9,3.22,54.97
47.39,5.5,7372.0,60.6,3.22,54.97
48.39,4.2,7375.3,60.6,3.22,54.97
49.4,3.1,7373.6,60.6,3.22,54.97
50.41,4.3,7374.8,60.6,3.22,54.97
51.41,3.1,7375.1,60.6,3.23,54.97
52.41,3.0,7366.6,60.6,3.23,54.97
53.42,4.5,7361.8,60.5,3.23,54.97
54.43,3.0,7359.1,60.5,3.23,54.97
55.44,3.5,7357.2,60.5,3.23,54.98
56.44,3.0,7356.1,60.5,3.23,54.98
57.45,2.6,7356.5,60.5,3.23,54.98
58.46,3.1,7355.3,60.5,3.23,54.98
59.46,3.0,7354.1,60.5,3.23,54.98
60.47,4.2,7354.0,60.5,3.24,54.98
61.48,8.8,7292.7,60.1,3.26,59.95
62.49,16.0,7290.0,60.2,3.28,60.45
63.5,14.1,7288.0,60.1,3.29,60.48
64.51,13.7,7291.7,60.1,3.31,61.58
65.52,12.4,7310.0,60.2,3.32,62.63
66.53,13.2,7319.1,60.3,3.34,67.36
67.54,7.6,7312.3,60.3,3.35,67.37
68.55,5.8,7336.8,60.4,3.35,67.38
69.56,3.6,7337.1,60.4,3.36,67.38
70.56,3.0,7337.4,60.4,3.36,67.38
71.57,5.6,7338.2,60.4,3.36,67.38
72.58,6.0,7340.9,60.4,3.37,67.38
73.59,4.7,7340.9,60.4,3.37,67.38
74.6,3.3,7340.8,60.4,3.37,67.38
75.61,2.7,7340.7,60.4,3.37,67.38
76.62,3.1,7310.5,60.3,3.37,67.39
77.63,4.5,7308.6,60.2,3.38,67.39
78.64,2.8,7302.3,60.2,3.38,67.39
79.65,3.2,7295.5,60.2,3.38,67.39
80.66,3.1,7295.2,60.2,3.38,67.39
81.66,3.3,7295.6,60.1,3.38,67.39
82.67,2.6,7295.5,60.1,3.38,67.39
83.68,4.5,7295.5,60.1,3.38,67.39
84.68,2.6,7296.0,60.2,3.38,67.39
85.69,3.6,7295.9,60.2,3.38,67.39
86.7,2.8,7295.6,60.2,3.38,67.39
87.71,3.0,7295.8,60.2,3.38,67.4
88.72,2.9,7295.5,60.2,3.39,67.4
89.73,3.0,7295.7,60.1,3.39,67.4
90.73,3.3,7285.2,60.1,3.39,67.4
91.74,4.2,7285.5,60.1,3.39,67.4
92.74,3.2,7285.6,60.1,3.39,67.41
93.75,3.6,7285.8,60.1,3.4,67.41
94.76,3.1,7285.8,60.1,3.4,67.41
95.77,3.0,7285.6,60.1,3.4,67.41
96.78,2.8,7286.1,60.1,3.4,67.41
97.79,3.1,7286.3,60.1,3.4,67.41
98.8,2.9,7286.1,60.1,3.4,67.41
99.81,3.6,7287.0,60.1,3.41,67.41
100.82,3.4,7287.3,60.1,3.41,67.41
101.83,6.3,7292.7,60.1,3.41,67.41
102.84,8.6,7300.6,60.2,3.41,67.42
103.85,3.0,7300.7,60.2,3.41,67.42
104.86,3.4,7304.8,60.2,3.41,67.42
105.87,2.8,7304.7,60.2,3.42,67.42
106.88,2.9,7305.0,60.2,3.42,67.42
107.89,3.5,7303.6,60.2,3.42,67.42
108.9,3.9,7303.3,60.2,3.42,67.42
109.91,3.3,7303.0,60.2,3.42,67.42
110.92,3.9,7302.9,60.2,3.43,67.42
111.93,3.4,7303.2,60.2,3.43,67.42
112.94,4.5,7303.7,60.2,3.43,67.42
113.95,5.0,7303.8,60.2,3.43,67.42
114.96,3.1,7303.9,60.2,3.43,67.42
115.97,2.8,7303.8,60.2,3.43,67.42
116.97,3.1,7303.9,60.2,3.43,67.42
117.98,3.4,7303.5,60.2,3.43,67.43
118.99,2.8,7303.3,60.2,3.43,67.43
120.0,3.0,7303.1,60.2,3.43,67.43
121.01,3.2,7303.3,60.2,3.43,67.43
122.02,3.1,7303.3,60.2,3.44,67.43
123.03,2.8,7303.4,60.2,3.44,67.43
124.04,3.1,7303.4,60.2,3.44,67.43
125.05,2.9,7303.5,60.2,3.44,67.43
