elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,11.8,7150.1,59.3,0.0,0.0
1.0,19.5,7424.1,60.9,0.01,0.06
2.01,47.1,7677.2,62.4,0.14,0.76
3.01,23.0,7666.9,62.3,0.27,4.29
4.02,35.9,7866.8,63.4,0.33,13.36
5.03,26.2,7839.8,63.3,0.39,14.03
6.03,29.1,7839.4,63.3,0.48,18.96
7.04,31.4,7784.2,63.0,0.5,19.69
8.05,27.6,7836.6,63.3,0.53,22.72
9.05,17.1,7844.0,63.3,1.34,23.6
10.06,21.8,7991.5,64.2,1.48,23.79
11.08,21.8,7934.4,63.9,1.5,23.87
12.08,13.2,7876.9,63.5,1.52,25.21
13.08,12.2,7970.5,64.0,1.54,25.61
14.09,23.5,7838.9,63.3,1.66,33.85
15.1,34.0,8000.1,64.2,1.93,58.8
16.1,28.5,7948.4,63.9,2.12,78.5
17.11,4.0,7937.7,63.9,2.12,78.5
18.12,11.0,7986.8,64.2,2.14,78.54
19.13,4.5,7948.4,64.0,2.14,78.55
20.14,6.8,7948.7,63.9,2.15,78.55
21.16,10.2,7947.5,63.9,2.15,78.56
22.16,6.0,7946.3,63.9,2.16,78.56
23.17,13.1,7925.0,63.8,2.16,78.56
24.17,4.6,7922.6,63.8,2.16,78.56
25.18,5.8,7916.3,63.7,2.16,78.57
26.19,3.9,7913.9,63.7,2.17,78.57
27.2,3.8,7902.4,63.7,2.17,78.57
28.2,3.7,7895.8,63.6,2.17,78.57
29.21,4.0,7895.6,63.7,2.17,78.57
30.22,4.4,7894.9,63.7,2.17,78.58
31.23,6.0,7896.6,63.7,2.18,78.58
32.24,7.7,7822.2,63.2,2.18,78.58
33.24,8.3,7825.8,63.2,2.18,78.58
34.25,4.4,7824.1,63.2,2.18,78.58
35.26,5.0,7824.3,63.2,2.19,78.58
36.26,3.9,7824.2,63.2,2.19,78.58
37.27,5.1,7816.9,63.1,2.19,78.58
38.28,5.8,7817.5,63.2,2.19,78.59
39.29,4.3,7818.2,63.2,2.19,78.59
40.3,4.4,7824.3,63.2,2.2,78.59
41.31,4.3,7825.4,63.2,2.2,78.59
42.32,3.9,7825.1,63.2,2.2,78.59
43.34,4.6,7825.0,63.2,2.2,78.59
44.35,3.9,7819.8,63.2,2.2,78.59
45.36,6.1,7792.4,63.0,2.21,78.6
46.37,5.7,7773.2,62.9,2.21,78.6
47.38,4.2,7773.3,62.9,2.22,78.6
48.39,5.2,7774.3,62.9,2.22,78.6
49.4,3.7,7774.1,62.9,2.22,78.61
50.41,3.9,7773.8,62.9,2.22,78.61
51.42,4.1,7767.9,62.9,2.23,78.61
52.43,4.2,7767.8,62.9,2.23,78.61
53.44,4.4,7764.3,62.8,2.23,78.61
54.45,3.8,7764.6,62.9,2.23,78.61
55.45,5.6,7764.7,62.8,2.23,78.61
56.46,6.5,7765.4,62.8,2.24,78.62
