platform,num_bots,call_duration_config,total_experiment_duration_s,bots_successful,bots_failed,timestamp,timeseries_file,energy_cpu_joules,energy_duration_s,energy_method,avg_power_watts,max_power_watts,avg_cpu_percent,max_cpu_percent,avg_cpu_temp_c,avg_memory_mb,energibridge_csv,total_net_sent_mb,total_net_recv_mb
meet,1,120,126.02,1,0,20260222_140745,data/meet_1bot_r1_20260222_140745_timeseries.csv,665.6537,125.78,energibridge,5.31,20.33,6.41,84.87,41.47,9673.5,data/meet_1bot_r1_20260222_140745_energibridge.csv,3.67,67.43
