Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771767265717,4,4,4,4,4,4,4,4,4,4,37.94147491455078,38.139373779296875,37.52866744995117,37.84340286254883,30.779529571533203,37.907615661621094,45.234375,0,0,0,NaN,0,0,0,50,0,0,4.044833660125732,17179869184,0,9880944640,0
209,1771767265717,4,4,4,4,4,4,4,4,4,4,37.94147491455078,38.139373779296875,37.52866744995117,37.84340286254883,30.779529571533203,37.907615661621094,45.234375,NaN,NaN,0,0,0,0,NaN,0,0,0,4.044833660125732,17179869184,0,9881796608,0
202,1771767265928,4,4,4,4,4,4,4,4,4,4,37.94147491455078,38.139373779296875,37.52866744995117,37.84340286254883,30.779529571533203,37.907615661621094,45.234375,9.090909004211426,0,14.285715103149414,0,0,0,27.272727966308594,23.809524536132813,4.761904716491699,4.545454502105713,4.031170845031738,17179869184,0,9881796608,0
209,1771767266131,4,4,4,4,4,4,4,4,4,4,37.94147491455078,38.139373779296875,37.52866744995117,37.84340286254883,30.779529571533203,37.907615661621094,45.234375,5,9.523809432983398,0,0,0,0,0,0,0,0,4.031170845031738,17179869184,0,9881796608,0
204,1771767266341,4,4,4,4,4,4,4,4,4,4,39.121028900146484,41.01547622680664,40.2751350402832,39.025360107421875,33.99781799316406,39.978416442871094,49.96875,42.85714340209961,30.000001907348633,28.571430206298828,23.809524536132813,9.090909004211426,9.523809432983398,42.85714340209961,19.047618865966797,9.523809432983398,4.761904716491699,4.031170845031738,17179869184,0,9881796608,0
207,1771767266549,4,4,4,4,4,4,4,4,4,4,39.121028900146484,41.01547622680664,40.2751350402832,39.025360107421875,33.99781799316406,39.978416442871094,49.96875,90,80.95238494873047,75,61.904762268066406,57.142860412597656,55,95,100,100,95.23809814453125,4.031170845031738,17179869184,0,9917661184,0
206,1771767266756,4,4,4,4,4,4,4,4,4,4,39.121028900146484,41.01547622680664,40.2751350402832,39.025360107421875,33.99781799316406,39.978416442871094,49.96875,70,60.000003814697266,47.619049072265625,40,40,38.095237731933594,95.23809814453125,95.23809814453125,90.47618865966797,95,4.031170845031738,17179869184,0,9917661184,0
205,1771767266962,4,4,4,4,4,4,4,4,4,4,39.121028900146484,41.01547622680664,40.2751350402832,39.025360107421875,33.99781799316406,39.978416442871094,49.96875,23.809524536132813,19.047618865966797,10,4.761904716491699,9.523809432983398,0,30.000001907348633,35,33.333335876464844,33.333335876464844,5.555100440979004,17179869184,0,9917661184,0
202,1771767267171,4,4,4,4,4,4,4,4,4,4,39.121028900146484,41.01547622680664,40.2751350402832,39.025360107421875,33.99781799316406,39.978416442871094,49.96875,15.000000953674316,9.523809432983398,4.761904716491699,4.545454502105713,0,0,18.18181800842285,57.142860412597656,30.000001907348633,20,5.555100440979004,17179869184,0,9917661184,0
201,1771767267373,4,4,4,4,4,4,4,4,4,4,55.30096435546875,54.83537292480469,55.92784118652344,55.134647369384766,52.65892028808594,58.58406066894531,76.4375,85,80,70,60.000003814697266,60.000003814697266,57.894737243652344,95,90.47618865966797,95,90.47618865966797,5.555100440979004,17179869184,0,10217078784,0
