Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771767543084,4,4,4,4,4,4,4,4,4,4,38.20884323120117,38.622440338134766,38.36679458618164,38.53871536254883,31.722728729248047,38.5500373840332,40.203125,NaN,0,0,0,0,NaN,0,0,0,0,4.082129955291748,17179869184,0,9917497344,0
200,1771767543084,4,4,4,4,4,4,4,4,4,4,38.20884323120117,38.622440338134766,38.36679458618164,38.53871536254883,31.722728729248047,38.5500373840332,40.203125,0,0,0,0,0,0,0,NaN,NaN,100,4.082129955291748,17179869184,0,9918332928,0
209,1771767543284,4,4,4,4,4,4,4,4,4,4,38.20884323120117,40.376346588134766,39.93635559082031,38.53871536254883,33.62134552001953,38.5500373840332,40.203125,10,20,0,0,0,0,38.095237731933594,5,5,5.263157844543457,4.082129955291748,17179869184,0,9918332928,0
206,1771767543494,4,4,4,4,4,4,4,4,4,4,39.23041915893555,40.376346588134766,39.93635559082031,39.52362060546875,33.62134552001953,39.840145111083984,58.75,52.38095474243164,47.619049072265625,28.571430206298828,30.000001907348633,20,9.523809432983398,20,19.047618865966797,14.285715103149414,4.545454502105713,4.082129955291748,17179869184,0,9918332928,0
209,1771767543701,4,4,4,4,4,4,4,4,4,4,39.23041915893555,40.376346588134766,39.93635559082031,39.52362060546875,33.62134552001953,39.840145111083984,58.75,85.71428680419922,90,80.95238494873047,80,71.42857360839844,65,85,80.95238494873047,80,80.95238494873047,4.082129955291748,17179869184,0,9918332928,0
204,1771767543911,4,4,4,4,4,4,4,4,4,4,39.23041915893555,40.376346588134766,39.93635559082031,39.52362060546875,33.62134552001953,39.840145111083984,58.75,95,86.36363983154297,85,81.81818389892578,85.71428680419922,80.95238494873047,100,100,100,100,4.364669322967529,17179869184,0,10189488128,0
201,1771767544116,4,4,4,4,4,4,4,4,4,4,39.23041915893555,40.376346588134766,39.93635559082031,39.52362060546875,33.62134552001953,39.840145111083984,58.75,40,26.3157901763916,14.285715103149414,10,4.761904716491699,0,65,66.66667175292969,66.66667175292969,65,4.364669322967529,17179869184,0,10255777792,0
206,1771767544321,4,4,4,4,4,4,4,4,4,4,53.90496063232422,54.330631256103516,54.86521530151367,53.9172248840332,51.22835922241211,56.72271728515625,74.5625,15.000000953674316,9.523809432983398,5,0,0,0,23.809524536132813,65,20,25,4.364669322967529,17179869184,0,10288119808,0
209,1771767544528,4,4,4,4,4,4,4,4,4,4,53.90496063232422,54.330631256103516,54.86521530151367,53.9172248840332,51.22835922241211,56.72271728515625,74.5625,86.36363983154297,80.95238494873047,70,61.904762268066406,47.619049072265625,45.45454788208008,100,95.23809814453125,95,95.23809814453125,4.364669322967529,17179869184,0,10344841216,0
202,1771767544738,4,4,4,4,4,4,4,4,4,4,53.90496063232422,54.330631256103516,54.86521530151367,53.9172248840332,51.22835922241211,56.72271728515625,74.5625,75,65,52.38095474243164,42.105262756347656,38.095237731933594,35,85.71428680419922,90.47618865966797,86.36363983154297,85.71428680419922,4.364669322967529,17179869184,0,10359947264,0
207,1771767544941,4,4,4,4,4,4,4,4,4,4,53.90496063232422,54.330631256103516,54.86521530151367,53.9172248840332,51.22835922241211,56.72271728515625,74.5625,45,36.842105865478516,20,19.047618865966797,15.789472579956055,15.000000953674316,55,47.619049072265625,55,55,13.019173622131348,17179869184,0,10347331584,0
209,1771767545148,4,4,4,4,4,4,4,4,4,4,53.90496063232422,54.330631256103516,54.86521530151367,53.9172248840332,51.22835922241211,56.72271728515625,74.5625,38.095237731933594,36.3636360168457,14.285715103149414,4.761904716491699,4.545454502105713,0,14.285715103149414,10,14.285715103149414,14.285715103149414,13.019173622131348,17179869184,0,10306666496,0
204,1771767545359,4,4,4,4,4,4,4,4,4,4,59.61025619506836,59.43553161621094,59.355804443359375,59.75614547729492,55.04625701904297,62.28830337524414,79.96875,35,20,25,23.809524536132813,15.000000953674316,27.272727966308594,14.285715103149414,10,9.523809432983398,0,13.019173622131348,17179869184,0,10250977280,0
209,1771767545564,4,4,4,4,4,4,4,4,4,4,59.61025619506836,59.43553161621094,59.355804443359375,59.75614547729492,55.04625701904297,62.28830337524414,79.96875,35,15.000000953674316,23.809524536132813,5.263157844543457,4.761904716491699,5,14.285715103149414,14.285715103149414,15.000000953674316,0,13.019173622131348,17179869184,0,10250977280,0
209,1771767545774,4,4,4,4,4,4,4,4,4,4,59.61025619506836,59.43553161621094,59.355804443359375,59.75614547729492,55.04625701904297,62.28830337524414,79.96875,23.809524536132813,19.047618865966797,23.809524536132813,9.090909004211426,0,0,0,0,0,0,13.019173622131348,17179869184,0,10250633216,0
209,1771767545984,4,4,4,4,4,4,4,4,4,4,59.61025619506836,59.43553161621094,59.355804443359375,59.75614547729492,55.04625701904297,62.28830337524414,79.96875,31.81818199157715,22.72727394104004,14.285715103149414,9.523809432983398,0,0,0,0,0,0,23.437463760375977,17179869184,0,10251042816,0
209,1771767546194,4,4,4,4,4,4,4,4,4,4,59.61025619506836,59.43553161621094,59.355804443359375,59.75614547729492,55.04625701904297,62.28830337524414,79.96875,25,15.000000953674316,10,25,4.545454502105713,5,0,0,0,0,23.437463760375977,17179869184,0,10277109760,0
209,1771767546404,4,4,4,4,4,4,4,4,4,4,44.9861946105957,45.42891311645508,44.97153854370117,44.68483352661133,38.52419662475586,45.61648178100586,53.8125,28.571430206298828,19.047618865966797,19.047618865966797,9.090909004211426,4.761904716491699,0,0,0,0,0,23.437463760375977,17179869184,0,10253926400,0
209,1771767546614,4,4,4,4,4,4,4,4,4,4,44.9861946105957,45.42891311645508,44.97153854370117,44.68483352661133,38.52419662475586,45.61648178100586,53.8125,28.571430206298828,15.000000953674316,14.285715103149414,0,0,0,0,0,0,0,23.437463760375977,17179869184,0,10254630912,0
209,1771767546824,4,4,4,4,4,4,4,4,4,4,44.9861946105957,45.42891311645508,44.97153854370117,44.68483352661133,38.52419662475586,45.61648178100586,53.8125,28.571430206298828,19.047618865966797,19.047618865966797,4.761904716491699,0,0,0,0,0,0,9.2643404006958,17179869184,0,10252320768,0
200,1771767547034,4,4,4,4,4,4,4,4,4,4,44.9861946105957,45.42891311645508,44.97153854370117,44.68483352661133,38.52419662475586,45.61648178100586,53.8125,33.333335876464844,31.81818199157715,23.809524536132813,9.523809432983398,4.545454502105713,0,13.636363983154297,14.285715103149414,4.761904716491699,4.761904716491699,9.2643404006958,17179869184,0,10252320768,0
203,1771767547234,4,4,4,4,4,4,4,4,4,4,44.9861946105957,45.42891311645508,44.97153854370117,44.68483352661133,38.52419662475586,45.61648178100586,53.8125,36.842105865478516,25,15.000000953674316,19.047618865966797,10,19.047618865966797,36.842105865478516,35,40,35,9.2643404006958,17179869184,0,10252320768,0
201,1771767547438,4,4,4,4,4,4,4,4,4,4,44.062503814697266,44.63737487792969,44.213768005371094,44.40232849121094,37.838043212890625,45.111324310302734,74.078125,35,15.789472579956055,5,4.761904716491699,0,0,19.047618865966797,19.047618865966797,15.000000953674316,10,9.2643404006958,17179869184,0,10252320768,0
200,1771767547639,4,4,4,4,4,4,4,4,4,4,44.062503814697266,44.63737487792969,44.213768005371094,44.40232849121094,37.838043212890625,45.111324310302734,74.078125,30.000001907348633,30.000001907348633,15.000000953674316,15.789472579956055,10,10,55,55,57.142860412597656,57.142860412597656,9.2643404006958,17179869184,0,10252320768,0
