elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,0.0,8024.9,63.7,0.0,0.0
1.01,15.6,8133.9,64.4,0.01,0.06
2.01,33.3,8208.5,64.8,0.11,0.38
3.01,11.6,8070.4,64.0,0.14,0.66
4.01,20.7,8161.9,65.0,0.3,7.0
5.02,36.7,6881.3,58.0,0.36,11.93
6.02,25.0,6893.7,58.1,0.45,12.11
7.02,28.3,7047.8,58.9,0.5,12.28
8.03,17.0,6989.1,58.6,0.5,12.34
9.04,16.6,6899.8,58.1,0.52,12.37
10.04,18.0,7053.5,58.9,1.39,13.24
11.04,15.6,7076.4,59.1,1.45,13.32
12.04,13.0,6965.1,58.4,1.47,13.36
13.05,14.4,7126.7,59.4,1.5,13.38
14.05,35.0,7213.0,59.9,1.57,13.53
15.06,6.3,7080.5,59.1,1.57,13.53
16.06,4.9,7108.0,59.3,1.58,13.53
17.06,4.4,7101.0,59.2,1.58,13.55
18.07,4.0,7075.7,59.1,1.58,13.55
19.08,12.5,7119.9,59.3,1.6,13.58
20.08,8.9,7117.8,59.3,1.61,13.58
21.09,5.5,7067.4,59.0,1.61,13.58
22.09,4.8,7068.8,59.0,1.62,13.59
23.09,5.0,7067.9,59.0,1.62,13.59
24.1,7.1,7075.2,59.1,1.62,13.59
25.11,4.2,7017.8,58.7,1.62,13.59
26.11,4.0,7013.7,58.7,1.62,13.59
27.12,4.3,7075.5,59.1,1.63,13.59
28.12,3.8,7015.0,58.7,1.63,13.6
29.13,5.1,7016.9,58.7,1.63,13.6
30.14,4.2,7007.5,58.7,1.63,13.6
31.14,5.4,7008.2,58.7,1.64,13.6
32.15,7.2,7005.5,58.6,1.64,13.6
33.15,10.4,6989.3,58.6,1.64,13.61
34.16,5.0,6989.3,58.6,1.64,13.61
35.16,3.8,6993.5,58.6,1.64,13.61
36.16,3.6,6995.1,58.6,1.65,13.61
37.17,5.9,6981.7,58.5,1.65,13.61
38.18,5.4,6986.3,58.5,1.65,13.61
39.18,4.3,6989.2,58.6,1.65,13.62
40.19,3.8,6991.8,58.6,1.65,13.62
41.19,3.8,6992.0,58.6,1.66,13.62
42.2,3.8,6990.7,58.6,1.66,13.62
43.2,6.0,6959.4,58.4,1.66,13.62
44.21,5.7,6962.7,58.4,1.67,13.62
45.21,3.8,6969.3,58.5,1.67,13.62
46.22,3.6,6969.1,58.5,1.67,13.63
47.22,8.8,6964.9,58.5,1.68,13.63
48.22,4.0,6966.4,58.5,1.68,13.63
49.23,4.0,6966.4,58.5,1.68,13.63
50.23,4.8,6968.8,58.5,1.68,13.65
51.24,4.5,6969.1,58.5,1.68,13.65
52.24,7.3,7073.4,59.0,1.69,13.65
53.25,5.1,7006.1,58.6,1.69,13.65
54.25,6.4,7081.5,59.1,1.69,13.65
55.26,5.3,6995.0,58.6,1.69,13.66
56.26,4.0,6989.0,58.6,1.7,13.66
57.27,4.0,6983.1,58.5,1.7,13.66
58.27,3.9,6980.0,58.6,1.7,13.66
59.28,4.2,6978.7,58.5,1.7,13.66
60.28,4.6,6974.6,58.5,1.7,13.66
61.29,3.8,6972.5,58.5,1.71,13.66
62.29,15.3,6981.3,58.5,1.74,14.19
63.29,8.7,6973.7,58.4,1.75,14.2
64.3,9.5,6969.7,58.4,1.77,19.16
65.3,6.1,6963.8,58.4,1.77,19.17
66.31,8.8,6970.4,58.4,1.79,20.19
67.31,9.6,6970.6,58.4,1.8,20.29
68.32,7.7,6973.1,58.5,1.82,21.23
69.32,4.3,6970.0,58.5,1.83,21.24
70.33,11.8,6973.1,58.5,1.85,21.58
71.33,4.8,6973.7,58.5,1.89,22.11
72.34,5.5,6974.1,58.5,1.91,22.64
73.34,4.7,6974.5,58.4,1.92,22.94
74.35,10.5,6975.7,58.5,1.98,23.72
75.35,4.9,6975.0,58.4,2.0,24.22
76.36,4.3,6974.9,58.4,2.02,24.78
77.37,5.6,6974.6,58.4,2.04,25.41
78.37,5.9,6974.7,58.4,2.07,26.33
79.38,11.6,6973.1,58.4,2.08,26.52
80.38,4.2,6973.3,58.5,2.09,26.52
81.38,8.3,7037.9,58.8,2.09,26.52
82.39,11.0,7036.8,58.8,2.09,26.53
83.39,4.8,7015.5,58.7,2.09,26.53
84.4,8.2,7011.5,58.6,2.14,26.63
85.4,4.5,7007.8,58.6,2.14,26.63
