Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771766224733,4,4,4,4,4,4,4,4,4,4,43.70798873901367,44.44100570678711,44.034629821777344,43.37809753417969,37.32957077026367,44.220340728759766,51.25,100,NaN,0,NaN,NaN,0,100,100,100,NaN,7.580064296722412,17179869184,0,10462429184,0
209,1771766224733,4,4,4,4,4,4,4,4,4,4,43.70798873901367,44.44100570678711,44.034629821777344,43.37809753417969,37.32957077026367,44.220340728759766,51.25,NaN,0,NaN,100,0,100,100,NaN,NaN,100,7.580064296722412,17179869184,0,10463084544,0
205,1771766224943,4,4,4,4,4,4,4,4,4,4,43.70798873901367,44.44100570678711,44.034629821777344,43.37809753417969,37.32957077026367,44.220340728759766,51.25,57.142860412597656,61.904762268066406,55,28.571430206298828,28.571430206298828,15.000000953674316,4.761904716491699,19.047618865966797,28.571430206298828,9.090909004211426,7.2600789070129395,17179869184,0,10483449856,0
206,1771766225149,4,4,4,4,4,4,4,4,4,4,43.70798873901367,44.44100570678711,44.034629821777344,43.37809753417969,37.32957077026367,44.220340728759766,51.25,80,71.42857360839844,63.6363639831543,66.66667175292969,52.38095474243164,50,25,23.809524536132813,25,0,7.2600789070129395,17179869184,0,10483449856,0
208,1771766225356,4,4,4,4,4,4,4,4,4,4,48.394779205322266,49.60109329223633,49.12282180786133,47.679508209228516,43.60580825805664,50.07762145996094,71.015625,95.23809814453125,95.23809814453125,95,95,90,86.36363983154297,100,100,100,95.45454406738281,7.2600789070129395,17179869184,0,10483449856,0
209,1771766225564,4,4,4,4,4,4,4,4,4,4,48.394779205322266,49.60109329223633,49.12282180786133,47.679508209228516,43.60580825805664,50.07762145996094,71.015625,90.47618865966797,90,85.71428680419922,86.36363983154297,80.95238494873047,76.19047546386719,100,95.45454406738281,100,100,7.2600789070129395,17179869184,0,10710482944,0
209,1771766225774,4,4,4,4,4,4,4,4,4,4,48.394779205322266,49.60109329223633,49.12282180786133,47.679508209228516,43.60580825805664,50.07762145996094,71.015625,61.904762268066406,54.54545593261719,50,42.85714340209961,33.333335876464844,23.809524536132813,45,45,52.38095474243164,42.85714340209961,7.2600789070129395,17179869184,0,10727260160,0
209,1771766225985,4,4,4,4,4,4,4,4,4,4,48.394779205322266,49.60109329223633,49.12282180786133,47.679508209228516,43.60580825805664,50.07762145996094,71.015625,57.142860412597656,60.000003814697266,47.619049072265625,45,20,23.809524536132813,9.090909004211426,4.761904716491699,9.523809432983398,9.090909004211426,9.361102104187012,17179869184,0,10722050048,0
204,1771766226195,4,4,4,4,4,4,4,4,4,4,48.394779205322266,49.60109329223633,49.12282180786133,47.679508209228516,43.60580825805664,50.07762145996094,71.015625,65,52.38095474243164,57.142860412597656,47.619049072265625,31.81818199157715,30.000001907348633,0,0,0,0,9.361102104187012,17179869184,0,10720444416,0
206,1771766226399,4,4,4,4,4,4,4,4,4,4,58.179100036621094,58.36741256713867,58.0201530456543,57.78200149536133,52.9448356628418,60.445987701416016,78.09375,60.000003814697266,55,52.38095474243164,45,30.000001907348633,25,0,0,0,0,9.361102104187012,17179869184,0,10716839936,0
205,1771766226606,4,4,4,4,4,4,4,4,4,4,58.179100036621094,58.36741256713867,58.0201530456543,57.78200149536133,52.9448356628418,60.445987701416016,78.09375,61.904762268066406,55,50,42.85714340209961,25,28.571430206298828,0,0,0,0,9.361102104187012,17179869184,0,10647814144,0
