platform,num_bots,call_duration_config,total_experiment_duration_s,bots_successful,bots_failed,timestamp,timeseries_file,energy_cpu_joules,energy_duration_s,energy_method,avg_power_watts,max_power_watts,avg_cpu_percent,max_cpu_percent,avg_cpu_temp_c,avg_memory_mb,energibridge_csv,total_net_sent_mb,total_net_recv_mb
teams,1,120,136.45,1,0,20260222_142020,data/teams_1bot_r8_20260222_142020_timeseries.csv,781.5802,136.16,energibridge,5.75,19.62,7.94,82.43,42.14,10684.3,data/teams_1bot_r8_20260222_142020_energibridge.csv,3.19,92.25
