Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771774481966,4,4,4,4,4,4,4,4,4,4,38.140350341796875,38.38911437988281,38.07589340209961,38.29471969604492,31.605857849121094,38.436073303222656,45.71875,0,0,0,0,0,0,0,NaN,100,NaN,4.056519508361816,17179869184,0,9553133568,0
209,1771774481966,4,4,4,4,4,4,4,4,4,4,38.140350341796875,38.38911437988281,38.07589340209961,38.29471969604492,31.605857849121094,38.436073303222656,45.71875,100,NaN,0,0,0,NaN,0,0,0,50,4.056519508361816,17179869184,0,9553952768,0
209,1771774482176,4,4,4,4,4,4,4,4,4,4,38.140350341796875,38.38911437988281,38.07589340209961,38.29471969604492,31.605857849121094,38.436073303222656,45.71875,9.523809432983398,14.285715103149414,0,0,0,0,20,22.72727394104004,19.047618865966797,4.545454502105713,4.056519508361816,17179869184,0,9566142464,0
208,1771774482386,4,4,4,4,4,4,4,4,4,4,39.78565216064453,40.52931594848633,40.04901123046875,39.570556640625,33.85936737060547,40.6663932800293,51.015625,42.85714340209961,30.000001907348633,23.809524536132813,14.285715103149414,19.047618865966797,13.636363983154297,28.571430206298828,15.000000953674316,14.285715103149414,0,4.056519508361816,17179869184,0,9566142464,0
209,1771774482595,4,4,4,4,4,4,4,4,4,4,39.78565216064453,40.52931594848633,40.04901123046875,39.570556640625,33.85936737060547,40.6663932800293,51.015625,85,77.2727279663086,68.18181610107422,61.904762268066406,57.142860412597656,50,95.23809814453125,95.45454406738281,90.47618865966797,95,4.056519508361816,17179869184,0,9566142464,0
209,1771774482805,4,4,4,4,4,4,4,4,4,4,39.78565216064453,40.52931594848633,40.04901123046875,39.570556640625,33.85936737060547,40.6663932800293,51.015625,70,60.000003814697266,50,45,42.85714340209961,40.90909194946289,90.47618865966797,95,95,90.90909576416016,4.817376613616943,17179869184,0,9830400000,0
204,1771774483014,4,4,4,4,4,4,4,4,4,4,39.78565216064453,40.52931594848633,40.04901123046875,39.570556640625,33.85936737060547,40.6663932800293,51.015625,28.571430206298828,28.571430206298828,14.285715103149414,13.636363983154297,5,0,22.72727394104004,19.047618865966797,18.18181800842285,33.333335876464844,4.817376613616943,17179869184,0,9775923200,0
209,1771774483219,4,4,4,4,4,4,4,4,4,4,39.78565216064453,40.52931594848633,40.04901123046875,39.570556640625,33.85936737060547,40.6663932800293,51.015625,25,28.571430206298828,10,0,9.523809432983398,0,20,30.000001907348633,21.052631378173828,20,4.817376613616943,17179869184,0,9775923200,0
206,1771774483429,4,4,4,4,4,4,4,4,4,4,52.20231246948242,52.01449203491211,51.95412063598633,52.36830139160156,47.365623474121094,54.59067153930664,73.140625,23.809524536132813,25,13.636363983154297,5,4.761904716491699,4.545454502105713,0,4.545454502105713,9.090909004211426,9.523809432983398,4.817376613616943,17179869184,0,9775923200,0
209,1771774483637,4,4,4,4,4,4,4,4,4,4,52.20231246948242,52.01449203491211,51.95412063598633,52.36830139160156,47.365623474121094,54.59067153930664,73.140625,28.571430206298828,23.809524536132813,15.000000953674316,13.636363983154297,9.090909004211426,0,0,0,0,0,4.817376613616943,17179869184,0,9782263808,0
