elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.6,6517.3,56.4,0.0,0.0
1.0,28.5,6954.3,59.0,0.02,0.07
2.01,50.4,7092.7,59.7,0.72,4.02
3.02,19.0,6951.7,59.0,0.79,5.77
4.02,3.9,6886.0,58.6,0.79,5.77
5.02,24.9,7157.3,60.2,2.56,7.99
6.03,26.9,7189.5,60.3,2.75,8.67
7.03,16.7,7159.0,60.2,2.76,8.67
8.04,8.8,7165.7,60.2,2.76,8.67
9.04,10.0,7141.1,60.0,2.76,8.67
10.05,4.2,7066.5,59.6,2.77,8.73
11.05,7.2,7078.9,59.7,2.77,8.74
12.06,6.5,6964.6,59.0,2.82,8.74
13.06,7.4,6948.5,58.9,2.85,9.65
14.07,25.3,6920.3,58.8,3.01,31.47
15.07,12.2,7103.3,59.9,3.15,49.4
16.07,16.0,7094.5,59.8,3.21,54.9
17.08,8.0,7100.3,59.8,3.21,54.9
18.08,3.6,6996.2,59.2,3.21,54.9
19.09,4.0,6983.6,59.2,3.21,54.9
20.09,12.1,6977.2,59.1,3.21,54.9
21.1,3.4,6971.6,59.0,3.21,54.9
22.1,4.6,6963.8,59.0,3.21,54.91
23.11,3.9,6960.6,59.0,3.21,54.91
24.11,3.0,6930.1,58.8,3.21,54.91
25.12,3.6,6924.7,58.8,3.22,54.91
26.12,3.2,6923.2,58.8,3.22,54.91
27.13,3.5,6896.9,58.6,3.22,54.91
28.13,4.0,6897.2,58.6,3.22,54.91
29.14,3.4,6897.6,58.6,3.22,54.92
30.14,3.2,6893.1,58.6,3.23,54.92
31.15,7.6,6901.5,58.7,3.23,54.92
32.15,5.6,6902.7,58.7,3.23,54.92
33.15,5.2,6911.3,58.7,3.23,54.92
34.16,3.0,6911.6,58.7,3.23,54.93
35.17,3.5,6912.1,58.7,3.24,54.93
36.17,3.3,6907.2,58.7,3.24,54.93
37.18,5.4,6901.7,58.6,3.24,54.93
38.18,3.7,6902.4,58.6,3.24,54.93
39.19,5.3,6851.8,58.4,3.24,54.93
40.19,4.4,6851.5,58.4,3.24,54.93
41.2,3.7,6851.9,58.4,3.24,54.93
42.2,3.0,6851.9,58.4,3.25,54.93
43.21,3.6,6851.2,58.4,3.25,54.93
44.21,2.9,6851.6,58.4,3.25,54.93
45.22,4.0,6851.9,58.4,3.25,54.93
46.22,3.1,6852.7,58.4,3.25,54.94
47.23,6.4,6835.6,58.3,3.26,54.94
48.24,4.6,6837.3,58.3,3.26,54.94
49.24,3.1,6837.9,58.3,3.26,54.94
50.24,4.6,6838.2,58.3,3.26,54.94
51.25,2.8,6838.4,58.3,3.26,54.94
52.25,3.0,6838.2,58.3,3.26,54.94
53.26,3.0,6837.1,58.3,3.26,54.94
54.26,3.0,6837.9,58.3,3.26,54.94
55.27,3.3,6838.2,58.3,3.27,54.94
56.27,3.6,6839.1,58.3,3.27,54.94
57.28,3.5,6839.3,58.3,3.27,54.94
58.29,3.2,6839.6,58.3,3.27,54.94
59.29,3.3,6840.0,58.3,3.27,54.94
60.3,2.8,6840.6,58.3,3.27,54.95
61.3,6.6,6849.5,58.3,3.29,55.39
62.31,13.1,6844.1,58.3,3.31,60.36
63.31,6.5,6838.4,58.3,3.32,60.37
64.32,11.2,6840.2,58.3,3.32,60.38
65.32,9.7,7018.6,59.3,3.33,60.39
66.32,24.4,7076.7,59.7,3.35,61.84
67.33,16.6,7079.5,59.7,3.36,67.3
68.34,13.6,7083.9,59.7,3.38,67.33
69.34,7.1,7078.1,59.7,3.39,67.36
70.35,6.0,7025.7,59.4,3.39,67.36
71.35,3.2,7014.6,59.3,3.39,67.36
72.35,3.6,7003.0,59.2,3.39,67.36
73.35,3.2,6995.8,59.2,3.39,67.36
74.36,2.9,6987.3,59.2,3.39,67.36
75.36,2.9,6980.2,59.1,3.4,67.37
76.36,3.1,6952.9,58.9,3.4,67.37
77.37,3.9,6946.0,58.9,3.41,67.37
78.37,2.8,6943.9,58.9,3.41,67.37
79.38,2.8,6915.3,58.7,3.41,67.37
80.38,5.7,6916.2,58.7,3.42,67.38
81.39,3.1,6916.3,58.7,3.42,67.38
82.39,3.3,6916.2,58.7,3.42,67.38
83.4,2.8,6916.3,58.7,3.42,67.38
84.4,3.8,6916.8,58.8,3.42,67.38
85.41,3.3,6916.4,58.8,3.42,67.38
86.41,3.3,6916.7,58.8,3.42,67.38
87.42,3.1,6916.9,58.7,3.42,67.38
88.43,3.6,6916.8,58.8,3.42,67.38
89.43,3.1,6916.9,58.8,3.42,67.38
90.44,3.1,6902.1,58.7,3.42,67.38
91.44,3.5,6902.4,58.7,3.43,67.38
92.45,6.8,7059.8,59.6,3.43,67.38
93.45,4.4,7059.1,59.6,3.43,67.38
94.45,3.3,7033.3,59.4,3.43,67.38
95.46,3.6,7021.6,59.4,3.43,67.38
96.46,3.9,7009.2,59.3,3.44,67.39
97.47,3.8,7001.8,59.2,3.44,67.39
98.47,3.4,6993.3,59.2,3.44,67.39
99.48,3.4,6989.1,59.2,3.44,67.39
100.48,3.5,6957.9,59.0,3.44,67.39
101.49,3.3,6951.4,59.0,3.44,67.39
102.49,3.5,6949.2,59.0,3.44,67.39
103.49,3.1,6920.3,58.8,3.44,67.39
104.5,3.1,6920.2,58.8,3.44,67.39
105.5,3.3,6920.1,58.8,3.45,67.39
106.5,3.5,6920.0,58.8,3.45,67.39
107.51,3.7,6920.2,58.8,3.45,67.39
108.51,3.2,6920.3,58.8,3.45,67.39
109.52,3.0,6920.5,58.8,3.45,67.39
110.52,5.4,6920.8,58.8,3.45,67.39
111.53,3.3,6921.1,58.8,3.45,67.39
112.53,3.0,6921.1,58.8,3.45,67.39
113.54,3.4,6921.4,58.8,3.46,67.39
114.54,4.7,6921.9,58.8,3.46,67.39
115.54,2.7,6921.8,58.8,3.46,67.39
116.55,2.9,6921.9,58.8,3.46,67.39
117.56,3.8,6922.0,58.8,3.46,67.39
118.56,3.9,6922.1,58.8,3.46,67.39
119.57,3.5,6922.0,58.8,3.46,67.39
120.57,3.8,6921.8,58.8,3.46,67.39
121.58,3.7,6921.9,58.8,3.46,67.39
122.58,3.0,6921.9,58.8,3.46,67.39
123.59,3.3,6921.9,58.8,3.47,67.39
124.59,4.2,6976.9,59.1,3.47,67.39
125.6,13.2,6847.8,58.3,3.62,67.5
