elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.2,6611.6,56.8,0.0,0.0
1.01,24.4,7031.5,59.2,0.01,0.06
2.01,43.5,7206.2,60.3,0.37,2.89
3.02,27.0,7139.1,59.9,0.78,5.74
4.02,5.2,7115.0,59.7,0.78,5.74
5.03,19.3,7240.3,60.4,2.47,7.92
6.03,25.4,7267.3,60.6,2.72,8.61
7.04,12.2,7259.3,60.5,2.73,8.61
8.04,6.2,7269.5,60.6,2.73,8.61
9.05,11.2,7271.0,60.6,2.75,8.64
10.05,3.2,7202.2,60.2,2.75,8.7
11.05,6.6,7263.5,60.5,2.76,8.71
12.06,8.1,7198.8,60.2,2.79,8.72
13.06,7.6,7164.2,60.0,2.81,10.99
14.07,26.1,7142.2,59.8,3.1,48.75
15.07,8.7,7132.6,59.8,3.15,54.83
16.07,2.1,7108.2,59.7,3.16,54.83
17.08,3.8,7106.2,59.7,3.16,54.83
18.08,3.4,7106.4,59.7,3.16,54.83
19.09,3.5,7093.8,59.6,3.16,54.83
20.09,10.4,7119.9,59.7,3.16,54.83
21.1,6.7,7116.5,59.7,3.17,54.86
22.1,4.9,7115.8,59.7,3.17,54.86
23.11,3.4,7116.8,59.7,3.17,54.86
24.11,2.0,7117.8,59.7,3.17,54.86
25.11,3.9,7118.8,59.8,3.17,54.86
26.12,5.4,7238.5,60.4,3.18,54.88
27.12,9.9,7322.5,60.9,3.18,54.88
28.13,3.8,7270.2,60.6,3.18,54.88
29.13,6.0,7305.7,60.8,3.18,54.88
30.14,7.5,7252.5,60.5,3.19,54.88
31.14,7.4,7234.6,60.4,3.19,54.88
32.14,6.5,7158.6,59.9,3.19,54.88
33.15,7.6,7255.6,60.5,3.19,54.88
34.15,3.2,7221.5,60.3,3.2,54.88
35.16,3.7,7212.6,60.3,3.2,54.89
36.16,4.1,7174.5,60.1,3.2,54.89
37.17,5.4,7163.8,60.0,3.2,54.89
38.17,3.8,7153.1,59.9,3.21,54.96
39.18,3.1,7151.5,59.9,3.22,54.96
40.18,4.7,7144.4,59.8,3.22,54.96
41.19,3.2,7127.7,59.8,3.22,54.96
42.19,3.7,7125.9,59.7,3.22,54.96
43.19,4.6,7117.0,59.7,3.22,54.96
44.2,3.2,7103.2,59.6,3.22,54.96
45.2,3.2,7103.9,59.6,3.22,54.97
46.21,5.3,7085.5,59.5,3.22,54.97
47.21,4.7,7087.4,59.5,3.23,54.97
48.22,2.9,7087.8,59.5,3.23,54.97
49.23,4.3,7087.8,59.5,3.23,54.97
50.23,4.4,7088.1,59.6,3.23,54.97
51.23,5.2,7087.8,59.6,3.23,54.97
52.24,5.6,7088.2,59.6,3.23,54.97
53.24,5.6,7086.1,59.5,3.23,54.97
54.25,5.5,7086.9,59.5,3.24,54.97
55.25,7.6,7087.7,59.5,3.24,54.97
56.26,6.2,7088.5,59.5,3.24,54.97
57.26,4.3,7088.6,59.5,3.24,54.97
58.27,3.2,7088.8,59.5,3.24,54.97
59.27,3.1,7089.2,59.6,3.25,54.97
60.28,3.0,7089.5,59.6,3.25,54.97
61.29,8.7,7091.2,59.5,3.26,55.0
62.29,20.2,7102.2,59.6,3.29,60.73
63.3,12.7,7086.2,59.5,3.31,61.47
64.3,11.8,7087.6,59.5,3.32,61.58
65.31,12.6,7092.7,59.5,3.33,61.69
66.31,17.7,7093.0,59.5,3.36,67.37
67.31,3.0,7092.8,59.5,3.36,67.37
68.32,7.5,7106.8,59.6,3.36,67.37
69.32,9.6,7168.8,60.0,3.36,67.38
70.32,3.7,7170.4,60.0,3.36,67.38
71.33,3.9,7170.4,60.0,3.36,67.38
72.34,5.1,7170.3,60.0,3.37,67.38
73.34,3.3,7170.4,60.0,3.38,67.38
74.34,8.1,7170.5,60.0,3.38,67.38
75.35,4.1,7171.5,60.0,3.38,67.38
76.36,2.8,7171.5,60.0,3.38,67.39
77.36,2.8,7171.3,60.0,3.38,67.39
78.37,3.2,7171.4,60.0,3.38,67.39
79.37,5.5,7171.3,60.0,3.38,67.39
80.38,2.8,7170.4,60.0,3.38,67.39
81.38,3.4,7170.3,60.0,3.38,67.39
82.39,3.5,7140.8,59.8,3.38,67.39
83.39,3.1,7138.9,59.8,3.38,67.39
84.4,5.4,7136.8,59.8,3.39,67.4
85.4,4.2,7130.0,59.7,3.39,67.4
86.41,3.0,7130.0,59.7,3.39,67.4
87.41,2.8,7129.8,59.7,3.39,67.4
88.42,3.0,7129.9,59.7,3.39,67.4
89.42,3.2,7126.4,59.7,3.4,67.4
90.43,2.7,7126.1,59.7,3.4,67.4
91.43,4.6,7126.1,59.7,3.4,67.4
92.44,3.1,7126.5,59.7,3.4,67.4
93.44,3.2,7126.4,59.8,3.4,67.4
94.45,3.2,7123.7,59.7,3.4,67.4
95.45,3.3,7123.6,59.7,3.41,67.41
96.45,3.0,7123.6,59.7,3.41,67.41
97.46,3.1,7123.6,59.7,3.41,67.41
98.47,3.1,7116.6,59.7,3.41,67.41
99.47,3.2,7116.7,59.7,3.41,67.41
100.47,3.1,7116.9,59.6,3.41,67.41
101.48,3.2,7117.2,59.7,3.41,67.41
102.48,3.4,7117.4,59.7,3.41,67.41
103.49,3.6,7117.1,59.7,3.42,67.41
104.49,2.8,7117.0,59.7,3.42,67.41
105.5,2.9,7117.2,59.7,3.42,67.41
106.51,3.1,7116.8,59.7,3.42,67.41
107.51,2.9,7117.0,59.7,3.42,67.41
108.52,2.9,7117.3,59.7,3.42,67.41
109.52,2.7,7117.3,59.7,3.42,67.41
110.53,2.8,7117.4,59.7,3.43,67.41
111.53,3.3,7117.5,59.7,3.43,67.41
112.54,2.7,7117.7,59.7,3.43,67.41
113.54,3.4,7117.7,59.7,3.43,67.41
114.55,5.0,7118.0,59.7,3.43,67.42
115.55,5.6,7119.3,59.7,3.43,67.42
116.56,3.2,7119.6,59.7,3.43,67.42
117.57,4.5,7120.3,59.7,3.43,67.42
118.58,2.9,7120.5,59.7,3.43,67.42
119.58,3.3,7121.1,59.7,3.43,67.42
120.59,3.1,7120.9,59.8,3.44,67.42
121.59,4.0,7121.0,59.8,3.44,67.42
122.6,3.7,7120.7,59.8,3.44,67.42
123.61,3.1,7120.6,59.7,3.44,67.42
124.62,3.0,7119.4,59.7,3.44,67.42
125.62,11.8,7119.5,59.7,3.59,67.52
