elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.0,6624.0,57.0,0.0,0.0
1.01,27.2,7086.9,59.7,0.02,0.07
2.02,24.4,7130.8,60.0,0.14,0.71
3.02,25.7,7223.2,60.5,0.34,12.65
4.02,25.2,7299.1,60.9,0.4,13.98
5.03,24.3,7315.5,61.0,0.49,19.58
6.04,18.7,7352.0,61.2,0.53,22.61
7.06,4.9,7312.2,61.0,0.54,22.67
8.06,3.7,7231.1,60.6,0.55,22.71
9.07,9.2,7463.6,61.9,1.47,23.68
10.07,11.9,7443.7,61.8,1.49,23.75
11.08,13.3,7331.9,61.1,1.52,25.1
12.09,8.8,7470.6,61.9,1.55,25.62
13.1,22.0,7492.5,62.1,1.61,31.56
14.11,41.0,7454.8,61.9,1.75,41.38
15.12,17.8,7482.1,62.0,1.84,51.85
16.12,11.5,7485.3,62.0,2.0,72.86
17.14,12.4,7512.9,62.2,2.05,78.12
18.14,5.3,7454.9,61.8,2.05,78.12
19.15,9.4,7445.2,61.8,2.08,78.17
20.16,11.2,7463.4,61.9,2.08,78.17
21.17,4.8,7459.6,61.9,2.08,78.18
22.18,4.2,7446.5,61.8,2.08,78.18
23.19,5.0,7434.9,61.7,2.09,78.18
24.2,12.8,7435.9,61.7,2.09,78.18
25.21,4.9,7432.4,61.7,2.09,78.19
26.22,3.7,7432.6,61.7,2.09,78.19
27.23,4.1,7413.2,61.6,2.09,78.19
28.24,4.0,7412.5,61.6,2.1,78.19
29.25,4.0,7411.9,61.6,2.1,78.2
30.26,5.4,7398.5,61.5,2.1,78.2
31.27,5.6,7405.5,61.5,2.1,78.2
32.28,8.7,7324.8,61.1,2.11,78.2
33.29,5.8,7331.9,61.1,2.11,78.2
34.3,5.7,7331.2,61.1,2.11,78.2
35.31,4.0,7330.8,61.1,2.11,78.2
36.32,4.4,7321.1,61.0,2.12,78.2
37.33,6.2,7323.1,61.1,2.12,78.2
