elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,3.3,6579.1,56.8,0.0,0.0
1.0,28.1,7111.9,59.8,0.03,0.08
2.01,49.5,7252.3,60.7,0.73,4.15
3.02,17.3,7094.9,59.8,0.79,5.77
4.03,8.2,7063.7,59.6,0.79,5.78
5.04,23.6,7327.7,61.2,2.59,8.3
6.05,25.4,7294.8,60.9,2.73,8.67
7.06,11.8,7258.6,60.7,2.74,8.67
8.07,7.1,7290.7,60.9,2.74,8.67
9.07,8.5,7203.6,60.4,2.74,8.67
10.08,4.9,7246.9,60.7,2.75,8.72
11.09,8.3,7215.4,60.4,2.75,8.74
12.1,4.8,7121.7,59.9,2.78,8.74
13.11,11.1,7095.8,59.8,2.81,12.4
14.12,22.7,7089.7,59.7,2.95,30.23
15.12,10.9,7080.6,59.7,3.15,54.87
16.13,9.0,7056.4,59.6,3.15,54.87
17.14,3.9,7052.3,59.5,3.15,54.87
18.14,3.4,7044.1,59.5,3.15,54.87
19.15,2.9,7042.5,59.4,3.15,54.87
20.15,10.4,7065.2,59.6,3.16,54.87
21.16,3.2,7060.9,59.6,3.16,54.87
22.17,3.7,7062.0,59.6,3.16,54.87
23.18,3.4,7062.8,59.6,3.16,54.87
24.19,3.6,7063.9,59.6,3.16,54.87
25.2,3.7,7064.7,59.6,3.16,54.88
26.21,3.0,7065.0,59.6,3.17,54.88
27.21,4.9,7065.3,59.6,3.17,54.88
28.22,2.9,7065.8,59.6,3.17,54.88
29.23,3.0,7066.2,59.6,3.17,54.88
30.24,3.8,7059.4,59.5,3.17,54.88
31.25,4.9,7071.2,59.6,3.18,54.88
32.26,7.0,7020.4,59.3,3.18,54.88
33.27,6.9,7029.1,59.4,3.18,54.88
34.28,3.1,7029.3,59.4,3.18,54.88
35.29,3.8,7029.7,59.5,3.18,54.88
36.3,3.1,7022.1,59.4,3.18,54.88
37.31,5.0,7018.5,59.3,3.19,54.88
38.32,3.2,7019.1,59.4,3.19,54.88
39.33,2.9,7019.5,59.4,3.19,54.89
40.34,2.9,7020.1,59.4,3.19,54.89
41.35,3.1,7020.4,59.4,3.19,54.89
