elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,2.7,6730.1,57.7,0.0,0.0
1.01,18.6,7104.9,59.8,0.01,0.06
2.02,35.1,7192.3,60.3,0.12,0.72
3.02,22.2,7289.2,60.9,0.31,12.66
4.03,25.3,7342.6,61.2,0.37,13.99
5.03,22.6,7342.2,61.2,0.46,19.53
6.04,21.0,7410.2,61.6,0.5,22.56
7.05,9.6,7356.7,61.3,0.51,22.62
8.05,2.1,7273.8,60.8,0.51,22.62
9.06,8.6,7488.6,62.1,1.43,23.55
10.07,14.5,7477.3,61.9,1.45,23.63
11.07,10.6,7428.7,61.7,1.47,23.96
12.08,13.3,7519.4,62.2,1.5,25.48
13.09,16.2,7544.1,62.4,1.56,27.96
14.1,55.4,7543.0,62.4,1.75,43.32
15.1,14.1,7524.9,62.3,1.92,64.31
16.11,13.5,7485.3,62.0,2.03,78.06
17.12,8.1,7505.9,62.2,2.03,78.07
18.13,5.0,7464.8,61.9,2.04,78.07
19.13,9.5,7453.9,61.8,2.06,78.12
20.14,13.6,7469.1,61.9,2.06,78.12
21.15,4.9,7464.7,61.9,2.07,78.12
22.16,4.2,7448.9,61.8,2.07,78.13
23.17,4.2,7438.3,61.7,2.07,78.13
24.18,12.6,7432.8,61.7,2.07,78.13
25.19,4.3,7428.3,61.7,2.07,78.13
26.2,3.8,7425.7,61.7,2.08,78.13
27.21,3.7,7404.0,61.5,2.08,78.13
28.22,5.6,7404.6,61.5,2.08,78.14
29.23,4.4,7404.8,61.5,2.08,78.14
30.24,4.0,7397.3,61.5,2.09,78.14
31.25,6.7,7404.7,61.5,2.09,78.14
32.26,8.4,7323.0,61.1,2.09,78.14
33.27,6.5,7323.3,61.1,2.09,78.14
34.29,4.5,7322.6,61.0,2.09,78.14
35.3,4.2,7315.0,61.0,2.1,78.15
36.31,5.9,7315.8,61.0,2.1,78.15
37.32,5.9,7316.8,61.0,2.1,78.15
38.33,3.8,7316.4,61.0,2.1,78.15
39.34,4.4,7316.5,61.0,2.1,78.15
40.35,3.9,7314.6,61.0,2.11,78.15
41.36,4.2,7314.4,61.0,2.11,78.15
42.37,3.7,7313.7,61.0,2.11,78.16
43.38,5.3,7296.2,60.9,2.12,78.16
44.39,5.2,7294.6,60.9,2.12,78.16
45.39,6.3,7274.2,60.8,2.12,78.16
46.4,5.2,7274.9,60.8,2.12,78.16
47.41,4.1,7275.0,60.8,2.13,78.17
48.42,4.1,7274.9,60.8,2.13,78.17
49.42,3.8,7274.6,60.8,2.13,78.17
50.43,5.4,7274.4,60.8,2.13,78.17
51.44,3.8,7274.3,60.8,2.14,78.17
52.45,3.8,7274.5,60.8,2.14,78.17
53.46,3.9,7272.9,60.8,2.14,78.18
54.47,3.7,7273.3,60.8,2.14,78.18
55.48,3.8,7272.7,60.8,2.14,78.18
56.49,4.2,7273.6,60.8,2.15,78.18
57.5,4.3,7273.4,60.8,2.15,78.18
58.51,3.8,7272.9,60.8,2.15,78.18
59.51,4.1,7269.9,60.8,2.15,78.18
60.52,4.1,7270.1,60.8,2.15,78.18
61.52,5.2,7273.7,60.8,2.18,80.74
62.53,22.8,7274.1,60.8,2.21,83.67
63.54,13.3,7271.0,60.8,2.21,83.75
64.54,12.1,7281.5,60.8,2.22,83.86
65.55,16.3,7293.9,60.9,2.24,88.59
66.56,8.0,7294.0,60.9,2.25,88.61
67.57,4.3,7294.2,60.9,2.25,88.62
68.58,6.9,7294.2,60.9,2.25,88.62
69.59,7.7,7294.2,60.9,2.26,89.57
70.6,7.3,7294.1,60.9,2.27,89.85
71.61,4.7,7293.7,60.9,2.27,90.51
72.61,9.4,7294.8,60.9,2.29,90.61
73.62,7.8,7296.5,60.9,2.33,91.01
74.63,5.6,7296.9,60.9,2.35,91.04
75.65,4.8,7297.2,60.9,2.35,91.04
76.66,4.4,7290.9,60.9,2.35,91.04
77.67,4.7,7290.7,60.9,2.35,91.04
78.68,3.7,7290.8,60.9,2.35,91.04
79.69,5.1,7290.5,60.9,2.36,91.04
80.7,4.7,7290.1,60.9,2.36,91.04
81.71,7.0,7289.8,60.9,2.36,91.05
82.72,6.3,7287.9,60.9,2.36,91.05
83.73,6.7,7288.2,60.9,2.39,91.13
84.73,4.7,7288.4,60.9,2.41,91.15
85.74,4.3,7287.8,60.9,2.41,91.15
86.76,4.1,7288.3,60.9,2.41,91.15
87.77,3.8,7283.3,60.9,2.41,91.16
88.78,4.1,7277.5,60.8,2.42,91.17
89.79,3.6,7276.4,60.8,2.42,91.17
90.8,4.2,7276.2,60.8,2.43,91.17
91.8,6.8,7275.8,60.8,2.43,91.17
92.81,6.7,7275.5,60.8,2.43,91.17
93.82,3.8,7275.5,60.8,2.43,91.17
94.83,4.0,7275.1,60.8,2.43,91.17
95.84,4.1,7275.3,60.7,2.44,91.18
96.84,3.8,7275.4,60.8,2.44,91.18
97.85,4.1,7275.2,60.8,2.44,91.18
98.86,3.9,7275.1,60.8,2.44,91.18
99.87,4.0,7275.2,60.8,2.44,91.18
100.88,3.8,7274.9,60.8,2.45,91.18
101.89,4.1,7274.9,60.8,2.45,91.18
102.9,3.7,7274.2,60.8,2.45,91.19
103.91,3.9,7273.8,60.8,2.45,91.19
104.92,3.9,7274.0,60.8,2.45,91.19
105.93,4.1,7273.8,60.8,2.46,91.19
106.94,4.2,7274.3,60.8,2.46,91.19
107.95,3.6,7274.3,60.8,2.46,91.19
108.96,4.0,7274.6,60.8,2.46,91.19
109.97,5.3,7274.5,60.8,2.46,91.19
110.98,4.1,7274.5,60.8,2.47,91.2
111.99,3.6,7274.4,60.8,2.47,91.2
113.0,4.4,7274.3,60.8,2.47,91.2
114.01,4.1,7273.0,60.8,2.48,91.21
115.01,3.8,7272.2,60.8,2.48,91.21
116.02,4.1,7271.6,60.8,2.48,91.21
117.03,4.8,7272.9,60.8,2.49,91.22
118.05,4.5,7273.2,60.8,2.49,91.22
119.06,3.6,7273.1,60.8,2.49,91.22
120.07,3.8,7273.3,60.8,2.5,91.22
121.08,4.6,7273.3,60.8,2.5,91.22
122.08,4.1,7273.0,60.8,2.5,91.23
123.09,3.9,7272.8,60.8,2.5,91.23
124.1,3.8,7272.7,60.8,2.5,91.23
125.11,4.5,7279.4,60.8,2.51,91.23
126.12,5.2,7280.0,60.8,2.51,91.24
127.13,4.6,7280.2,60.8,2.51,91.24
128.14,3.6,7280.5,60.8,2.52,91.24
129.15,4.0,7280.5,60.8,2.52,91.24
130.16,3.9,7280.4,60.8,2.52,91.24
131.17,3.7,7279.7,60.8,2.52,91.25
132.18,4.6,7282.4,60.8,3.03,91.75
133.19,3.7,7282.3,60.8,3.03,91.75
134.2,7.0,7336.0,61.1,3.07,91.79
135.21,0.8,7335.6,61.1,3.07,91.79
