elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,2.3,6694.6,57.4,0.0,0.0
1.01,18.1,7115.4,59.9,0.03,0.08
2.02,36.0,7175.6,60.2,0.14,0.71
3.02,20.5,7256.9,60.7,0.29,11.9
4.03,27.5,7303.4,60.9,0.38,13.94
5.04,21.7,7312.6,61.0,0.48,19.57
6.05,23.9,7382.1,61.4,0.53,22.64
7.06,7.3,7397.6,61.5,0.53,22.64
8.07,6.8,7377.1,61.4,0.55,22.74
9.08,9.1,7474.5,62.0,1.44,23.65
10.08,13.2,7444.5,61.8,1.47,23.72
11.09,15.3,7341.2,61.2,1.5,23.81
12.1,11.5,7479.6,62.0,1.52,25.3
13.1,15.2,7463.8,61.9,1.57,27.92
14.1,46.7,7443.7,61.7,1.72,37.74
15.11,24.7,7483.8,62.0,1.81,48.38
16.11,13.8,7439.9,61.8,1.93,62.6
17.12,12.9,7434.4,61.7,2.06,76.94
18.13,13.9,7469.2,61.9,2.08,78.22
19.14,6.8,7451.1,61.8,2.08,78.23
20.15,12.5,7456.9,61.8,2.08,78.23
21.16,8.2,7450.0,61.8,2.09,78.23
22.17,11.3,7441.2,61.8,2.09,78.24
23.18,5.9,7430.3,61.7,2.09,78.24
24.18,4.2,7424.5,61.7,2.09,78.24
25.19,6.4,7453.7,61.8,2.09,78.25
26.21,8.4,7529.3,62.2,2.1,78.25
27.21,4.5,7463.4,61.8,2.1,78.25
28.22,4.3,7485.3,62.0,2.1,78.25
29.23,4.6,7475.3,61.9,2.1,78.26
30.24,4.1,7457.9,61.8,2.1,78.26
31.24,6.6,7451.5,61.8,2.11,78.26
32.26,6.7,7384.2,61.4,2.11,78.26
33.27,8.4,7383.7,61.4,2.11,78.26
34.28,5.5,7379.5,61.4,2.11,78.26
35.29,5.6,7377.5,61.4,2.12,78.27
36.29,5.0,7363.2,61.3,2.12,78.27
37.31,4.5,7364.7,61.3,2.13,78.27
38.32,5.1,7357.7,61.3,2.13,78.27
39.32,5.4,7358.9,61.3,2.13,78.28
40.33,4.2,7355.3,61.3,2.13,78.28
41.34,3.8,7355.4,61.3,2.14,78.28
42.35,3.9,7355.4,61.3,2.14,78.28
43.36,5.1,7316.1,61.0,2.14,78.28
44.36,4.7,7315.5,61.0,2.15,78.28
45.37,4.6,7315.6,61.0,2.15,78.28
46.37,4.1,7315.5,61.0,2.15,78.29
47.38,4.5,7315.7,61.0,2.15,78.29
48.39,6.5,7290.3,60.9,2.15,78.29
49.41,5.2,7290.3,60.9,2.16,78.29
50.42,3.4,7290.2,60.9,2.16,78.29
51.42,5.1,7290.2,60.9,2.16,78.29
52.43,3.8,7290.3,60.9,2.16,78.29
53.44,3.8,7287.3,60.9,2.16,78.3
54.45,4.3,7287.2,60.9,2.16,78.3
55.45,4.1,7284.5,60.9,2.17,78.3
56.46,4.2,7284.3,60.9,2.17,78.3
57.47,3.6,7284.2,60.9,2.17,78.3
58.48,4.3,7284.3,60.9,2.17,78.3
59.49,4.4,7284.1,60.9,2.17,78.3
60.5,3.5,7283.5,60.9,2.17,78.3
61.51,4.9,7287.1,60.9,2.2,81.66
62.52,15.3,7286.8,60.8,2.21,83.58
63.52,21.3,7289.4,60.9,2.23,83.83
64.53,16.9,7381.9,61.4,2.24,84.27
65.54,9.1,7364.7,61.3,2.25,85.22
66.55,24.5,7391.7,61.4,2.29,90.7
67.56,12.8,7358.8,61.3,2.3,90.71
68.57,8.7,7411.3,61.6,2.3,90.72
69.58,4.6,7409.7,61.6,2.31,90.73
70.58,4.2,7386.3,61.4,2.31,90.73
71.59,5.0,7374.8,61.3,2.31,90.73
72.6,4.6,7363.4,61.3,2.31,90.73
73.61,4.2,7356.8,61.2,2.32,90.73
74.62,9.5,7350.0,61.2,2.37,91.16
75.63,4.1,7343.6,61.2,2.37,91.16
76.64,5.2,7341.9,61.2,2.37,91.16
77.65,5.0,7337.9,61.2,2.37,91.16
78.66,4.2,7335.9,61.2,2.38,91.17
79.67,3.8,7321.6,61.1,2.38,91.17
80.68,3.7,7315.3,61.0,2.38,91.17
81.69,5.4,7314.6,61.0,2.38,91.17
82.7,8.8,7310.2,61.0,2.38,91.17
83.71,3.8,7310.2,61.0,2.38,91.17
84.71,7.6,7310.8,61.0,2.43,91.28
85.73,3.9,7310.8,61.0,2.43,91.28
86.73,3.8,7309.8,61.0,2.43,91.28
87.74,8.0,7311.8,61.0,2.44,91.31
88.75,4.3,7312.2,61.0,2.44,91.31
89.77,4.1,7312.2,61.0,2.45,91.31
90.78,4.0,7306.7,61.0,2.45,91.31
91.79,4.0,7306.8,61.0,2.45,91.31
92.8,8.2,7303.7,61.0,2.45,91.31
93.81,3.7,7303.2,61.0,2.45,91.31
94.82,5.6,7302.8,61.0,2.46,91.32
95.83,4.1,7309.2,61.0,2.46,91.32
96.83,4.5,7306.7,61.0,2.46,91.32
97.84,6.3,7306.3,61.0,2.46,91.33
98.85,4.0,7306.4,61.0,2.46,91.33
99.86,4.3,7306.5,61.0,2.47,91.33
100.86,3.6,7306.5,61.0,2.47,91.33
101.87,5.2,7306.3,61.0,2.47,91.33
102.88,3.4,7306.1,61.0,2.47,91.33
103.89,4.1,7306.0,61.0,2.47,91.34
104.9,4.3,7306.0,61.0,2.48,91.34
105.9,3.6,7305.8,61.0,2.48,91.34
106.91,3.8,7305.5,61.0,2.48,91.34
107.91,4.0,7305.5,61.0,2.48,91.34
108.92,4.1,7299.1,60.9,2.48,91.34
109.94,4.2,7299.2,60.9,2.48,91.34
110.95,4.9,7299.1,60.9,2.49,91.34
111.95,5.5,7299.1,60.9,2.49,91.34
112.96,3.5,7299.0,60.9,2.49,91.35
113.97,4.0,7298.7,60.9,2.5,91.36
114.98,4.2,7298.7,60.9,2.5,91.36
115.98,3.6,7298.7,60.9,2.5,91.36
116.99,4.1,7298.8,61.0,2.5,91.36
118.0,4.3,7298.9,61.0,2.5,91.37
119.0,3.6,7299.0,61.0,2.51,91.37
120.01,4.0,7299.0,61.0,2.51,91.37
121.02,4.0,7298.7,60.9,2.51,91.37
122.03,4.0,7299.0,60.9,2.51,91.37
123.03,3.6,7299.0,60.9,2.51,91.37
124.05,4.0,7298.7,60.9,2.51,91.37
125.06,3.6,7298.8,60.9,2.51,91.37
126.07,3.5,7298.7,60.9,2.52,91.37
127.08,4.7,7298.9,60.9,2.52,91.37
128.09,4.1,7299.5,60.9,2.52,91.37
129.1,3.7,7299.5,60.9,2.52,91.38
130.11,4.3,7299.6,60.9,2.53,91.38
131.11,3.9,7299.5,61.0,2.53,91.38
132.12,4.0,7302.2,61.0,3.03,91.89
133.13,3.6,7301.9,60.9,3.04,91.89
134.14,7.2,7317.4,61.0,3.07,91.92
135.15,0.9,7317.2,61.1,3.07,91.93
136.16,13.6,7086.5,59.7,3.09,91.94
