Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771773902509,4,4,4,4,4,4,4,4,4,4,38.29741668701172,38.69523239135742,38.36382293701172,38.41057205200195,31.910282135009766,38.62989044189453,48.703125,50,0,NaN,NaN,0,0,0,0,0,NaN,4.197194576263428,17179869184,0,9523920896,0
209,1771773902510,4,4,4,4,4,4,4,4,4,4,38.29741668701172,38.69523239135742,38.36382293701172,38.41057205200195,31.910282135009766,38.62989044189453,48.703125,NaN,NaN,0,0,0,NaN,100,NaN,NaN,0,4.197194576263428,17179869184,0,9523920896,0
205,1771773902720,4,4,4,4,4,4,4,4,4,4,38.29741668701172,38.69523239135742,38.36382293701172,38.41057205200195,31.910282135009766,38.62989044189453,48.703125,15.000000953674316,0,4.545454502105713,0,0,0,4.761904716491699,27.272727966308594,4.545454502105713,19.047618865966797,4.197194576263428,17179869184,0,9523920896,0
200,1771773902925,4,4,4,4,4,4,4,4,4,4,38.29741668701172,38.69523239135742,38.36382293701172,38.41057205200195,31.910282135009766,38.62989044189453,48.703125,38.095237731933594,38.095237731933594,30.000001907348633,15.789472579956055,23.809524536132813,9.523809432983398,30.000001907348633,25,10,19.047618865966797,4.086034774780273,17179869184,0,9523920896,0
209,1771773903126,4,4,4,4,4,4,4,4,4,4,38.29741668701172,38.69523239135742,38.36382293701172,38.41057205200195,31.910282135009766,38.62989044189453,48.703125,89.47368621826172,80,73.68421173095703,65,57.894737243652344,55,100,100,100,100,4.086034774780273,17179869184,0,9523920896,0
202,1771773903335,4,4,4,4,4,4,4,4,4,4,46.38766098022461,46.9502067565918,46.78190231323242,46.54481887817383,41.821533203125,48.53931427001953,71.953125,72.7272720336914,66.66667175292969,54.54545593261719,45.45454788208008,47.619049072265625,35,95.23809814453125,95.45454406738281,95.23809814453125,95.45454406738281,4.086034774780273,17179869184,0,9806839808,0
200,1771773903538,4,4,4,4,4,4,4,4,4,4,46.38766098022461,46.9502067565918,46.78190231323242,46.54481887817383,41.821533203125,48.53931427001953,71.953125,30.000001907348633,30.000001907348633,15.000000953674316,5.263157844543457,4.761904716491699,9.090909004211426,65,45,45,40,4.086034774780273,17179869184,0,9806839808,0
203,1771773903738,4,4,4,4,4,4,4,4,4,4,46.38766098022461,46.9502067565918,46.78190231323242,46.54481887817383,41.821533203125,48.53931427001953,71.953125,25,15.000000953674316,15.789472579956055,5,5,5,5,5.263157844543457,5,10,4.086034774780273,17179869184,0,9806839808,0
203,1771773903942,4,4,4,4,4,4,4,4,4,4,46.38766098022461,46.9502067565918,46.78190231323242,46.54481887817383,41.821533203125,48.53931427001953,71.953125,25,20,19.047618865966797,9.523809432983398,5,0,4.761904716491699,4.761904716491699,4.761904716491699,0,6.122002124786377,17179869184,0,9806839808,0
207,1771773904147,4,4,4,4,4,4,4,4,4,4,46.38766098022461,46.9502067565918,46.78190231323242,46.54481887817383,41.821533203125,48.53931427001953,71.953125,25,15.000000953674316,14.285715103149414,9.523809432983398,5,4.761904716491699,0,0,0,0,6.122002124786377,17179869184,0,9806839808,0
