Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771560502128,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,30.984375,32.99887466430664,33.048091888427734,33.27307891845703,35.367374420166016,35.459327697753906,0,50,0,0,0,0,0,0,0,0,0,1.8389663696289063,19327352832,2147483648,11401887744,1127677952
204,1771560502129,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,30.984375,32.99887466430664,33.048091888427734,33.27307891845703,35.367374420166016,35.459327697753906,100,0,0,0,0,100,0,0,0,0,0,1.8389663696289063,19327352832,2147483648,11401887744,1127677952
204,1771560502334,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,30.984375,32.99887466430664,33.048091888427734,33.27307891845703,35.367374420166016,35.459327697753906,35,23.809524536132813,4.761904716491699,25,10.526315689086914,14.285715103149414,9.523809432983398,38.095237731933594,14.285715103149414,15.000000953674316,28.571430206298828,1.8389663696289063,19327352832,2147483648,11401887744,1127677952
202,1771560502540,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,32.203125,33.60628128051758,33.550411224365234,33.54311752319336,35.993385314941406,35.61781311035156,30.000001907348633,15.000000953674316,0,9.523809432983398,9.090909004211426,0,0,0,4.761904716491699,5,0,1.8389663696289063,19327352832,2147483648,11401887744,1127677952
204,1771560502743,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,32.203125,33.60628128051758,33.550411224365234,33.54311752319336,35.993385314941406,35.61781311035156,31.57894515991211,25,0,25,10,9.523809432983398,4.761904716491699,5,0,5,4.761904716491699,1.8389663696289063,19327352832,2147483648,11401887744,1127677952
204,1771560502947,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,32.203125,33.60628128051758,33.550411224365234,33.54311752319336,35.993385314941406,35.61781311035156,31.81818199157715,15.000000953674316,4.761904716491699,0,0,4.761904716491699,0,15.000000953674316,0,23.809524536132813,20,1.8389663696289063,19327352832,2147483648,11646255104,1127677952
203,1771560503153,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,32.203125,33.60628128051758,33.550411224365234,33.54311752319336,35.993385314941406,35.61781311035156,35,28.571430206298828,0,19.047618865966797,13.636363983154297,5,4.761904716491699,9.523809432983398,5,0,15.000000953674316,1.8757433891296387,19327352832,2147483648,11647057920,1127677952
200,1771560503357,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,32.203125,33.60628128051758,33.550411224365234,33.54311752319336,35.993385314941406,35.61781311035156,30.000001907348633,21.052631378173828,9.090909004211426,19.047618865966797,5,5,0,0,4.761904716491699,0,4.761904716491699,1.8757433891296387,19327352832,2147483648,11668865024,1127677952
202,1771560503559,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,33.34132385253906,33.432979583740234,33.43020248413086,35.76228332519531,35.58429718017578,36.842105865478516,33.333335876464844,0,26.3157901763916,20,10,9.523809432983398,4.761904716491699,0,0,0,1.8757433891296387,19327352832,2147483648,11644403712,1127677952
203,1771560503763,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,33.34132385253906,33.432979583740234,33.43020248413086,35.76228332519531,35.58429718017578,52.38095474243164,47.36842346191406,0,35,25,19.047618865966797,10,0,0,0,0,1.8757433891296387,19327352832,2147483648,11644403712,1127677952
201,1771560503968,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,31.46875,33.34132385253906,33.432979583740234,33.43020248413086,35.76228332519531,35.58429718017578,40,30.000001907348633,0,23.809524536132813,10,10,0,0,0,0,0,3.425635814666748,19327352832,2147483648,11649875968,1127677952
