Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772104993043,899,899,900,900,899,899,900,900,19.44444465637207,19.44444465637207,20,16.666667938232422,22.22222328186035,14.285715103149414,25,17.142858505249023,3915.329833984375,27326.782348632813,21934.46661376953,1441.420166015625,33360306176,2147479552,5065154560,0
199,1772104993043,899,899,900,900,899,899,900,900,19.44444465637207,19.44444465637207,20,16.666667938232422,22.22222328186035,14.285715103149414,25,17.142858505249023,3915.3304443359375,27326.782958984375,21934.46661376953,1441.420166015625,33360306176,2147479552,5065154560,0
199,1772104993243,899,899,900,900,899,899,900,900,35,15.000000953674316,19.047618865966797,25,26.3157901763916,30.000001907348633,14.285715103149414,19.047618865966797,3915.5712280273438,27329.010986328125,21936.270385742188,1441.5885620117188,33360306176,2147479552,5083455488,0
199,1772104993443,899,899,900,900,899,899,900,900,35,15.000000953674316,19.047618865966797,25,26.3157901763916,30.000001907348633,14.285715103149414,19.047618865966797,3916.02880859375,27331.463317871094,21937.61309814453,1442.2177124023438,33360306176,2147479552,5096771584,0
200,1772104993643,899,899,900,900,899,899,900,900,28.205129623413086,23.076923370361328,18.421052932739258,23.076923370361328,32.5,20,21.62162208557129,31.57894515991211,3916.4554443359375,27335.86328125,21940.989501953125,1442.79443359375,33360306176,2147479552,5106610176,0
199,1772104993843,899,899,900,900,899,899,900,900,40,25,28.571430206298828,31.57894515991211,15.000000953674316,19.047618865966797,15.000000953674316,15.000000953674316,3916.8939819335938,27340.480224609375,21944.89276123047,1443.3427124023438,33360306176,2147479552,5123354624,0
199,1772104994043,899,899,900,900,899,899,900,900,10,26.3157901763916,15.789472579956055,15.000000953674316,20,19.047618865966797,16.666667938232422,5.263157844543457,3917.2694702148438,27344.33331298828,21947.744079589844,1443.8321533203125,33360306176,2147479552,5124112384,0
200,1772104994243,899,899,900,900,899,899,900,900,5,20,15.789472579956055,23.809524536132813,15.789472579956055,0,19.047618865966797,5.263157844543457,3917.3899536132813,27346.50244140625,21949.732543945313,1443.8321533203125,33360306176,2147479552,5124112384,0
199,1772104994443,899,899,900,900,899,899,900,900,15.789472579956055,21.052631378173828,10,10,15.000000953674316,10,25,9.523809432983398,3917.5275268554688,27349.202209472656,21952.209838867188,1443.8638916015625,33360306176,2147479552,5124628480,0
200,1772104994643,899,899,900,900,899,899,900,900,5,35,15.000000953674316,30.000001907348633,5.263157844543457,0,0,10,3917.6480102539063,27351.131286621094,21953.959045410156,1443.8638916015625,33360306176,2147479552,5124628480,0
200,1772104994843,899,899,900,900,899,899,900,900,5,20,4.761904716491699,5.263157844543457,18.18181800842285,0,20,40,3917.7701416015625,27353.991333007813,21956.63641357422,1443.8638916015625,33360306176,2147479552,5124886528,0
200,1772104995044,899,899,900,900,899,899,900,900,15.000000953674316,10.526315689086914,0,15.000000953674316,21.052631378173828,0,20,20,3917.89111328125,27357.229125976563,21959.69268798828,1443.8638916015625,33360306176,2147479552,5124886528,0
200,1772104995244,899,899,900,900,899,899,900,900,21.052631378173828,19.047618865966797,10,0,15.000000953674316,0,15.000000953674316,35,3918.0103759765625,27360.967346191406,21963.384704589844,1443.8638916015625,33360306176,2147479552,5124886528,0
199,1772104995444,899,899,900,900,899,899,900,900,15.000000953674316,26.3157901763916,0,0,25,0,20,15.000000953674316,3918.1295166015625,27363.82635498047,21965.92608642578,1443.8638916015625,33360306176,2147479552,5124886528,0
199,1772104995644,899,899,900,900,899,899,900,900,30.000001907348633,15.000000953674316,15.000000953674316,38.095237731933594,5,5,15.000000953674316,5,3918.2642211914063,27366.83331298828,21968.745727539063,1443.8638916015625,33360306176,2147479552,5125185536,0
199,1772104995844,899,899,900,900,899,899,900,900,19.047618865966797,20,15.000000953674316,9.523809432983398,5.263157844543457,15.000000953674316,5.263157844543457,21.052631378173828,3918.3934326171875,27370.401428222656,21972.12823486328,1443.8638916015625,33360306176,2147479552,5125918720,0
199,1772104996044,899,899,900,900,899,899,900,900,10,5,21.052631378173828,0,15.000000953674316,20,20,15.000000953674316,3918.5125732421875,27373.478271484375,21975.023071289063,1443.8638916015625,33360306176,2147479552,5125914624,0
199,1772104996244,899,899,900,900,899,899,900,900,21.052631378173828,5.263157844543457,23.809524536132813,10,5,25,0,15.000000953674316,3918.6326293945313,27376.426635742188,21977.78729248047,1443.8638916015625,33360306176,2147479552,5125914624,0
199,1772104996444,899,899,900,900,899,899,900,900,25,19.047618865966797,15.789472579956055,20,10,10,0,10,3918.7509155273438,27378.606689453125,21979.790771484375,1443.8638916015625,33360306176,2147479552,5125914624,0
199,1772104996645,899,899,900,900,899,899,900,900,15.000000953674316,26.3157901763916,15.000000953674316,15.000000953674316,10,5,0,28.571430206298828,3918.8749389648438,27379.93798828125,21980.938354492188,1443.8638916015625,33360306176,2147479552,5125914624,0
199,1772104996844,899,899,900,900,899,899,900,900,15.000000953674316,26.3157901763916,15.000000953674316,15.000000953674316,10,5,0,28.571430206298828,3919.0109252929688,27383.753662109375,21984.567993164063,1443.8638916015625,33360306176,2147479552,5121888256,0
199,1772104997044,899,899,900,900,899,899,900,900,17.5,15.000000953674316,25.641027450561523,15.000000953674316,10.256410598754883,19.51219367980957,7.317072868347168,25,3919.1293334960938,27385.862854003906,21986.498291015625,1443.8638916015625,33360306176,2147479552,5122142208,0
200,1772104997244,899,899,900,900,899,899,900,900,5,5,30.000001907348633,5.263157844543457,20,15.000000953674316,0,15.789472579956055,3919.2474975585938,27387.809509277344,21988.2646484375,1443.8638916015625,33360306176,2147479552,5122142208,0
199,1772104997445,899,899,900,900,899,899,900,900,21.052631378173828,30.000001907348633,20,0,0,0,0,35,3919.367919921875,27389.101623535156,21989.3759765625,1443.8638916015625,33360306176,2147479552,5122142208,0
199,1772104997645,899,899,900,900,899,899,900,900,15.000000953674316,0,35,10,5,31.57894515991211,0,14.285715103149414,3919.48583984375,27390.216735839844,21990.311767578125,1443.8638916015625,33360306176,2147479552,5122142208,0
200,1772104997845,899,899,900,900,899,899,900,900,5,15.789472579956055,25,5,28.571430206298828,14.285715103149414,0,10.526315689086914,3919.6065063476563,27391.078857421875,21991.066833496094,1443.8638916015625,33360306176,2147479552,5121015808,0
199,1772104998045,899,899,900,900,899,899,900,900,10.526315689086914,20,20,19.047618865966797,31.57894515991211,0,4.761904716491699,5,3919.7263793945313,27392.59393310547,21992.32598876953,1443.8638916015625,33360306176,2147479552,5121015808,0
200,1772104998245,899,899,900,900,899,899,900,900,22.72727394104004,20,15.000000953674316,0,15.000000953674316,0,15.000000953674316,30.000001907348633,3919.8453979492188,27394.70654296875,21994.25811767578,1443.8638916015625,33360306176,2147479552,5121015808,0
200,1772104998445,899,899,900,900,899,899,900,900,21.052631378173828,30.000001907348633,0,10.526315689086914,0,0,5.263157844543457,33.333335876464844,3919.96484375,27396.70281982422,21996.072998046875,1443.8638916015625,33360306176,2147479552,5121015808,0
199,1772104998645,899,899,900,900,899,899,900,900,15.000000953674316,15.000000953674316,5,25,0,5,28.571430206298828,15.000000953674316,3920.0859985351563,27398.381896972656,21997.569702148438,1443.8638916015625,33360306176,2147479552,5120716800,0
199,1772104998845,899,899,900,900,899,899,900,900,20,25,10.526315689086914,20,0,5,10,21.052631378173828,3920.206787109375,27402.011291503906,22000.949279785156,1443.8638916015625,33360306176,2147479552,5114482688,0
200,1772104999045,899,899,900,900,899,899,900,900,10,28.571430206298828,19.047618865966797,10,20,0,10.526315689086914,15.000000953674316,3920.3251342773438,27405.093505859375,22003.850952148438,1443.8638916015625,33360306176,2147479552,5114224640,0
199,1772104999245,899,899,900,900,899,899,900,900,25,15.000000953674316,0,10,5,5,20,20,3920.4472045898438,27408.253295898438,22006.82861328125,1443.8638916015625,33360306176,2147479552,5114224640,0
200,1772104999445,899,899,900,900,899,899,900,900,21.052631378173828,10,0,10,10.526315689086914,19.047618865966797,20,10,3920.566650390625,27411.697692871094,22010.091064453125,1443.8638916015625,33360306176,2147479552,5114224640,0
200,1772104999646,899,899,900,900,899,899,900,900,9.523809432983398,15.789472579956055,25,5,25,0,5,21.052631378173828,3920.6957397460938,27414.971740722656,22013.178588867188,1443.8638916015625,33360306176,2147479552,5114224640,0
199,1772104999846,899,899,900,900,899,899,900,900,0,5,20,35,10,28.571430206298828,10,14.285715103149414,3920.8195190429688,27418.290405273438,22016.352478027344,1443.8638916015625,33360306176,2147479552,5113925632,0
199,1772105000046,899,899,900,900,899,899,900,900,10,15.000000953674316,30.000001907348633,25,10,0,10,15.000000953674316,3920.9584350585938,27421.748596191406,22019.556884765625,1443.8638916015625,33360306176,2147479552,5113921536,0
200,1772105000246,899,899,900,900,899,899,900,900,15.000000953674316,0,28.571430206298828,25,15.000000953674316,10.526315689086914,10,0,3921.0770263671875,27425.082397460938,22022.664489746094,1443.8638916015625,33360306176,2147479552,5113921536,0
200,1772105000446,899,899,900,900,899,899,900,900,10,20,15.789472579956055,15.000000953674316,25,10,5.263157844543457,0,3921.1988525390625,27427.688354492188,22025.083862304688,1443.8638916015625,33360306176,2147479552,5113921536,0
200,1772105000646,899,899,900,900,899,899,900,900,0,9.523809432983398,15.000000953674316,5,23.809524536132813,10,10,35,3921.3179931640625,27430.2333984375,22027.448669433594,1443.8638916015625,33360306176,2147479552,5113921536,0
199,1772105000846,899,899,900,900,899,899,900,900,10,0,4.761904716491699,15.000000953674316,25,15.000000953674316,45,0,3921.4359741210938,27432.25244140625,22029.335998535156,1443.8638916015625,33360306176,2147479552,5113921536,0
200,1772105001046,899,899,900,900,899,899,900,900,19.047618865966797,0,0,33.333335876464844,10,25,20,0,3921.55712890625,27434.785583496094,22031.64404296875,1443.8638916015625,33360306176,2147479552,5113921536,0
0,1772105001247,899,899,900,900,899,899,900,900,15.789472579956055,10,5.555555820465088,15.789472579956055,10,10,15.000000953674316,11.111111640930176,3921.7433471679688,27437.494262695313,22034.040100097656,1443.8638916015625,33360306176,2147479552,5072306176,0
