Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105276815,900,899,899,900,900,900,899,899,8.333333969116211,8.333333969116211,4.1666669845581055,20.833332061767578,0,0,8,12,4181.965637207031,31441.21697998047,25607.92529296875,1554.8565063476563,33360306176,2147479552,5082263552,0
199,1772105276816,900,899,899,900,900,900,899,899,8.333333969116211,8.333333969116211,4.1666669845581055,20.833332061767578,0,0,8,12,4181.966369628906,31441.218017578125,25607.92529296875,1554.8565063476563,33360306176,2147479552,5082263552,0
199,1772105277016,900,899,899,900,900,900,899,899,20,10,25,10.526315689086914,14.285715103149414,21.052631378173828,31.57894515991211,15.000000953674316,4182.1231689453125,31443.135192871094,25609.63739013672,1554.8565063476563,33360306176,2147479552,5098483712,0
199,1772105277216,900,899,899,900,900,900,899,899,20,10,25,10.526315689086914,14.285715103149414,21.052631378173828,31.57894515991211,15.000000953674316,4182.267883300781,31444.25079345703,25610.442138671875,1554.8565063476563,33360306176,2147479552,5107081216,0
200,1772105277416,900,899,899,900,900,900,899,899,12.820513725280762,12.820513725280762,12.5,15.384615898132324,7.894736289978027,60.000003814697266,17.5,17.948719024658203,4182.4766845703125,31449.217529296875,25615.08087158203,1554.8565063476563,33360306176,2147479552,5153918976,0
200,1772105277616,900,899,899,900,900,900,899,899,4.761904716491699,0,10,0,4.761904716491699,100,0,0,4182.676574707031,31452.848754882813,25618.469787597656,1554.8766479492188,33360306176,2147479552,5158600704,0
200,1772105277816,900,899,899,900,900,900,899,899,0,0,0,0,0,100,0,0,4182.795715332031,31456.598571777344,25622.036743164063,1554.8766479492188,33360306176,2147479552,5157519360,0
200,1772105278016,900,899,899,900,900,900,899,899,0,0,0,0,0,100,4.761904716491699,0,4182.910705566406,31459.776733398438,25625.03143310547,1554.8766479492188,33360306176,2147479552,5158117376,0
200,1772105278216,900,899,899,900,900,900,899,899,0,0,0,0,0,100,0,4.761904716491699,4183.028503417969,31463.6142578125,25628.685119628906,1554.8766479492188,33360306176,2147479552,5158117376,0
200,1772105278416,900,899,899,900,900,900,899,899,0,0,4.761904716491699,0,0,100,4.761904716491699,4.761904716491699,4183.147644042969,31466.61297607422,25631.498901367188,1554.8766479492188,33360306176,2147479552,5158887424,0
200,1772105278617,900,899,899,900,900,900,899,899,0,0,0,0,0,100,0,0,4183.262634277344,31470.10760498047,25634.81024169922,1554.8766479492188,33360306176,2147479552,5158887424,0
200,1772105278817,900,899,899,900,900,900,899,899,0,61.904762268066406,0,4.761904716491699,0,40,0,0,4183.384338378906,31473.44268798828,25637.96044921875,1554.8766479492188,33360306176,2147479552,5147131904,0
200,1772105279017,900,899,899,900,900,900,899,899,4.761904716491699,100,0,0,0,0,0,0,4183.499328613281,31476.88006591797,25641.214233398438,1554.8766479492188,33360306176,2147479552,5147131904,0
200,1772105279217,900,899,899,900,900,900,899,899,0,100,0,0,0,0,0,0,4183.6143798828125,31480.266174316406,25644.416564941406,1554.8766479492188,33360306176,2147479552,5147131904,0
200,1772105279417,900,899,899,900,900,900,899,899,0,100,0,0,4.761904716491699,0,0,0,4183.73095703125,31483.713623046875,25647.680603027344,1554.8766479492188,33360306176,2147479552,5147385856,0
200,1772105279617,900,899,899,900,900,900,899,899,0,100,0,0,0,0,0,0,4183.8472900390625,31486.709045410156,25650.48907470703,1554.8766479492188,33360306176,2147479552,5146488832,0
199,1772105279817,900,899,899,900,900,900,899,899,4.761904716491699,100,0,0,0,0,0,0,4183.96728515625,31490.31915283203,25653.915466308594,1554.8766479492188,33360306176,2147479552,5141778432,0
199,1772105280017,900,899,899,900,900,900,899,899,0,100,0,0,4.761904716491699,0,0,0,4184.0968017578125,31492.87371826172,25656.270568847656,1554.886474609375,33360306176,2147479552,5141778432,0
199,1772105280217,900,899,899,900,900,900,899,899,0,100,0,0,0,0,0,0,4184.219543457031,31496.140380859375,25659.345642089844,1554.8892822265625,33360306176,2147479552,5141778432,0
200,1772105280417,900,899,899,900,900,900,899,899,0,90,0,5.263157844543457,0,0,0,4.761904716491699,4184.370666503906,31499.049560546875,25662.035217285156,1554.8892822265625,33360306176,2147479552,5122936832,0
0,1772105280618,900,899,899,900,900,900,899,899,5.263157844543457,4.761904716491699,10,20,10,9.523809432983398,5.263157844543457,10,4184.54541015625,31500.895141601563,25663.561950683594,1554.8892822265625,33360306176,2147479552,5091057664,0
