Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105017020,987,966,963,917,907,996,994,996,14.893616676330566,21.276596069335938,18.75,14.583333015441895,14.285715103149414,16.32653045654297,12.765957832336426,25,3938.719970703125,27689.963134765625,22258.233154296875,1452.6844482421875,33360306176,2147479552,5094580224,0
199,1772105017021,987,966,963,917,907,996,994,996,14.893616676330566,21.276596069335938,18.75,14.583333015441895,14.285715103149414,16.32653045654297,12.765957832336426,25,3938.720703125,27689.96368408203,22258.233154296875,1452.6844482421875,33360306176,2147479552,5094580224,0
199,1772105017221,987,966,963,917,907,996,994,996,15.789472579956055,28.571430206298828,20,21.052631378173828,36.842105865478516,16.666667938232422,25,33.333335876464844,3939.110595703125,27692.397094726563,22259.904418945313,1453.1730346679688,33360306176,2147479552,5110874112,0
199,1772105017421,987,966,963,917,907,996,994,996,15.789472579956055,28.571430206298828,20,21.052631378173828,36.842105865478516,16.666667938232422,25,33.333335876464844,3939.5430908203125,27694.31298828125,22260.62957763672,1453.834716796875,33360306176,2147479552,5118087168,0
200,1772105017621,987,966,963,917,907,996,994,996,23.076923370361328,31.57894515991211,26.3157901763916,21.052631378173828,23.076923370361328,36.585365295410156,28.205129623413086,28.947368621826172,3939.9829711914063,27697.31561279297,22262.499755859375,1454.4928588867188,33360306176,2147479552,5117935616,0
199,1772105017821,987,966,963,917,907,996,994,996,20,35,21.052631378173828,20,15.789472579956055,25,15.000000953674316,15.789472579956055,3940.43212890625,27702.110778808594,22266.37823486328,1455.0440673828125,33360306176,2147479552,5131296768,0
199,1772105018021,987,966,963,917,907,996,994,996,15.000000953674316,10,15.000000953674316,5,5,15.000000953674316,15.000000953674316,45,3940.6358642578125,27705.169799804688,22269.06951904297,1455.1804809570313,33360306176,2147479552,5131808768,0
199,1772105018221,987,966,963,917,907,996,994,996,0,10,19.047618865966797,0,35,15.789472579956055,5,15.789472579956055,3940.7715454101563,27707.37030029297,22271.067993164063,1455.1898803710938,33360306176,2147479552,5132066816,0
200,1772105018421,987,966,963,917,907,996,994,996,10,15.000000953674316,20,10,25,19.047618865966797,5,20,3940.8973388671875,27708.760009765625,22272.278259277344,1455.1898803710938,33360306176,2147479552,5132066816,0
199,1772105018621,987,966,963,917,907,996,994,996,31.57894515991211,25,15.789472579956055,25,0,10,20,5,3941.0303344726563,27710.578491210938,22273.910522460938,1455.1898803710938,33360306176,2147479552,5134086144,0
