Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105110867,1700,1982,1699,1700,1698,1699,1700,1701,25,27.272727966308594,23.255815505981445,22.22222328186035,18.18181800842285,20.454545974731445,18.604650497436523,22.22222328186035,4030.2249145507813,29038.920043945313,23452.380310058594,1497.413330078125,33360306176,2147479552,5053763584,0
199,1772105110867,1700,1982,1699,1700,1698,1699,1700,1701,25,27.272727966308594,23.255815505981445,22.22222328186035,18.18181800842285,20.454545974731445,18.604650497436523,22.22222328186035,4030.2257080078125,29038.920959472656,23452.380310058594,1497.413330078125,33360306176,2147479552,5053763584,0
199,1772105111067,1700,1982,1699,1700,1698,1699,1700,1701,20,19.047618865966797,25,31.57894515991211,30.000001907348633,10.526315689086914,31.81818199157715,14.285715103149414,4030.5512084960938,29040.979553222656,23453.823852539063,1497.7413940429688,33360306176,2147479552,5069357056,0
199,1772105111267,1700,1982,1699,1700,1698,1699,1700,1701,10.526315689086914,15.789472579956055,25,22.22222328186035,16.666667938232422,38.095237731933594,26.3157901763916,21.052631378173828,4030.9867553710938,29043.02764892578,23454.827514648438,1498.3099365234375,33360306176,2147479552,5074399232,0
199,1772105111467,1700,1982,1699,1700,1698,1699,1700,1701,30.000001907348633,26.3157901763916,27.77777862548828,30.000001907348633,15.789472579956055,40,15.789472579956055,83.33332824707031,4031.4692993164063,29046.4833984375,23457.27520751953,1498.82763671875,33360306176,2147479552,5128327168,0
199,1772105111667,1700,1982,1699,1700,1698,1699,1700,1701,21.052631378173828,14.285715103149414,30.000001907348633,19.047618865966797,20,47.36842346191406,19.047618865966797,95.45454406738281,4031.9412231445313,29052.543212890625,23462.407348632813,1499.3889770507813,33360306176,2147479552,5145243648,0
199,1772105111867,1700,1982,1699,1700,1698,1699,1700,1701,36.842105865478516,5.263157844543457,40,42.105262756347656,30.000001907348633,20,0,100,4032.2827758789063,29057.39727783203,23466.729919433594,1499.611083984375,33360306176,2147479552,5165912064,0
199,1772105112067,1700,1982,1699,1700,1698,1699,1700,1701,85,0,90,38.095237731933594,85,90,4.761904716491699,50,4032.6304931640625,29064.1708984375,23473.206420898438,1499.611083984375,33360306176,2147479552,5204090880,0
200,1772105112267,1700,1982,1699,1700,1698,1699,1700,1701,5,0,45,60.000003814697266,100,78.94737243652344,0,0,4032.9684448242188,29071.296630859375,23480.00897216797,1499.6331787109375,33360306176,2147479552,5326966784,0
200,1772105112468,1700,1982,1699,1700,1698,1699,1700,1701,60.000003814697266,42.105262756347656,55,31.57894515991211,45,5,5,28.571430206298828,4033.224365234375,29078.7666015625,23487.22283935547,1499.6331787109375,33360306176,2147479552,5447008256,0
200,1772105112668,1700,1982,1699,1700,1698,1699,1700,1701,30.000001907348633,71.42857360839844,20,0,0,0,0,5,4033.4049682617188,29082.133728027344,23490.37841796875,1499.6331787109375,33360306176,2147479552,5497065472,0
200,1772105112868,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,4.761904716491699,0,0,0,5.263157844543457,4033.5901489257813,29085.60321044922,23493.63262939453,1499.6331787109375,33360306176,2147479552,5497290752,0
200,1772105113068,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,5.263157844543457,5,9.523809432983398,4.761904716491699,14.285715103149414,4033.778564453125,29089.57550048828,23497.387817382813,1499.6331787109375,33360306176,2147479552,5500841984,0
200,1772105113268,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,9.523809432983398,0,0,0,15.000000953674316,4033.9697875976563,29092.977416992188,23500.57110595703,1499.6331787109375,33360306176,2147479552,5500841984,0
199,1772105113468,1700,1982,1699,1700,1698,1699,1700,1701,4.761904716491699,60.000003814697266,5,35,5,0,0,21.052631378173828,4034.15185546875,29096.705932617188,23504.088012695313,1499.6331787109375,33360306176,2147479552,5500841984,0
199,1772105113668,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,0,0,0,0,23.809524536132813,4034.3305053710938,29100.316040039063,23507.489196777344,1499.6331787109375,33360306176,2147479552,5497896960,0
199,1772105113868,1700,1982,1699,1700,1698,1699,1700,1701,0,100,5,0,0,0,5,0,4034.5252075195313,29104.201904296875,23511.152221679688,1499.6331787109375,33360306176,2147479552,5498195968,0
200,1772105114068,1700,1982,1699,1700,1698,1699,1700,1701,9.523809432983398,100,0,0,0,0,4.761904716491699,15.000000953674316,4034.7362670898438,29107.78338623047,23514.502807617188,1499.6331787109375,33360306176,2147479552,5500461056,0
200,1772105114268,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,4.761904716491699,4.761904716491699,0,0,5,4034.9158325195313,29111.765747070313,23518.271850585938,1499.6331787109375,33360306176,2147479552,5500461056,0
200,1772105114468,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,5,5,0,0,0,4035.1018676757813,29115.507934570313,23521.79833984375,1499.6331787109375,33360306176,2147479552,5500461056,0
200,1772105114669,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,0,0,5,0,5,4035.2819213867188,29118.662658691406,23524.739685058594,1499.6331787109375,33360306176,2147479552,5484912640,0
200,1772105114869,1700,1982,1699,1700,1698,1699,1700,1701,5,100,0,0,0,0,0,0,4035.4620971679688,29122.087158203125,23527.952270507813,1499.6331787109375,33360306176,2147479552,5482561536,0
200,1772105115069,1700,1982,1699,1700,1698,1699,1700,1701,0,100,0,0,0,0,0,0,4035.635986328125,29124.891357421875,23530.74285888672,1499.6331787109375,33360306176,2147479552,5482561536,0
200,1772105115269,1700,1982,1699,1700,1698,1699,1700,1701,0,100,4.761904716491699,0,4.761904716491699,0,0,30.000001907348633,4035.8306274414063,29128.922241210938,23534.357543945313,1499.6331787109375,33360306176,2147479552,5482561536,0
200,1772105115469,1700,1982,1699,1700,1698,1699,1700,1701,28.571430206298828,100,0,0,0,0,31.81818199157715,0,4036.095947265625,29132.248657226563,23537.499450683594,1499.6331787109375,33360306176,2147479552,5484109824,0
200,1772105115669,1700,1982,1699,1700,1698,1699,1700,1701,0,94.73684692382813,4.761904716491699,5,5,0,0,5,4036.2791137695313,29135.54833984375,23540.51220703125,1499.6331787109375,33360306176,2147479552,5484109824,0
199,1772105115869,1700,1982,1699,1700,1698,1699,1700,1701,0,0,0,0,100,0,0,4.761904716491699,4036.4476928710938,29138.752319335938,23543.511169433594,1499.6331787109375,33360306176,2147479552,5484109824,0
199,1772105116069,1700,1982,1699,1700,1698,1699,1700,1701,0,4.761904716491699,0,9.523809432983398,100,10,0,0,4036.6367797851563,29143.139526367188,23547.67987060547,1499.6331787109375,33360306176,2147479552,5484109824,0
199,1772105116269,1700,1982,1699,1700,1698,1699,1700,1701,21.052631378173828,0,0,15.789472579956055,100,50,50,20,4036.8964233398438,29149.681884765625,23553.96466064453,1499.6331787109375,33360306176,2147479552,5485916160,0
200,1772105116469,1700,1982,1699,1700,1698,1699,1700,1701,20,23.809524536132813,5,5.263157844543457,90.90909576416016,9.523809432983398,15.000000953674316,15.789472579956055,4037.1435546875,29153.94500732422,23557.932861328125,1499.6636962890625,33360306176,2147479552,5496590336,0
200,1772105116670,1700,1982,1699,1700,1698,1699,1700,1701,31.57894515991211,10,45,4.761904716491699,73.68421173095703,5,5.263157844543457,25,4037.3786010742188,29157.51971435547,23561.17462158203,1499.6636962890625,33360306176,2147479552,5145546752,0
1,1772105116870,1700,1982,1699,1700,1698,1699,1700,1701,9.523809432983398,10,10.526315689086914,10.526315689086914,5.263157844543457,15.789472579956055,10.526315689086914,15.789472579956055,4037.5432739257813,29159.37725830078,23562.71270751953,1499.6636962890625,33360306176,2147479552,5130027008,0
