Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105117490,900,899,900,900,900,900,899,900,12.90322494506836,12.121212005615234,12.90322494506836,12.121212005615234,15.625,9.375,12.121212005615234,12.121212005615234,4038.2301635742188,29161.694458007813,23563.816345214844,1500.17236328125,33360306176,2147479552,5120663552,0
199,1772105117490,900,899,900,900,900,900,899,900,12.90322494506836,12.121212005615234,12.90322494506836,12.121212005615234,15.625,9.375,12.121212005615234,12.121212005615234,4038.2321166992188,29161.69580078125,23563.816345214844,1500.17236328125,33360306176,2147479552,5120663552,0
199,1772105117690,900,899,900,900,900,900,899,900,20,20,30.000001907348633,20,23.809524536132813,35,21.052631378173828,23.809524536132813,4038.6713256835938,29164.557006835938,23565.7470703125,1500.7445678710938,33360306176,2147479552,5129756672,0
199,1772105117890,900,899,900,900,900,900,899,900,20,20,30.000001907348633,20,23.809524536132813,35,21.052631378173828,23.809524536132813,4039.1397094726563,29167.122436523438,23567.14385986328,1501.4191284179688,33360306176,2147479552,5152382976,0
200,1772105118090,900,899,900,900,900,900,899,900,27.5,60.000003814697266,21.95121955871582,23.076923370361328,25.641027450561523,21.052631378173828,17.948719024658203,23.076923370361328,4039.5564575195313,29171.54034423828,23570.73046875,1502.070556640625,33360306176,2147479552,5152677888,0
200,1772105118290,900,899,900,900,900,900,899,900,5,100,0,5,0,5,0,5,4039.8880615234375,29175.23748779297,23573.435607910156,1502.48388671875,33360306176,2147479552,5152841728,0
199,1772105118490,900,899,900,900,900,900,899,900,0,100,0,0,0,0,0,0,4040.0025634765625,29178.592895507813,23576.565551757813,1502.48388671875,33360306176,2147479552,5153099776,0
199,1772105118690,900,899,900,900,900,900,899,900,0,100,0,4.761904716491699,0,0,0,0,4040.1329956054688,29181.76678466797,23579.509826660156,1502.5223388671875,33360306176,2147479552,5153099776,0
199,1772105118890,900,899,900,900,900,900,899,900,4.761904716491699,35,0,0,0,65,0,5,4040.2481079101563,29184.95458984375,23582.51220703125,1502.5223388671875,33360306176,2147479552,5152067584,0
199,1772105119090,900,899,900,900,900,900,899,900,0,0,5,0,5,100,0,0,4040.3657836914063,29188.22918701172,23585.603149414063,1502.5223388671875,33360306176,2147479552,5152841728,0
199,1772105119290,900,899,900,900,900,900,899,900,0,0,0,0,0,100,0,0,4040.481201171875,29191.238891601563,23588.427673339844,1502.5223388671875,33360306176,2147479552,5152841728,0
200,1772105119490,900,899,900,900,900,900,899,900,0,0,0,0,0,100,0,0,4040.5956420898438,29194.5546875,23591.637084960938,1502.5223388671875,33360306176,2147479552,5152841728,0
200,1772105119691,900,899,900,900,900,900,899,900,0,4.761904716491699,0,0,0,100,0,0,4040.7095947265625,29198.537353515625,23595.35760498047,1502.5223388671875,33360306176,2147479552,5152841728,0
200,1772105119891,900,899,900,900,900,900,899,900,0,0,0,0,0,100,0,0,4040.8250732421875,29201.725708007813,23598.36163330078,1502.5223388671875,33360306176,2147479552,5144940544,0
200,1772105120091,900,899,900,900,900,900,899,900,0,0,0,0,0,100,0,5,4040.9479370117188,29205.38116455078,23601.827209472656,1502.5223388671875,33360306176,2147479552,5144940544,0
200,1772105120291,900,899,900,900,900,900,899,900,0,0,0,0,0,100,0,0,4041.0631103515625,29208.844299316406,23605.103515625,1502.5223388671875,33360306176,2147479552,5144940544,0
199,1772105120491,900,899,900,900,900,900,899,900,0,95,0,0,5,4.761904716491699,0,0,4041.1779174804688,29212.076538085938,23608.151428222656,1502.5223388671875,33360306176,2147479552,5144940544,0
199,1772105120691,900,899,900,900,900,900,899,900,0,100,0,0,0,0,0,0,4041.292236328125,29214.68719482422,23610.578857421875,1502.5223388671875,33360306176,2147479552,5144940544,0
199,1772105120891,900,899,900,900,900,900,899,900,0,100,0,0,0,0,0,0,4041.406494140625,29217.442443847656,23613.253479003906,1502.5223388671875,33360306176,2147479552,5133201408,0
0,1772105121091,900,899,900,900,900,900,899,900,9.523809432983398,36.842105865478516,10,10,5.263157844543457,15.000000953674316,13.636363983154297,10.526315689086914,4041.597900390625,29220.308044433594,23615.709716796875,1502.5223388671875,33360306176,2147479552,5089439744,0
