Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105155895,899,899,900,900,900,900,900,900,14.285715103149414,14.285715103149414,14.285715103149414,8.571429252624512,13.88888931274414,11.764705657958984,13.88888931274414,11.111111640930176,4073.2158203125,29675.59307861328,24017.5419921875,1516.7843017578125,33360306176,2147479552,5046747136,0
199,1772105155895,899,899,900,900,900,900,900,900,14.285715103149414,14.285715103149414,14.285715103149414,8.571429252624512,13.88888931274414,11.764705657958984,13.88888931274414,11.111111640930176,4073.2200317382813,29675.607788085938,24017.5419921875,1516.7990112304688,33360306176,2147479552,5047345152,0
199,1772105156095,899,899,900,900,900,900,900,900,20,20,20,14.285715103149414,36.842105865478516,19.047618865966797,16.666667938232422,30.000001907348633,4073.6616821289063,29678.632263183594,24019.527465820313,1517.3961791992188,33360306176,2147479552,5075316736,0
199,1772105156295,899,899,900,900,900,900,900,900,28.571430206298828,25,47.36842346191406,25,23.809524536132813,21.052631378173828,28.571430206298828,25,4074.1351928710938,29682.280029296875,24022.129821777344,1517.9502563476563,33360306176,2147479552,5091790848,0
199,1772105156495,899,899,900,900,900,900,900,900,5.263157844543457,0,100,0,15.000000953674316,5,15.000000953674316,5,4074.5682373046875,29685.81085205078,24024.854858398438,1518.58447265625,33360306176,2147479552,5098221568,0
199,1772105156695,899,899,900,900,900,900,900,900,10,0,100,10,21.052631378173828,14.285715103149414,5.263157844543457,15.000000953674316,4074.9788208007813,29691.141845703125,24029.243103027344,1518.9091186523438,33360306176,2147479552,5113167872,0
199,1772105156895,899,899,900,900,900,900,900,900,0,0,100,0,0,0,0,0,4075.0994873046875,29694.130920410156,24032.037536621094,1518.9091186523438,33360306176,2147479552,5113876480,0
200,1772105157095,899,899,900,900,900,900,900,900,5.263157844543457,0,100,0,0,0,5,0,4075.2423706054688,29697.68048095703,24035.38458251953,1518.9191284179688,33360306176,2147479552,5115625472,0
200,1772105157295,899,899,900,900,900,900,900,900,0,0,100,0,0,0,0,9.090909004211426,4075.3626098632813,29701.022827148438,24038.54571533203,1518.9191284179688,33360306176,2147479552,5114896384,0
200,1772105157495,899,899,900,900,900,900,900,900,0,0,100,0,0,0,0,0,4075.4788208007813,29704.107360839844,24041.449645996094,1518.9191284179688,33360306176,2147479552,5114896384,0
200,1772105157695,899,899,900,900,900,900,900,900,0,0,100,0,0,0,0,0,4075.5955200195313,29707.33221435547,24044.494750976563,1518.9191284179688,33360306176,2147479552,5114740736,0
200,1772105157896,899,899,900,900,900,900,900,900,0,0,100,0,0,0,0,0,4075.7108764648438,29710.3818359375,24047.362060546875,1518.9191284179688,33360306176,2147479552,5114945536,0
200,1772105158096,899,899,900,900,900,900,900,900,0,0,100,0,0,0,9.090909004211426,0,4075.8264770507813,29713.08270263672,24049.81170654297,1518.9191284179688,33360306176,2147479552,5115207680,0
200,1772105158296,899,899,900,900,900,900,900,900,4.761904716491699,4.761904716491699,100,0,0,0,0,0,4075.9468994140625,29716.957275390625,24053.50604248047,1518.9191284179688,33360306176,2147479552,5116239872,0
200,1772105158496,899,899,900,900,900,900,900,900,5,0,100,0,5,0,0,0,4076.0647583007813,29720.05889892578,24056.427978515625,1518.9191284179688,33360306176,2147479552,5114445824,0
200,1772105158696,899,899,900,900,900,900,900,900,0,0,100,0,0,0,0,0,4076.1841430664063,29722.384155273438,24058.571411132813,1518.9191284179688,33360306176,2147479552,5114445824,0
200,1772105158896,899,899,900,900,900,900,900,900,0,0,65,4.761904716491699,0,0,35,0,4076.3001098632813,29725.153259277344,24061.161071777344,1518.9191284179688,33360306176,2147479552,5114544128,0
200,1772105159096,899,899,900,900,900,900,900,900,0,0,0,0,0,0,100,0,4076.4154663085938,29728.01300048828,24063.839965820313,1518.9191284179688,33360306176,2147479552,5114544128,0
199,1772105159296,899,899,900,900,900,900,900,900,0,0,0,0,0,0,100,0,4076.5303344726563,29730.800354003906,24066.447021484375,1518.9191284179688,33360306176,2147479552,5114544128,0
200,1772105159496,899,899,900,900,900,900,900,900,0,0,4.761904716491699,0,0,4.761904716491699,100,0,4076.6539916992188,29734.078491210938,24069.53973388672,1518.9191284179688,33360306176,2147479552,5115408384,0
200,1772105159697,899,899,900,900,900,900,900,900,5.263157844543457,15.000000953674316,0,5.263157844543457,20,10,50,15.000000953674316,4076.8375854492188,29737.87225341797,24073.045837402344,1518.9191284179688,33360306176,2147479552,5075345408,0
0,1772105159897,899,899,900,900,900,900,900,900,4.761904716491699,5,5,4.761904716491699,0,0,4.761904716491699,5.263157844543457,4076.95654296875,29738.232055664063,24073.1796875,1518.9191284179688,33360306176,2147479552,5067227136,0
