Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105215068,900,900,900,900,900,900,900,899,6.896551609039307,6.896551609039307,6.896551609039307,6.896551609039307,6.6666669845581055,6.896551609039307,10.714285850524902,6.6666669845581055,4135.749694824219,30598.856323242188,24833.85821533203,1551.232666015625,33360306176,2147479552,5044166656,0
199,1772105215069,900,900,900,900,900,900,900,899,6.896551609039307,6.896551609039307,6.896551609039307,6.896551609039307,6.6666669845581055,6.896551609039307,10.714285850524902,6.6666669845581055,4135.750305175781,30598.856811523438,24833.85821533203,1551.232666015625,33360306176,2147479552,5044166656,0
199,1772105215269,900,900,900,900,900,900,900,899,15.789472579956055,10,20,31.57894515991211,15.000000953674316,22.72727394104004,19.047618865966797,10,4135.9117431640625,30600.21063232422,24834.9521484375,1551.232666015625,33360306176,2147479552,5061177344,0
199,1772105215469,900,900,900,900,900,900,900,899,25,15.789472579956055,21.052631378173828,40,15.789472579956055,25,15.000000953674316,28.571430206298828,4136.1085205078125,30602.28759765625,24836.690979003906,1551.232666015625,33360306176,2147479552,5077962752,0
199,1772105215669,900,900,900,900,900,900,900,899,4.761904716491699,0,4.761904716491699,95,0,10,5,5,4136.2415771484375,30605.375915527344,24839.504150390625,1551.232666015625,33360306176,2147479552,5081456640,0
200,1772105215869,900,900,900,900,900,900,900,899,0,0,0,100,0,0,4.761904716491699,0,4136.38916015625,30609.11456298828,24842.959594726563,1551.25634765625,33360306176,2147479552,5081456640,0
200,1772105216069,900,900,900,900,900,900,900,899,0,0,0,100,0,0,0,0,4136.502990722656,30612.676147460938,24846.337951660156,1551.25634765625,33360306176,2147479552,5081456640,0
199,1772105216269,900,900,900,900,900,900,900,899,0,0,0,100,0,0,0,0,4136.61767578125,30616.11834716797,24849.59844970703,1551.25634765625,33360306176,2147479552,5081456640,0
199,1772105216469,900,900,900,900,900,900,900,899,0,0,0,100,0,0,0,0,4136.733581542969,30619.078186035156,24852.376525878906,1551.25634765625,33360306176,2147479552,5081456640,0
200,1772105216669,900,900,900,900,900,900,900,899,0,0,20,100,4.761904716491699,0,9.090909004211426,0,4136.852722167969,30622.696228027344,24855.812438964844,1551.25634765625,33360306176,2147479552,5081456640,0
200,1772105216869,900,900,900,900,900,900,900,899,0,0,0,100,0,0,0,0,4136.968200683594,30626.12530517578,24859.059204101563,1551.25634765625,33360306176,2147479552,5081456640,0
200,1772105217069,900,900,900,900,900,900,900,899,0,0,0,100,0,0,0,0,4137.08349609375,30629.53338623047,24862.285278320313,1551.25634765625,33360306176,2147479552,5081456640,0
200,1772105217270,900,900,900,900,900,900,900,899,0,0,0,26.3157901763916,0,4.761904716491699,0,70,4137.1983642578125,30632.95947265625,24865.526000976563,1551.25634765625,33360306176,2147479552,5081456640,0
200,1772105217470,900,900,900,900,900,900,900,899,0,0,0,0,0,0,0,100,4137.3133544921875,30635.98223876953,24868.558715820313,1551.25634765625,33360306176,2147479552,5082050560,0
200,1772105217670,900,900,900,900,900,900,900,899,0,0,0,0,0,0,0,100,4137.428466796875,30639.27227783203,24871.47882080078,1551.25634765625,33360306176,2147479552,5082226688,0
200,1772105217870,900,900,900,900,900,900,900,899,0,0,0,0,0,0,0,100,4137.5465087890625,30642.831420898438,24874.85400390625,1551.25634765625,33360306176,2147479552,5082226688,0
200,1772105218070,900,900,900,900,900,900,900,899,0,0,0,0,4.761904716491699,0,0,100,4137.6607666015625,30645.96368408203,24877.80401611328,1551.25634765625,33360306176,2147479552,5082226688,0
199,1772105218270,900,900,900,900,900,900,900,899,0,0,0,0,0,0,0,100,4137.776062011719,30649.482421875,24881.140747070313,1551.25634765625,33360306176,2147479552,5082480640,0
200,1772105218470,900,900,900,900,900,900,900,899,0,0,0,0,0,0,0,100,4137.890563964844,30652.67431640625,24884.152221679688,1551.25634765625,33360306176,2147479552,5082480640,0
0,1772105218670,900,900,900,900,900,900,900,899,15.789472579956055,15.000000953674316,10,14.285715103149414,15.000000953674316,15.789472579956055,10.526315689086914,15.000000953674316,4138.067626953125,30655.42950439453,24886.595581054688,1551.25634765625,33360306176,2147479552,5042917376,0
