Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772105203926,1699,1699,1700,1699,1700,1699,1700,1700,31.034481048583984,20,24.137929916381836,35.71428680419922,31.034481048583984,24.137929916381836,32.14285659790039,25.925926208496094,4122.6883544921875,30405.52764892578,24662.130126953125,1544.1336669921875,33360306176,2147479552,5038964736,0
199,1772105203926,1699,1699,1700,1699,1700,1699,1700,1700,31.034481048583984,20,24.137929916381836,35.71428680419922,31.034481048583984,24.137929916381836,32.14285659790039,25.925926208496094,4122.689880371094,30405.52960205078,24662.130126953125,1544.1346435546875,33360306176,2147479552,5038964736,0
200,1772105204126,1699,1699,1700,1699,1700,1699,1700,1700,26.3157901763916,42.105262756347656,23.809524536132813,20,23.809524536132813,25,26.3157901763916,36.842105865478516,4123.119201660156,30407.591369628906,24663.255798339844,1544.7030639648438,33360306176,2147479552,5057327104,0
199,1772105204327,1699,1699,1700,1699,1700,1699,1700,1700,25,21.052631378173828,31.57894515991211,38.095237731933594,20,26.3157901763916,33.333335876464844,21.052631378173828,4123.600769042969,30410.87969970703,24665.45477294922,1545.29443359375,33360306176,2147479552,5094215680,0
199,1772105204527,1699,1699,1700,1699,1700,1699,1700,1700,10.526315689086914,14.285715103149414,20,84.21052551269531,26.3157901763916,10,5.555555820465088,15.000000953674316,4124.051513671875,30414.88818359375,24668.314819335938,1545.98876953125,33360306176,2147479552,5086150656,0
199,1772105204727,1699,1699,1700,1699,1700,1699,1700,1700,10,72.22222137451172,5.263157844543457,35,5,10,15.000000953674316,26.3157901763916,4124.508850097656,30418.62481689453,24671.21044921875,1546.5264892578125,33360306176,2147479552,5095092224,0
200,1772105204927,1699,1699,1700,1699,1700,1699,1700,1700,0,100,0,0,4.761904716491699,0,5.263157844543457,5,4124.728088378906,30422.976196289063,24675.13134765625,1546.589111328125,33360306176,2147479552,5101928448,0
200,1772105205127,1699,1699,1700,1699,1700,1699,1700,1700,0,100,4.761904716491699,4.761904716491699,0,0,9.523809432983398,0,4124.846496582031,30426.884826660156,24678.850708007813,1546.589111328125,33360306176,2147479552,5102825472,0
199,1772105205328,1699,1699,1700,1699,1700,1699,1700,1700,0,100,0,0,0,0,13.636363983154297,0,4124.982116699219,30430.798767089844,24682.555725097656,1546.5997924804688,33360306176,2147479552,5102825472,0
199,1772105205528,1699,1699,1700,1699,1700,1699,1700,1700,45,100,42.105262756347656,60.000003814697266,42.85714340209961,40,47.36842346191406,50,4125.4580078125,30436.46942138672,24687.50506591797,1546.9544067382813,33360306176,2147479552,5105639424,0
199,1772105205728,1699,1699,1700,1699,1700,1699,1700,1700,5,100,0,5.263157844543457,5.263157844543457,10,0,0,4125.866394042969,30441.164794921875,24691.183471679688,1547.6193237304688,33360306176,2147479552,5106069504,0
199,1772105205928,1699,1699,1700,1699,1700,1699,1700,1700,10,100,5,15.000000953674316,0,0,5.263157844543457,5.263157844543457,4126.279846191406,30445.149780273438,24694.250854492188,1548.1806640625,33360306176,2147479552,5106569216,0
