avg_cpu_percent,avg_cpu_temp_c,avg_memory_mb,avg_power_watts,bots_failed,bots_successful,call_duration_config,energibridge_csv,energy_cpu_joules,energy_duration_s,energy_method,max_cpu_percent,max_power_watts,num_bots,platform,repeat,run_number,timeseries_file,timestamp,total_experiment_duration_s,total_net_recv_mb,total_net_sent_mb
7.45,42.35,9900.0,5.66,0,1,120,data/teams_1bot_r2_20260222_172152_energibridge.csv,765.7627,135.62,energibridge,80.79,24.83,1,teams,2,1,data/teams_1bot_r2_20260222_172152_timeseries.csv,20260222_172152,135.86,91.99,3.2
6.9,42.02,9680.4,5.52,0,1,120,data/teams_1bot_r4_20260222_172508_energibridge.csv,747.1632,135.57,energibridge,77.09,29.56,1,teams,4,2,data/teams_1bot_r4_20260222_172508_timeseries.csv,20260222_172508,135.86,91.95,3.12
7.49,42.12,9715.6,5.55,0,1,120,data/teams_1bot_r3_20260222_172825_energibridge.csv,750.474,135.66,energibridge,73.95,22.64,1,teams,3,3,data/teams_1bot_r3_20260222_172825_timeseries.csv,20260222_172825,135.93,91.91,3.12
5.83,41.07,9471.7,5.13,0,1,120,data/meet_1bot_r2_20260222_173141_energibridge.csv,641.9415,125.41,energibridge,81.66,20.26,1,meet,2,4,data/meet_1bot_r2_20260222_173141_timeseries.csv,20260222_173141,125.69,67.38,3.41
8.69,40.47,9528.9,5.23,0,1,120,data/meet_1bot_r4_20260222_173447_energibridge.csv,654.3441,125.47,energibridge,86.5,20.22,1,meet,4,5,data/meet_1bot_r4_20260222_173447_timeseries.csv,20260222_173447,125.77,9.3,2.99
5.74,41.2,9524.2,5.29,0,1,120,data/meet_1bot_r1_20260222_173753_energibridge.csv,660.8554,125.26,energibridge,78.87,19.9,1,meet,1,6,data/meet_1bot_r1_20260222_173753_timeseries.csv,20260222_173753,125.6,67.34,3.43
7.46,42.01,9829.3,5.72,0,1,120,data/teams_1bot_r1_20260222_174100_energibridge.csv,772.2406,135.56,energibridge,75.33,25.0,1,teams,1,7,data/teams_1bot_r1_20260222_174100_timeseries.csv,20260222_174100,135.85,79.55,3.03
5.89,42.13,9965.7,5.24,0,1,120,data/meet_1bot_r3_20260222_174416_energibridge.csv,655.3915,125.32,energibridge,75.35,19.28,1,meet,3,8,data/meet_1bot_r3_20260222_174416_timeseries.csv,20260222_174416,125.62,69.59,3.48
