platform,num_bots,call_duration_config,total_experiment_duration_s,bots_successful,bots_failed,timestamp,timeseries_file,energy_cpu_joules,energy_duration_s,energy_method,avg_power_watts,max_power_watts,avg_cpu_percent,max_cpu_percent,avg_cpu_temp_c,avg_memory_mb,energibridge_csv,total_net_sent_mb,total_net_recv_mb
teams,1,120,135.93,1,0,20260222_172825,data/teams_1bot_r3_20260222_172825_timeseries.csv,750.474,135.66,energibridge,5.55,22.64,7.49,73.95,42.12,9715.6,data/teams_1bot_r3_20260222_172825_energibridge.csv,3.12,91.91
