elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,5.7,6691.2,57.1,0.0,0.0
1.0,28.1,7177.7,59.9,0.03,0.08
2.01,48.4,7336.5,60.9,0.72,3.94
3.02,25.3,7307.5,60.7,0.82,7.9
4.03,8.9,7291.6,60.5,0.82,7.9
5.04,25.7,7412.8,61.3,2.63,10.4
6.05,24.5,7461.5,61.6,2.77,10.76
7.05,12.4,7422.8,61.3,2.77,10.77
8.05,10.3,7392.5,61.2,2.78,10.8
9.06,10.1,7381.1,61.1,2.79,10.8
10.07,5.4,7374.0,61.1,2.79,10.85
11.08,8.5,7366.7,61.0,2.8,10.87
12.09,3.8,7244.7,60.3,2.83,10.87
13.1,10.2,7231.5,60.3,2.85,12.49
14.11,22.8,7214.6,60.1,3.02,34.37
15.12,15.2,7204.3,60.1,3.2,56.99
16.13,3.6,7180.3,59.9,3.21,56.99
17.13,5.7,7179.6,59.9,3.21,56.99
18.14,5.0,7172.5,59.9,3.21,56.99
19.14,3.4,7168.3,59.9,3.21,56.99
20.15,10.3,7188.2,60.0,3.21,56.99
21.17,3.8,7189.0,60.0,3.21,56.99
22.18,4.5,7189.1,60.0,3.21,56.99
23.18,3.7,7189.9,60.0,3.21,56.99
24.19,3.0,7190.8,60.0,3.21,56.99
25.2,3.6,7191.5,60.0,3.21,56.99
26.21,3.5,7191.7,60.0,3.21,56.99
27.22,3.7,7191.6,60.0,3.22,56.99
28.23,3.0,7191.8,60.0,3.22,56.99
29.24,5.5,7192.8,60.1,3.22,56.99
30.25,4.5,7186.8,60.0,3.22,56.99
31.26,4.7,7190.9,60.0,3.22,56.99
32.27,7.5,7144.3,59.7,3.23,56.99
33.28,5.4,7152.8,59.8,3.23,56.99
34.29,3.1,7152.3,59.8,3.23,56.99
35.3,3.6,7152.5,59.8,3.23,57.0
36.31,3.4,7148.4,59.8,3.23,57.0
37.32,3.8,7140.3,59.7,3.23,57.0
38.33,4.0,7140.3,59.7,3.24,57.0
39.34,3.8,7141.4,59.7,3.24,57.0
40.35,3.0,7142.3,59.7,3.24,57.0
41.35,4.1,7142.7,59.7,3.24,57.0
42.36,3.2,7142.8,59.7,3.25,57.0
43.37,3.7,7141.0,59.7,3.25,57.0
44.38,4.0,7295.7,60.6,3.25,57.0
45.39,3.4,7291.8,60.6,3.25,57.01
46.4,4.5,7276.8,60.5,3.25,57.01
47.41,5.3,7251.1,60.3,3.25,57.01
48.42,3.5,7247.1,60.3,3.25,57.01
49.43,3.6,7245.2,60.3,3.25,57.01
50.44,3.2,7241.2,60.3,3.25,57.01
51.45,2.9,7239.2,60.3,3.26,57.01
52.46,3.0,7206.3,60.1,3.26,57.01
53.47,3.3,7202.9,60.1,3.26,57.01
54.48,3.1,7203.3,60.0,3.26,57.01
55.48,3.7,7188.5,60.0,3.26,57.01
56.48,3.4,7189.3,60.0,3.26,57.01
57.49,3.4,7189.6,60.0,3.26,57.01
58.5,3.6,7189.5,60.0,3.27,57.01
59.51,4.5,7190.1,60.0,3.27,57.01
60.52,4.1,7190.8,60.0,3.27,57.01
61.52,9.2,7194.3,60.0,3.29,58.64
62.53,14.4,7195.9,60.1,3.31,62.48
63.53,8.0,7205.8,60.1,3.31,62.49
64.54,8.3,7189.6,60.0,3.32,62.52
65.55,7.1,7189.7,60.0,3.32,62.81
66.55,6.7,7190.1,60.0,3.33,62.82
67.56,9.3,7192.1,60.1,3.33,62.9
68.57,8.4,7192.4,60.0,3.34,62.9
69.58,9.9,7184.9,60.0,3.35,64.58
70.59,11.0,7185.2,60.0,3.38,69.37
71.6,6.9,7184.1,60.0,3.39,69.39
72.61,10.0,7188.8,60.0,3.4,69.48
73.62,3.1,7188.7,60.0,3.4,69.48
74.62,3.6,7188.6,60.0,3.41,69.56
75.63,3.7,7188.8,60.0,3.41,69.56
76.64,3.6,7189.1,60.0,3.41,69.56
77.64,3.7,7188.9,60.0,3.41,69.56
78.65,2.9,7188.8,60.0,3.41,69.56
79.65,3.0,7188.8,60.0,3.42,69.56
80.66,3.1,7188.4,60.0,3.42,69.56
81.67,3.5,7188.0,60.0,3.42,69.56
82.68,3.5,7188.0,60.0,3.42,69.56
83.69,2.9,7187.9,60.0,3.42,69.56
84.7,3.6,7187.8,60.0,3.42,69.56
85.71,3.4,7187.9,60.0,3.42,69.56
86.72,3.1,7188.1,60.0,3.42,69.56
87.72,3.8,7188.6,60.0,3.42,69.56
88.74,3.0,7188.5,60.0,3.42,69.56
89.75,4.3,7188.9,60.0,3.43,69.56
90.76,3.3,7180.2,59.9,3.43,69.56
91.77,3.2,7180.1,59.9,3.43,69.56
92.78,3.4,7179.9,59.9,3.43,69.56
93.78,3.3,7179.8,60.0,3.44,69.57
94.79,2.8,7179.3,60.0,3.44,69.57
95.8,3.3,7179.8,60.0,3.44,69.57
96.81,3.5,7179.9,60.0,3.44,69.57
97.82,3.2,7179.7,59.9,3.44,69.58
98.83,3.0,7179.8,59.9,3.44,69.58
99.84,2.8,7180.0,59.9,3.45,69.58
100.85,3.0,7180.1,59.9,3.45,69.58
101.86,3.0,7180.0,59.9,3.45,69.58
102.87,3.1,7180.0,59.9,3.45,69.58
103.88,3.8,7267.4,60.4,3.45,69.58
104.88,3.9,7268.3,60.4,3.46,69.58
105.89,3.4,7255.6,60.4,3.46,69.58
106.89,3.1,7251.7,60.3,3.46,69.58
107.9,3.4,7247.6,60.3,3.46,69.58
108.91,3.1,7245.3,60.3,3.46,69.58
109.92,3.1,7241.5,60.3,3.46,69.58
110.93,3.1,7239.2,60.3,3.46,69.58
111.94,2.8,7209.6,60.1,3.46,69.58
112.95,3.0,7205.4,60.1,3.46,69.58
113.96,2.9,7205.1,60.1,3.46,69.58
114.97,3.1,7183.7,59.9,3.46,69.58
115.98,3.1,7184.0,59.9,3.47,69.58
116.99,3.4,7184.0,59.9,3.47,69.58
118.0,3.4,7184.2,59.9,3.47,69.58
119.01,3.8,7184.2,59.9,3.47,69.58
120.02,3.9,7184.4,59.9,3.47,69.58
121.03,2.9,7184.7,59.9,3.47,69.58
122.04,3.0,7184.7,59.9,3.47,69.58
123.05,3.1,7184.7,60.0,3.47,69.59
124.06,3.9,7184.8,60.0,3.47,69.59
125.07,3.6,7185.0,60.0,3.48,69.59
