elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.4,6320.7,55.1,0.0,0.0
1.0,28.8,6856.5,58.2,0.03,0.08
2.01,21.7,6861.3,58.2,0.12,0.69
3.01,24.8,7014.4,59.1,0.3,10.77
4.01,23.7,7051.1,59.4,0.38,13.9
5.02,20.7,7012.0,59.1,0.47,19.53
6.02,23.5,7038.5,59.3,0.52,22.6
7.03,6.2,7027.0,59.2,0.52,22.65
8.03,5.0,7020.2,59.2,0.53,22.67
9.04,10.8,7129.6,59.8,1.46,23.63
10.04,12.0,7149.0,59.9,1.47,23.69
11.04,9.8,7062.2,59.4,1.49,24.72
12.05,11.9,7132.4,59.9,1.52,25.52
13.05,19.2,7171.9,60.1,1.6,29.52
14.05,54.4,7230.1,60.4,1.8,45.68
15.05,12.2,7209.0,60.2,2.05,78.1
16.06,10.7,7196.0,60.2,2.06,78.12
17.06,7.9,7219.4,60.3,2.06,78.13
18.07,4.0,7212.8,60.3,2.07,78.13
19.07,8.8,7198.7,60.2,2.09,78.18
20.08,10.7,7209.1,60.3,2.09,78.18
21.08,4.3,7205.0,60.2,2.1,78.25
22.09,5.1,7201.7,60.2,2.1,78.25
23.09,18.4,7187.6,60.1,2.1,78.25
24.09,17.2,7188.0,60.1,2.11,78.26
25.09,5.2,7187.2,60.1,2.11,78.26
26.1,4.0,7187.1,60.1,2.11,78.26
27.1,3.9,7171.2,60.0,2.11,78.26
28.11,3.8,7171.3,60.0,2.11,78.26
29.11,4.5,7171.2,60.1,2.12,78.26
30.12,4.6,7167.0,60.0,2.12,78.27
31.12,6.6,7174.5,60.1,2.12,78.27
32.12,9.5,7097.5,59.6,2.12,78.27
33.13,6.8,7104.2,59.6,2.13,78.27
34.14,4.4,7103.4,59.6,2.13,78.27
35.14,4.1,7103.7,59.7,2.13,78.27
36.15,4.2,7102.9,59.6,2.13,78.27
37.15,6.4,7096.6,59.6,2.13,78.28
38.16,6.6,7098.5,59.6,2.14,78.28
39.17,3.6,7098.3,59.6,2.14,78.28
40.17,3.6,7098.1,59.6,2.14,78.28
41.18,4.0,7098.0,59.6,2.14,78.28
42.18,3.8,7097.4,59.6,2.15,78.28
43.19,5.2,7077.2,59.5,2.15,78.28
44.19,5.7,7077.1,59.5,2.15,78.29
45.2,3.9,7077.1,59.5,2.16,78.29
46.2,3.7,7077.0,59.5,2.16,78.29
47.2,6.8,7059.6,59.4,2.16,78.29
48.21,5.7,7060.2,59.4,2.16,78.3
49.22,4.6,7060.2,59.4,2.17,78.3
50.22,4.0,7060.2,59.4,2.17,78.3
51.23,3.7,7060.2,59.4,2.17,78.3
52.23,3.9,7059.6,59.4,2.17,78.3
53.24,4.3,7056.6,59.3,2.17,78.3
54.25,4.6,7056.8,59.3,2.18,78.31
55.25,4.2,7056.9,59.3,2.19,78.32
56.26,3.9,7057.1,59.3,2.19,78.32
57.26,3.8,7057.2,59.4,2.19,78.32
58.27,4.6,7057.2,59.4,2.19,78.32
59.27,3.6,7057.2,59.4,2.19,78.32
60.28,3.6,7057.0,59.4,2.2,78.32
61.28,4.4,7058.6,59.3,2.21,78.57
62.29,14.0,7059.3,59.4,2.25,83.34
63.29,18.0,7059.1,59.4,2.27,83.91
64.29,20.3,7064.5,59.4,2.29,84.33
65.29,11.3,7066.2,59.4,2.3,85.29
66.3,11.9,7069.1,59.4,2.33,88.09
67.3,15.8,7069.4,59.4,2.34,90.77
68.31,5.1,7069.5,59.4,2.34,90.78
69.31,5.0,7069.4,59.4,2.35,90.79
70.32,3.6,7069.3,59.5,2.36,90.8
71.32,3.7,7069.2,59.5,2.36,90.8
72.33,4.7,7066.4,59.4,2.36,90.8
73.33,8.0,7066.8,59.5,2.36,90.8
74.34,6.8,7068.7,59.4,2.41,91.23
75.34,3.9,7068.6,59.4,2.41,91.23
76.35,3.7,7068.6,59.4,2.42,91.23
77.35,3.9,7068.6,59.4,2.42,91.23
78.35,3.5,7068.6,59.4,2.42,91.23
79.36,4.0,7067.7,59.4,2.42,91.23
80.37,3.8,7067.7,59.4,2.42,91.23
81.37,3.8,7067.7,59.4,2.42,91.23
82.38,9.0,7067.0,59.4,2.43,91.24
83.38,7.9,7069.5,59.4,2.45,91.27
84.39,4.6,7070.0,59.4,2.47,91.34
85.39,4.7,7069.9,59.4,2.48,91.34
86.4,3.7,7069.9,59.4,2.48,91.34
87.4,3.7,7069.8,59.4,2.48,91.34
88.4,4.2,7066.9,59.4,2.48,91.34
89.4,3.9,7066.7,59.4,2.48,91.34
90.41,4.8,7051.7,59.3,2.49,91.34
91.42,4.1,7051.7,59.3,2.49,91.35
92.42,4.1,7051.4,59.3,2.49,91.35
93.43,4.8,7051.9,59.3,2.49,91.35
94.43,3.6,7052.0,59.3,2.5,91.35
95.44,3.4,7051.7,59.3,2.5,91.35
96.44,4.5,7051.8,59.3,2.5,91.35
97.45,4.7,7051.8,59.3,2.5,91.35
98.46,3.6,7051.6,59.3,2.5,91.36
99.46,3.8,7051.4,59.3,2.5,91.36
100.46,3.5,7051.5,59.3,2.51,91.36
101.46,3.5,7051.4,59.3,2.51,91.36
102.47,3.5,7050.9,59.3,2.51,91.36
