elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,0.0,7833.6,63.8,0.0,0.0
1.01,32.3,8095.8,65.3,0.05,0.1
2.01,21.5,7997.6,64.8,0.14,0.76
3.02,32.1,8016.1,64.9,0.34,13.31
4.02,26.8,7906.1,64.3,0.45,15.46
5.03,22.7,7878.5,64.2,0.5,19.73
6.03,12.2,7918.7,64.3,0.53,22.66
7.04,6.5,7899.7,64.3,0.54,22.72
8.04,5.6,7851.4,64.0,0.55,22.76
9.05,8.6,8031.7,65.1,1.47,23.73
10.05,15.5,7966.6,64.6,1.48,23.79
11.06,7.8,7925.7,64.4,1.5,24.78
12.06,14.2,7953.5,64.6,1.53,25.58
13.07,19.5,7926.6,64.4,1.6,31.58
14.07,56.5,7917.6,64.3,1.81,47.21
15.08,12.9,7846.8,63.9,2.04,76.97
16.08,14.9,7836.2,63.9,2.07,78.22
17.08,7.7,7891.8,64.2,2.07,78.22
18.09,11.2,8076.4,65.3,2.08,78.23
19.1,6.3,7952.1,64.6,2.09,78.24
20.1,12.4,7932.2,64.5,2.1,78.24
21.1,19.0,8069.8,65.2,2.1,78.25
22.1,6.1,7979.1,64.7,2.1,78.25
23.11,10.6,7862.9,64.1,2.11,78.27
24.11,7.2,7836.9,63.9,2.12,78.28
25.12,4.3,7824.4,63.8,2.12,78.28
26.12,3.8,7811.6,63.7,2.12,78.28
27.13,4.3,7801.5,63.7,2.12,78.28
28.13,5.1,7793.4,63.7,2.13,78.28
29.14,3.8,7786.1,63.6,2.14,78.29
30.14,5.3,7774.3,63.6,2.14,78.29
31.15,5.8,7762.7,63.5,2.14,78.29
32.15,10.6,7713.7,63.2,2.14,78.29
33.16,5.7,7712.5,63.2,2.14,78.29
34.16,5.2,7711.7,63.2,2.15,78.3
35.17,3.9,7711.6,63.2,2.15,78.31
36.18,3.8,7711.2,63.2,2.15,78.31
37.18,5.3,7707.3,63.1,2.15,78.31
38.19,7.0,7709.2,63.2,2.16,78.31
39.19,4.4,7709.4,63.2,2.16,78.31
40.2,4.4,7707.3,63.2,2.16,78.31
41.2,5.1,7707.4,63.2,2.16,78.31
42.21,3.9,7707.5,63.2,2.16,78.31
43.21,4.7,7702.5,63.1,2.17,78.31
44.21,7.7,7912.9,64.4,2.17,78.32
45.22,20.3,7204.1,60.2,2.19,78.32
46.22,8.4,7194.5,60.2,2.19,78.33
47.23,8.5,7139.4,59.8,2.2,78.33
48.23,5.6,7129.4,59.8,2.2,78.33
49.23,4.2,7099.1,59.6,2.2,78.33
50.24,5.7,7083.9,59.5,2.2,78.33
51.24,5.9,7088.5,59.5,2.21,78.33
52.25,3.8,7080.0,59.5,2.21,78.34
53.25,5.5,7076.0,59.5,2.21,78.34
54.26,3.8,7062.8,59.4,2.21,78.34
55.27,4.1,7066.8,59.4,2.21,78.35
56.27,3.8,7064.0,59.4,2.22,78.35
57.28,3.6,7065.7,59.4,2.22,78.35
58.28,4.0,7064.9,59.4,2.22,78.35
59.29,5.1,7065.6,59.4,2.22,78.35
60.29,4.6,7064.7,59.4,2.23,78.35
61.3,9.3,7067.7,59.4,2.24,78.38
62.31,10.8,7066.6,59.4,2.28,79.15
63.31,5.1,7068.2,59.4,2.31,82.16
64.32,19.2,7067.3,59.4,2.33,84.59
65.32,11.7,7069.0,59.4,2.33,84.67
66.32,7.4,7067.8,59.5,2.34,85.62
67.33,11.2,7084.2,59.5,2.35,85.91
68.34,8.8,7077.5,59.5,2.36,85.95
69.34,4.2,7077.9,59.5,2.37,86.13
70.34,19.3,7095.8,59.6,2.39,90.78
71.35,6.1,7081.9,59.5,2.39,90.78
72.36,4.8,7081.6,59.5,2.39,90.78
73.36,3.8,7081.3,59.5,2.4,90.78
74.36,18.3,7095.7,59.6,2.45,91.22
75.37,4.1,7094.5,59.6,2.45,91.22
76.37,4.0,7094.3,59.6,2.45,91.22
77.37,3.6,7094.1,59.6,2.45,91.22
78.38,3.7,7094.0,59.6,2.46,91.22
79.38,4.0,7093.1,59.6,2.46,91.23
80.39,5.4,7086.3,59.6,2.46,91.23
81.39,4.1,7085.8,59.6,2.46,91.23
82.4,8.6,7085.4,59.6,2.46,91.23
83.4,5.5,7085.6,59.6,2.47,91.23
84.4,8.3,7086.7,59.5,2.51,91.33
85.41,4.2,7086.7,59.5,2.51,91.33
86.41,3.8,7086.7,59.5,2.51,91.33
87.42,3.7,7086.6,59.6,2.52,91.34
88.42,3.9,7086.2,59.5,2.52,91.34
89.43,4.3,7086.1,59.6,2.52,91.34
90.43,4.8,7072.0,59.5,2.53,91.34
91.44,4.3,7073.0,59.5,2.53,91.34
92.44,8.1,7072.7,59.5,2.53,91.35
93.45,3.9,7072.5,59.5,2.53,91.35
94.45,3.8,7072.8,59.5,2.53,91.35
95.46,3.3,7072.3,59.5,2.54,91.35
96.46,3.9,7071.3,59.5,2.54,91.36
97.47,3.6,7071.2,59.5,2.54,91.36
98.47,3.8,7070.5,59.5,2.54,91.36
99.48,4.3,7070.7,59.5,2.54,91.36
100.49,4.8,7072.0,59.5,2.55,91.36
101.49,3.7,7072.3,59.5,2.55,91.36
102.49,4.4,7072.3,59.5,2.55,91.36
103.49,4.1,7072.2,59.5,2.55,91.36
104.5,4.2,7071.9,59.5,2.55,91.36
105.5,3.7,7071.6,59.5,2.55,91.37
106.51,3.6,7071.1,59.5,2.56,91.37
107.51,3.6,7071.2,59.5,2.56,91.37
108.52,4.1,7071.6,59.5,2.56,91.37
109.53,4.4,7071.4,59.5,2.56,91.37
110.53,3.8,7066.0,59.5,2.57,91.37
111.53,3.6,7066.0,59.5,2.57,91.37
112.54,4.7,7066.1,59.4,2.57,91.37
113.54,5.3,7066.0,59.5,2.57,91.38
114.55,4.0,7066.0,59.5,2.58,91.38
115.55,3.6,7064.9,59.5,2.58,91.39
116.56,3.8,7065.0,59.5,2.58,91.39
117.56,3.4,7064.9,59.5,2.58,91.39
118.57,3.7,7064.6,59.4,2.59,91.39
119.57,4.2,7064.6,59.4,2.59,91.39
120.57,4.2,7064.7,59.4,2.59,91.39
121.58,3.7,7064.6,59.4,2.59,91.39
122.58,4.2,7064.5,59.4,2.59,91.39
123.59,4.5,7064.9,59.4,2.6,91.39
124.6,9.4,7066.5,59.4,2.62,91.42
125.6,5.4,7066.6,59.4,2.62,91.42
126.6,4.1,7066.6,59.4,2.63,91.42
127.61,3.8,7066.7,59.4,2.63,91.42
128.61,4.8,7077.6,59.5,2.63,91.43
129.61,4.3,7077.5,59.5,2.64,91.43
130.62,4.1,7076.9,59.5,2.64,91.43
131.62,5.9,7081.0,59.5,3.15,91.94
132.63,5.0,7081.2,59.5,3.15,91.94
133.64,4.5,7081.7,59.5,3.19,91.98
134.64,4.3,7083.5,59.5,3.2,91.99
135.64,1.0,7045.9,59.3,3.2,91.99
