elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,2.1,6384.7,55.4,0.0,0.0
1.0,31.7,6923.0,58.6,0.05,0.1
2.01,40.7,7064.4,59.4,0.57,3.11
3.02,25.3,6976.9,58.9,0.79,5.77
4.03,7.5,6947.2,58.8,0.79,5.77
5.04,23.1,7099.1,59.6,2.57,8.21
6.05,24.1,7173.3,60.0,2.72,8.63
7.06,11.5,7109.1,59.7,2.72,8.63
8.07,10.1,7074.8,59.5,2.72,8.64
9.07,9.6,7065.6,59.4,2.73,8.67
10.08,5.3,7058.9,59.4,2.74,8.72
11.08,9.8,7044.7,59.3,2.75,8.73
12.09,3.9,6914.5,58.5,2.78,8.74
13.09,12.0,6883.7,58.4,2.81,12.5
14.1,22.3,6880.8,58.4,2.96,32.11
15.11,13.5,6873.2,58.3,3.14,54.85
16.12,3.4,6849.3,58.2,3.14,54.85
17.13,3.1,6848.0,58.1,3.14,54.85
18.13,3.4,6842.3,58.1,3.15,54.85
19.14,3.2,6838.2,58.1,3.15,54.85
20.15,9.8,6866.9,58.3,3.15,54.85
21.16,4.8,6855.4,58.2,3.15,54.85
22.16,4.8,6855.7,58.2,3.15,54.85
23.17,3.7,6856.9,58.2,3.15,54.85
24.18,3.1,6857.7,58.2,3.15,54.85
25.18,3.2,6858.5,58.2,3.15,54.85
26.19,3.2,6858.3,58.2,3.15,54.85
27.2,3.4,6858.4,58.2,3.16,54.85
28.21,3.0,6858.7,58.2,3.16,54.85
29.22,3.3,6859.1,58.2,3.17,54.86
30.23,3.3,6852.1,58.2,3.17,54.86
31.24,5.5,6860.8,58.2,3.17,54.86
32.25,7.4,6815.9,58.0,3.17,54.86
33.26,5.0,6824.1,58.0,3.17,54.86
34.27,3.4,6824.4,58.0,3.17,54.86
35.27,3.7,6827.2,58.0,3.18,54.87
36.28,4.4,6816.3,58.0,3.19,54.87
37.3,4.1,6817.4,58.0,3.19,54.87
38.31,3.0,6817.8,58.0,3.19,54.88
39.31,3.1,6819.7,58.0,3.19,54.88
40.32,3.6,6820.3,58.0,3.19,54.88
41.33,3.3,6820.7,58.0,3.19,54.88
42.34,3.4,6820.3,58.0,3.2,54.88
43.35,2.8,6820.5,57.9,3.2,54.88
44.36,3.1,6820.5,58.0,3.2,54.88
45.36,3.1,6821.2,58.0,3.2,54.88
46.37,6.2,6799.9,57.9,3.2,54.88
47.39,3.5,6800.8,57.9,3.2,54.88
48.4,3.5,6801.6,57.9,3.21,54.88
49.41,3.0,6801.9,57.9,3.21,54.88
50.41,3.6,6802.3,57.9,3.21,54.89
51.42,5.5,6802.5,57.9,3.21,54.89
52.43,3.2,6799.0,57.8,3.21,54.89
53.44,3.1,6799.7,57.9,3.21,54.89
54.45,3.0,6800.6,57.9,3.22,54.89
55.46,3.3,6801.6,57.9,3.22,54.89
56.47,3.1,6802.3,57.9,3.22,54.89
57.48,3.2,6802.0,57.9,3.22,54.89
58.49,3.5,6802.7,57.9,3.22,54.89
59.5,3.4,6802.9,57.9,3.23,54.89
60.51,4.0,6891.9,58.4,3.23,54.89
61.52,4.2,6893.7,58.4,3.24,55.71
62.53,3.8,6895.9,58.4,3.25,57.19
63.54,3.4,6888.8,58.3,3.26,58.72
64.55,10.0,6887.3,58.4,3.27,59.88
65.56,3.7,6887.8,58.4,3.27,59.88
66.57,4.6,6971.1,58.9,3.27,59.88
67.58,3.2,6971.2,58.8,3.27,59.88
68.58,9.2,6943.1,58.7,3.28,59.95
69.59,3.2,6939.1,58.6,3.28,59.95
70.6,3.0,6937.0,58.6,3.28,59.95
71.61,7.1,6936.5,58.7,3.28,59.96
72.62,3.9,6936.4,58.7,3.29,59.96
73.63,3.1,6909.3,58.5,3.29,59.96
74.64,6.7,6909.1,58.5,3.3,60.69
75.65,2.9,6907.0,58.5,3.3,60.69
76.66,3.3,6898.3,58.5,3.3,60.69
77.67,2.9,6897.9,58.5,3.3,60.69
78.68,8.9,6897.9,58.4,3.31,60.71
79.68,3.2,6898.3,58.4,3.31,60.71
80.69,3.1,6898.7,58.5,3.31,60.71
81.7,4.4,6899.1,58.5,3.32,60.71
82.71,8.0,6900.3,58.4,3.32,61.13
83.72,3.2,6899.5,58.5,3.32,61.13
84.73,3.5,6899.9,58.4,3.32,61.13
85.74,3.6,6900.0,58.4,3.33,61.13
86.75,6.4,6900.7,58.4,3.33,61.42
87.76,2.7,6900.7,58.4,3.33,61.42
88.76,3.7,6900.9,58.4,3.33,61.42
89.77,3.1,6882.7,58.3,3.33,61.42
90.78,18.9,6883.8,58.4,3.35,62.46
91.79,11.6,6889.4,58.4,3.36,62.58
92.8,13.4,6889.8,58.4,3.38,67.31
93.81,2.8,6890.0,58.4,3.38,67.31
94.82,3.0,6890.1,58.4,3.39,67.31
95.82,3.9,6890.8,58.4,3.39,67.32
96.83,4.1,6891.2,58.4,3.39,67.32
97.84,3.8,6891.5,58.4,3.39,67.32
98.85,3.6,6891.5,58.4,3.39,67.32
99.85,4.0,6892.7,58.4,3.4,67.32
100.86,3.5,6892.6,58.4,3.4,67.33
101.87,3.6,6970.9,58.8,3.4,67.33
102.88,2.9,6970.8,58.8,3.4,67.33
103.89,4.3,6957.7,58.8,3.41,67.33
104.9,3.5,6952.4,58.7,3.41,67.33
105.91,2.9,6948.0,58.7,3.41,67.33
106.92,3.8,6945.2,58.7,3.41,67.33
107.93,3.5,6941.0,58.7,3.41,67.33
108.93,2.9,6939.0,58.7,3.41,67.33
109.94,3.4,6909.6,58.5,3.42,67.33
110.96,3.0,6905.5,58.5,3.42,67.33
111.96,4.4,6886.7,58.4,3.42,67.33
112.97,3.9,6886.9,58.4,3.42,67.33
113.98,3.5,6886.9,58.4,3.42,67.33
114.99,2.7,6886.9,58.4,3.42,67.33
116.0,3.1,6887.1,58.4,3.42,67.34
117.01,3.0,6886.8,58.4,3.42,67.34
118.02,3.1,6887.1,58.4,3.42,67.34
119.02,2.6,6887.3,58.3,3.42,67.34
120.03,3.4,6887.4,58.4,3.42,67.34
121.04,3.3,6887.0,58.4,3.43,67.34
122.05,3.4,6887.0,58.4,3.43,67.34
123.06,3.0,6887.3,58.3,3.43,67.34
124.07,3.0,6887.3,58.4,3.43,67.34
125.08,3.0,6887.4,58.4,3.43,67.34
