Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771778274316,4,4,4,4,4,4,4,4,4,4,38.61837387084961,39.50401306152344,38.90464401245117,38.718231201171875,32.37607955932617,39.03558349609375,47.96875,NaN,NaN,0,0,0,NaN,0,NaN,0,0,3.9761505126953125,17179869184,0,9078030336,0
209,1771778274316,4,4,4,4,4,4,4,4,4,4,38.61837387084961,39.50401306152344,38.90464401245117,38.718231201171875,32.37607955932617,39.03558349609375,47.96875,0,100,0,NaN,0,0,NaN,0,0,0,3.9761505126953125,17179869184,0,9078030336,0
204,1771778274526,4,4,4,4,4,4,4,4,4,4,38.61837387084961,39.50401306152344,38.90464401245117,38.718231201171875,32.37607955932617,39.03558349609375,47.96875,19.047618865966797,19.047618865966797,5,9.090909004211426,4.761904716491699,0,42.85714340209961,0,0,9.523809432983398,3.9761505126953125,17179869184,0,9078030336,0
195,1771778274737,4,4,4,4,4,4,4,4,4,4,38.61837387084961,39.50401306152344,38.90464401245117,38.718231201171875,32.37607955932617,39.03558349609375,47.96875,52.38095474243164,61.904762268066406,50,30.000001907348633,23.809524536132813,19.047618865966797,45.45454788208008,36.3636360168457,33.333335876464844,19.047618865966797,3.9761505126953125,17179869184,0,9078030336,0
200,1771778274933,4,4,4,4,4,4,4,4,4,4,38.61837387084961,39.50401306152344,38.90464401245117,38.718231201171875,32.37607955932617,39.03558349609375,47.96875,84.21052551269531,78.94737243652344,68.42105102539063,60.000003814697266,57.142860412597656,50,100,100,95,95,4.023210525512695,17179869184,0,9078030336,0
209,1771778275134,4,4,4,4,4,4,4,4,4,4,38.61837387084961,39.50401306152344,38.90464401245117,38.718231201171875,32.37607955932617,39.03558349609375,47.96875,70,57.142860412597656,50,31.57894515991211,31.57894515991211,30.000001907348633,85,85.71428680419922,90,94.73684692382813,4.023210525512695,17179869184,0,9494282240,0
207,1771778275344,4,4,4,4,4,4,4,4,4,4,49.8394660949707,50.621803283691406,50.122127532958984,49.94321060180664,45.33001708984375,52.2286491394043,76.921875,30.000001907348633,25,19.047618865966797,14.285715103149414,9.523809432983398,5,25,25,23.809524536132813,27.272727966308594,4.023210525512695,17179869184,0,9531686912,0
209,1771778275551,4,4,4,4,4,4,4,4,4,4,49.8394660949707,50.621803283691406,50.122127532958984,49.94321060180664,45.33001708984375,52.2286491394043,76.921875,28.571430206298828,23.809524536132813,10,0,0,0,36.3636360168457,28.571430206298828,19.047618865966797,28.571430206298828,4.023210525512695,17179869184,0,9565241344,0
207,1771778275761,4,4,4,4,4,4,4,4,4,4,49.8394660949707,50.621803283691406,50.122127532958984,49.94321060180664,45.33001708984375,52.2286491394043,76.921875,61.904762268066406,45,38.095237731933594,33.333335876464844,23.809524536132813,20,90,71.42857360839844,60.000003814697266,61.904762268066406,7.991422176361084,17179869184,0,9620406272,0
209,1771778275969,4,4,4,4,4,4,4,4,4,4,49.8394660949707,50.621803283691406,50.122127532958984,49.94321060180664,45.33001708984375,52.2286491394043,76.921875,65,52.38095474243164,35,28.571430206298828,20,19.047618865966797,90.90909576416016,85.71428680419922,90.47618865966797,90,7.991422176361084,17179869184,0,9656090624,0
204,1771778276179,4,4,4,4,4,4,4,4,4,4,49.8394660949707,50.621803283691406,50.122127532958984,49.94321060180664,45.33001708984375,52.2286491394043,76.921875,50,40,36.3636360168457,25,19.047618865966797,18.18181800842285,60.000003814697266,60.000003814697266,61.904762268066406,66.66667175292969,7.991422176361084,17179869184,0,9577086976,0
209,1771778276383,4,4,4,4,4,4,4,4,4,4,57.037498474121094,58.250301361083984,57.256553649902344,57.351593017578125,52.95809555053711,59.752193450927734,79.265625,40,15.789472579956055,10,4.761904716491699,0,0,28.571430206298828,19.047618865966797,25,33.333335876464844,7.991422176361084,17179869184,0,9578151936,0
204,1771778276593,4,4,4,4,4,4,4,4,4,4,57.037498474121094,58.250301361083984,57.256553649902344,57.351593017578125,52.95809555053711,59.752193450927734,79.265625,33.333335876464844,31.81818199157715,19.047618865966797,14.285715103149414,9.523809432983398,9.523809432983398,5,9.523809432983398,13.636363983154297,9.523809432983398,7.991422176361084,17179869184,0,9578151936,0
