elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.5,6335.2,55.1,0.0,0.0
1.01,32.8,6917.8,58.5,0.04,0.09
2.02,44.7,7023.2,59.2,0.71,4.08
3.03,21.2,6929.4,58.6,0.79,5.86
4.04,4.7,6782.8,57.7,0.79,5.86
5.04,22.1,7068.4,59.5,2.6,8.36
6.05,25.3,7109.7,59.6,2.74,8.75
7.06,11.8,7061.3,59.4,2.74,8.75
8.07,8.1,7018.7,59.1,2.74,8.75
9.08,10.2,7007.4,59.1,2.74,8.75
10.08,4.6,6998.5,59.0,2.75,8.81
11.09,8.9,6989.5,58.9,2.76,8.82
12.1,4.8,6875.9,58.3,2.79,8.82
13.11,10.3,6852.4,58.2,2.81,12.5
14.12,23.6,6830.1,58.0,2.97,33.18
15.13,13.3,6822.9,58.0,3.14,54.92
16.14,3.2,6799.8,57.9,3.15,54.92
17.14,3.4,6798.5,57.9,3.15,54.92
18.15,3.7,6792.8,57.8,3.15,54.92
19.16,3.5,6929.9,58.6,3.15,54.92
20.16,10.4,6958.8,58.8,3.15,54.92
21.17,3.4,6899.1,58.4,3.15,54.92
22.18,4.2,6896.2,58.4,3.15,54.92
23.19,3.6,6892.8,58.4,3.15,54.92
24.2,3.0,6891.7,58.4,3.15,54.92
25.21,3.1,6888.2,58.4,3.16,54.93
26.21,4.8,6888.1,58.4,3.16,54.93
27.22,2.9,6858.4,58.2,3.16,54.93
28.23,4.9,6854.6,58.2,3.16,54.93
29.24,3.2,6854.5,58.2,3.17,54.93
30.25,4.5,6834.9,58.1,3.17,54.93
31.26,5.7,6845.3,58.1,3.17,54.93
32.27,4.5,6848.0,58.2,3.17,54.93
33.28,5.7,6855.4,58.2,3.17,54.93
34.29,6.6,6860.2,58.2,3.17,54.93
35.29,6.7,6816.1,58.0,3.18,54.93
36.31,2.8,6816.2,58.0,3.18,54.93
37.32,3.5,6813.0,57.9,3.18,54.93
38.33,3.8,6810.1,57.9,3.18,54.93
39.33,4.9,6810.8,57.9,3.18,54.94
40.34,2.9,6811.2,57.9,3.18,54.94
41.36,3.5,6812.0,57.9,3.18,54.94
42.36,3.3,6812.3,57.9,3.19,54.94
43.37,3.3,6812.4,57.9,3.19,54.94
44.38,4.4,6812.9,57.9,3.19,54.94
45.39,2.9,6813.7,57.9,3.19,54.94
46.4,3.0,6814.0,57.9,3.19,54.94
47.41,5.5,6796.1,57.8,3.19,54.94
48.41,2.9,6796.6,57.8,3.19,54.94
49.42,5.8,6787.9,57.8,3.2,54.94
50.43,4.2,6788.2,57.8,3.2,54.94
51.44,3.2,6788.9,57.8,3.2,54.94
52.45,3.5,6786.4,57.8,3.2,54.94
53.45,3.0,6787.1,57.8,3.2,54.94
54.46,4.4,6788.5,57.8,3.2,54.94
55.46,3.2,6789.3,57.8,3.2,54.94
56.47,3.0,6789.9,57.8,3.21,54.94
57.48,2.8,6790.0,57.8,3.21,54.94
58.49,3.0,6790.2,57.8,3.21,54.94
59.5,3.2,6789.4,57.7,3.21,54.94
60.5,3.3,6789.9,57.7,3.21,54.94
61.51,11.1,6810.0,57.9,3.24,55.4
62.52,14.1,6794.7,57.8,3.25,55.47
63.53,8.7,6791.0,57.8,3.26,56.59
64.54,11.4,6791.1,57.8,3.29,61.18
65.55,6.5,6791.1,57.8,3.29,61.2
66.56,19.2,6795.8,57.9,3.31,66.96
67.57,12.1,6796.4,57.8,3.32,67.32
