elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,2.6,6774.7,57.5,0.0,0.0
1.01,24.1,7225.9,60.2,0.01,0.06
2.02,29.5,7283.6,60.5,0.13,0.72
3.02,22.8,7418.4,61.3,0.31,12.66
4.03,25.8,7437.0,61.4,0.38,13.99
5.04,20.0,7380.9,61.1,0.47,19.58
6.05,22.3,7464.9,61.6,0.51,22.63
7.05,5.0,7453.6,61.4,0.52,22.69
8.06,4.2,7445.8,61.4,0.53,22.72
9.07,10.7,7582.4,62.2,1.45,23.66
10.08,12.1,7563.9,62.1,1.47,23.78
11.08,10.9,7447.7,61.4,1.49,25.15
12.09,10.0,7537.2,61.9,1.53,25.7
13.09,20.4,7539.5,62.0,1.63,29.38
14.1,50.4,7640.8,62.5,1.8,49.54
15.11,11.7,7618.1,62.4,2.03,78.19
16.12,9.5,7588.6,62.3,2.03,78.2
17.13,6.7,7652.9,62.6,2.04,78.21
18.14,4.5,7597.6,62.3,2.04,78.21
19.15,10.5,7646.4,62.6,2.07,78.26
20.16,11.0,7608.9,62.4,2.07,78.26
21.17,5.3,7649.3,62.6,2.07,78.26
22.18,4.2,7597.9,62.3,2.07,78.27
23.19,5.5,7590.0,62.3,2.07,78.27
24.19,13.0,7579.3,62.2,2.08,78.27
25.2,3.9,7576.3,62.2,2.08,78.27
26.21,4.1,7569.7,62.1,2.08,78.28
27.22,4.3,7561.2,62.1,2.08,78.28
28.23,4.0,7561.1,62.1,2.09,78.28
29.24,4.1,7559.4,62.1,2.09,78.28
30.25,6.0,7557.1,62.1,2.09,78.28
31.26,5.2,7559.0,62.1,2.09,78.28
32.27,9.8,7475.8,61.6,2.09,78.28
33.29,5.9,7482.7,61.7,2.1,78.29
34.29,4.4,7472.3,61.6,2.1,78.29
35.3,4.7,7471.8,61.6,2.1,78.29
36.31,4.9,7467.7,61.6,2.1,78.29
37.32,5.3,7469.9,61.6,2.11,78.29
38.34,4.1,7475.7,61.6,2.11,78.29
39.35,4.1,7476.0,61.6,2.11,78.29
40.36,3.6,7475.9,61.6,2.11,78.3
41.36,4.2,7475.9,61.6,2.11,78.3
42.37,4.7,7467.3,61.6,2.12,78.3
43.38,5.3,7466.4,61.6,2.12,78.3
44.39,4.0,7466.4,61.6,2.12,78.3
45.41,3.6,7466.4,61.6,2.13,78.3
46.42,7.2,7452.7,61.5,2.13,78.31
47.43,3.7,7452.7,61.5,2.13,78.31
48.44,4.8,7452.7,61.5,2.13,78.31
49.44,7.2,7447.7,61.5,2.14,78.34
50.45,4.4,7447.5,61.5,2.15,78.34
51.46,4.5,7447.5,61.5,2.15,78.34
52.47,3.1,7445.4,61.4,2.15,78.34
53.48,5.5,7445.6,61.5,2.15,78.34
54.49,3.8,7445.1,61.4,2.15,78.35
55.5,3.7,7445.0,61.4,2.16,78.35
56.51,4.0,7444.9,61.4,2.16,78.35
57.52,3.7,7445.7,61.4,2.16,78.35
58.53,3.7,7445.0,61.4,2.16,78.35
59.54,3.6,7444.6,61.5,2.16,78.35
60.55,3.9,7444.4,61.5,2.17,78.35
61.56,8.2,7446.3,61.4,2.2,78.44
62.56,16.5,7447.8,61.4,2.21,78.89
63.57,5.5,7447.0,61.4,2.24,82.98
64.58,9.8,7445.3,61.4,2.24,83.94
65.59,7.0,7447.2,61.5,2.25,84.67
66.6,4.0,7447.0,61.5,2.25,84.67
67.61,8.7,7448.0,61.4,2.27,84.75
68.62,8.3,7451.9,61.5,2.28,84.85
69.63,5.1,7451.9,61.5,2.28,84.85
70.64,13.0,7453.1,61.5,2.29,84.89
71.65,16.0,7454.0,61.5,2.32,90.85
72.66,7.0,7454.0,61.5,2.32,90.85
73.67,11.3,7452.4,61.5,2.37,91.29
74.68,5.3,7452.3,61.5,2.37,91.29
75.68,3.5,7452.2,61.5,2.38,91.29
76.7,3.8,7452.1,61.5,2.38,91.29
77.7,3.7,7451.9,61.5,2.38,91.3
78.71,3.7,7451.0,61.4,2.39,91.3
79.72,3.9,7451.2,61.5,2.39,91.3
80.73,5.0,7451.8,61.5,2.39,91.3
81.73,6.1,7451.5,61.4,2.39,91.31
82.74,7.1,7450.2,61.4,2.4,91.31
83.75,7.8,7450.7,61.4,2.44,91.41
84.75,4.6,7515.5,61.8,2.44,91.41
85.76,3.8,7515.3,61.8,2.44,91.41
86.77,3.7,7504.7,61.8,2.44,91.41
87.77,3.5,7500.6,61.7,2.45,91.41
88.78,4.2,7485.6,61.7,2.45,91.41
89.79,4.5,7484.1,61.7,2.45,91.42
90.8,3.8,7479.9,61.6,2.45,91.42
91.81,6.3,7477.9,61.6,2.45,91.42
92.82,6.0,7477.4,61.6,2.46,91.42
93.82,3.7,7475.1,61.6,2.46,91.42
94.83,3.8,7474.6,61.6,2.46,91.42
95.85,4.1,7468.4,61.5,2.46,91.42
96.86,3.9,7468.4,61.5,2.46,91.43
97.87,3.7,7474.7,61.6,2.47,91.43
98.87,3.9,7474.6,61.6,2.47,91.43
99.88,3.8,7474.7,61.6,2.47,91.43
100.89,4.1,7474.7,61.6,2.47,91.43
101.9,3.6,7474.6,61.6,2.48,91.43
102.91,3.4,7474.4,61.6,2.48,91.43
103.92,3.9,7474.2,61.6,2.48,91.43
104.93,3.7,7474.2,61.6,2.48,91.44
105.94,3.6,7473.6,61.6,2.48,91.44
106.95,3.7,7473.6,61.6,2.49,91.44
107.96,3.8,7473.0,61.6,2.49,91.44
108.97,4.1,7473.2,61.6,2.49,91.44
109.98,4.9,7468.3,61.5,2.49,91.44
110.99,4.4,7468.4,61.5,2.49,91.44
111.99,3.8,7468.6,61.5,2.5,91.44
113.0,6.6,7469.4,61.5,2.5,91.44
114.01,4.0,7469.5,61.5,2.51,91.45
115.01,4.0,7469.1,61.5,2.51,91.46
116.01,3.6,7469.2,61.5,2.51,91.46
117.02,3.7,7469.0,61.6,2.51,91.46
118.03,3.9,7468.3,61.5,2.51,91.46
119.05,3.7,7467.9,61.6,2.52,91.46
120.05,3.7,7468.3,61.6,2.52,91.46
121.06,4.1,7468.0,61.6,2.52,91.46
