elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.2,6843.2,57.9,0.0,0.0
1.01,27.9,7239.9,60.2,0.03,0.08
2.01,23.0,7268.5,60.4,0.13,0.71
3.02,26.6,7443.1,61.4,0.31,12.66
4.03,21.5,7444.7,61.4,0.38,13.98
5.04,21.7,7412.0,61.3,0.47,19.59
6.05,20.3,7467.0,61.5,0.51,22.62
7.06,5.5,7449.6,61.4,0.52,22.67
8.07,4.0,7357.7,60.9,0.53,22.71
9.08,9.7,7583.7,62.3,1.45,23.68
10.08,12.7,7564.8,62.1,1.47,23.75
11.09,10.2,7448.5,61.4,1.5,24.93
12.1,8.2,7571.7,62.2,1.53,25.57
13.1,23.5,7588.8,62.2,1.63,31.77
14.11,52.6,7601.2,62.4,1.83,51.7
15.12,15.7,7585.3,62.3,2.05,78.12
16.13,10.1,7570.6,62.1,2.06,78.17
17.14,5.8,7610.1,62.4,2.06,78.17
18.15,5.6,7575.2,62.2,2.07,78.18
19.16,3.9,7557.9,62.1,2.08,78.18
20.17,10.6,7572.3,62.2,2.08,78.19
21.18,15.1,7578.0,62.2,2.08,78.19
22.19,3.7,7555.1,62.1,2.08,78.19
23.2,4.3,7552.9,62.1,2.09,78.19
24.21,3.6,7546.2,62.1,2.09,78.19
25.22,4.3,7544.1,62.0,2.09,78.19
26.23,4.7,7542.3,62.0,2.09,78.2
27.24,4.0,7532.1,62.0,2.1,78.2
28.25,4.4,7532.1,62.0,2.1,78.2
29.26,4.8,7532.2,62.0,2.1,78.2
30.27,5.0,7526.7,61.9,2.11,78.21
31.29,5.1,7527.2,61.9,2.11,78.21
32.3,9.2,7455.8,61.5,2.11,78.21
33.31,5.6,7463.7,61.5,2.11,78.21
34.32,4.6,7463.8,61.5,2.11,78.21
35.33,3.7,7462.9,61.5,2.12,78.21
36.34,4.8,7455.6,61.5,2.12,78.21
37.34,6.0,7458.1,61.5,2.12,78.21
38.35,3.7,7458.0,61.5,2.12,78.22
39.36,5.7,7457.7,61.5,2.12,78.22
40.37,3.6,7457.6,61.5,2.13,78.22
41.37,4.0,7457.3,61.5,2.13,78.22
42.38,4.0,7457.1,61.5,2.13,78.22
43.39,5.2,7419.1,61.3,2.14,78.22
44.4,4.5,7418.8,61.3,2.14,78.22
45.41,4.5,7419.0,61.3,2.14,78.23
46.42,6.4,7400.5,61.2,2.14,78.23
47.43,5.1,7400.7,61.2,2.14,78.23
48.44,3.8,7400.6,61.2,2.15,78.23
49.45,4.3,7400.8,61.2,2.15,78.24
50.46,12.5,7414.0,61.2,2.16,78.28
51.47,3.9,7413.9,61.3,2.16,78.28
52.48,3.6,7410.0,61.3,2.16,78.28
53.49,5.1,7410.6,61.2,2.16,78.28
54.5,4.2,7416.9,61.3,2.17,78.28
55.5,4.2,7416.2,61.3,2.17,78.29
56.5,4.3,7415.5,61.3,2.17,78.29
57.51,3.7,7415.0,61.2,2.17,78.29
58.52,5.0,7414.6,61.2,2.18,78.29
59.53,3.6,7414.1,61.3,2.18,78.29
60.53,5.1,7411.7,61.2,2.18,78.29
61.54,12.4,7433.8,61.4,2.23,83.35
62.54,10.1,7416.3,61.3,2.24,84.09
63.55,17.0,7415.1,61.2,2.26,84.43
64.56,12.0,7415.2,61.3,2.27,85.56
65.57,12.5,7420.5,61.3,2.28,85.65
66.58,7.8,7414.5,61.3,2.29,85.66
67.59,7.3,7415.1,61.3,2.3,85.95
68.6,7.3,7415.6,61.3,2.31,85.99
69.61,12.7,7415.6,61.2,2.32,90.72
70.61,6.0,7414.0,61.2,2.33,90.73
71.62,4.4,7413.7,61.2,2.33,90.73
72.63,3.6,7413.4,61.3,2.33,90.73
73.64,7.9,7415.0,61.3,2.38,91.15
74.64,5.7,7415.0,61.3,2.38,91.16
75.65,4.1,7414.4,61.3,2.39,91.16
76.65,4.2,7414.5,61.2,2.39,91.16
77.65,3.7,7414.6,61.3,2.39,91.16
78.66,4.0,7414.7,61.3,2.4,91.17
79.67,4.4,7414.6,61.3,2.4,91.17
80.67,3.9,7414.8,61.3,2.4,91.17
81.69,6.0,7411.9,61.2,2.4,91.17
82.69,6.1,7410.9,61.3,2.41,91.18
83.7,7.7,7411.6,61.2,2.45,91.28
84.71,4.1,7411.4,61.2,2.45,91.28
85.71,4.3,7412.4,61.2,2.45,91.28
86.72,4.1,7412.5,61.3,2.45,91.28
87.73,4.7,7414.9,61.3,2.46,91.28
88.74,3.9,7415.1,61.2,2.46,91.28
89.75,3.9,7402.7,61.2,2.46,91.28
90.76,3.7,7402.7,61.2,2.46,91.29
91.77,6.1,7401.8,61.2,2.46,91.29
92.78,5.9,7401.5,61.2,2.47,91.29
93.78,3.7,7398.8,61.2,2.47,91.29
94.79,3.8,7397.9,61.2,2.47,91.29
95.81,4.2,7398.2,61.2,2.47,91.29
96.82,4.1,7398.7,61.2,2.48,91.29
97.82,3.9,7398.6,61.2,2.48,91.29
98.83,3.6,7398.6,61.1,2.48,91.29
99.84,5.5,7399.2,61.2,2.48,91.3
100.85,3.9,7399.5,61.2,2.48,91.3
101.86,4.1,7399.3,61.2,2.49,91.3
102.87,3.5,7399.4,61.2,2.49,91.3
103.88,4.4,7399.5,61.2,2.49,91.3
104.88,3.5,7399.0,61.2,2.49,91.3
105.89,7.6,7395.7,61.2,2.49,91.3
106.9,4.7,7395.6,61.2,2.49,91.3
107.9,3.5,7395.5,61.1,2.5,91.3
108.91,4.3,7395.4,61.1,2.5,91.3
109.92,3.6,7395.5,61.1,2.5,91.31
110.93,3.7,7395.7,61.2,2.5,91.31
111.93,3.9,7395.5,61.2,2.51,91.31
112.94,3.8,7395.3,61.2,2.51,91.31
113.95,4.1,7401.3,61.2,2.52,91.32
114.96,3.8,7400.8,61.2,2.52,91.32
115.97,3.9,7401.5,61.2,2.52,91.32
116.98,4.7,7402.6,61.2,2.52,91.32
117.99,4.3,7402.8,61.2,2.52,91.33
119.0,3.7,7402.8,61.2,2.53,91.33
120.01,4.2,7403.0,61.2,2.53,91.33
121.02,4.4,7402.8,61.2,2.53,91.33
122.03,3.6,7402.9,61.2,2.53,91.33
123.04,4.0,7402.1,61.2,2.53,91.33
124.05,3.7,7402.3,61.2,2.54,91.33
125.06,3.5,7395.5,61.1,2.54,91.34
126.07,3.9,7395.6,61.2,2.54,91.34
127.08,3.8,7395.4,61.2,2.54,91.34
128.09,3.6,7395.3,61.2,2.55,91.35
