Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771771315598,4,4,4,4,4,4,4,4,4,4,37.99686050415039,38.1971435546875,37.60453796386719,37.89170837402344,30.976905822753906,38.017887115478516,45.96875,0,0,0,0,0,0,NaN,0,0,0,4.004658222198486,17179869184,0,9764421632,0
209,1771771315598,4,4,4,4,4,4,4,4,4,4,37.99686050415039,38.1971435546875,37.60453796386719,37.89170837402344,30.976905822753906,38.017887115478516,45.96875,NaN,NaN,0,NaN,0,0,50,0,NaN,0,4.004658222198486,17179869184,0,9764421632,0
208,1771771315808,4,4,4,4,4,4,4,4,4,4,37.99686050415039,38.1971435546875,37.60453796386719,37.89170837402344,30.976905822753906,38.017887115478516,45.96875,14.285715103149414,18.18181800842285,4.761904716491699,0,0,0,15.000000953674316,22.72727394104004,0,19.047618865966797,4.007110595703125,17179869184,0,9764421632,0
201,1771771316017,4,4,4,4,4,4,4,4,4,4,37.99686050415039,38.1971435546875,37.60453796386719,37.89170837402344,30.976905822753906,38.017887115478516,45.96875,33.333335876464844,40,28.571430206298828,28.571430206298828,10,4.761904716491699,23.809524536132813,14.285715103149414,14.285715103149414,0,4.007110595703125,17179869184,0,9764421632,0
201,1771771316218,4,4,4,4,4,4,4,4,4,4,37.99686050415039,38.1971435546875,37.60453796386719,37.89170837402344,30.976905822753906,38.017887115478516,45.96875,80,75,75,50,52.38095474243164,40,85,78.94737243652344,76.19047546386719,72.7272720336914,4.007110595703125,17179869184,0,9764421632,0
209,1771771316420,4,4,4,4,4,4,4,4,4,4,42.831214904785156,44.08395004272461,43.556270599365234,43.04767608642578,38.04323196411133,44.380062103271484,68.171875,85,75,60.000003814697266,55,52.6315803527832,45,95.23809814453125,100,100,100,4.007110595703125,17179869184,0,10017882112,0
203,1771771316630,4,4,4,4,4,4,4,4,4,4,42.831214904785156,44.08395004272461,43.556270599365234,43.04767608642578,38.04323196411133,44.380062103271484,68.171875,38.095237731933594,25,19.047618865966797,5,9.090909004211426,5,61.904762268066406,63.6363639831543,65,70,4.007110595703125,17179869184,0,10005102592,0
209,1771771316834,4,4,4,4,4,4,4,4,4,4,42.831214904785156,44.08395004272461,43.556270599365234,43.04767608642578,38.04323196411133,44.380062103271484,68.171875,20,10,5,4.761904716491699,0,0,26.3157901763916,31.57894515991211,30.000001907348633,20,5.884829044342041,17179869184,0,10042802176,0
200,1771771317044,4,4,4,4,4,4,4,4,4,4,42.831214904785156,44.08395004272461,43.556270599365234,43.04767608642578,38.04323196411133,44.380062103271484,68.171875,45,31.81818199157715,25,18.18181800842285,15.000000953674316,18.18181800842285,81.81818389892578,52.38095474243164,45.45454788208008,47.619049072265625,5.884829044342041,17179869184,0,10099539968,0
200,1771771317244,4,4,4,4,4,4,4,4,4,4,42.831214904785156,44.08395004272461,43.556270599365234,43.04767608642578,38.04323196411133,44.380062103271484,68.171875,85.71428680419922,84.21052551269531,70,66.66667175292969,57.142860412597656,52.6315803527832,100,95.23809814453125,100,100,5.884829044342041,17179869184,0,10128162816,0
