elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,0.0,8064.2,65.2,0.0,0.0
1.0,65.1,8138.6,65.7,0.02,0.07
2.01,65.4,8107.6,65.6,0.74,4.9
3.01,33.4,7151.6,60.0,0.81,5.86
4.02,8.2,7130.0,59.9,0.81,5.86
5.02,20.5,7214.7,60.4,2.39,8.01
6.03,25.7,7302.8,60.9,2.79,8.73
7.03,15.2,7275.2,60.8,2.82,8.75
8.04,11.0,7227.7,60.5,2.82,8.75
9.05,13.5,7215.8,60.4,2.83,8.78
10.05,4.0,7151.8,60.1,2.84,8.84
11.06,5.4,7157.1,60.1,2.84,8.85
12.06,8.0,7075.2,59.6,2.88,8.85
13.06,9.2,7058.8,59.5,2.9,11.9
14.07,25.1,7027.2,59.3,3.05,31.02
15.07,14.5,6992.2,59.1,3.24,54.95
16.08,5.2,6978.7,59.0,3.24,54.95
17.08,3.7,6957.4,58.9,3.24,54.95
18.09,2.8,6955.8,58.9,3.24,54.96
19.09,5.0,6949.0,58.9,3.24,54.96
20.1,9.9,6971.2,59.0,3.25,54.96
21.1,4.0,6964.0,59.0,3.25,54.96
22.11,4.3,6961.5,59.0,3.25,54.96
23.12,3.5,6962.4,59.0,3.25,54.96
24.12,3.5,6962.3,58.9,3.25,54.96
25.12,3.8,6963.1,59.0,3.25,54.96
26.13,3.4,6963.5,59.0,3.25,54.96
27.13,3.5,6963.6,59.0,3.25,54.96
28.14,3.2,6963.5,59.0,3.25,54.96
29.15,4.0,6964.1,59.0,3.26,54.96
30.15,3.0,6959.4,58.9,3.26,54.96
31.15,5.9,6969.9,59.0,3.26,54.96
32.16,8.6,6939.1,58.8,3.26,54.96
33.16,5.1,6947.8,58.8,3.26,54.96
34.17,3.5,6948.2,58.9,3.26,54.96
35.17,3.3,6948.7,58.9,3.27,54.96
36.18,3.0,6947.5,58.8,3.27,54.96
37.18,4.4,6942.5,58.8,3.27,54.97
38.19,5.4,6943.0,58.8,3.27,54.97
39.19,4.6,6950.5,58.9,3.27,54.97
40.2,2.8,6951.2,58.9,3.27,54.97
41.2,3.5,6951.8,58.8,3.28,54.97
42.21,2.7,6951.9,58.8,3.28,54.97
43.21,3.7,6953.0,58.8,3.28,54.97
44.22,5.0,6955.5,58.9,3.29,55.0
45.22,7.1,6958.5,58.9,3.3,55.01
46.23,11.0,6960.8,58.9,3.3,55.06
47.23,11.4,6944.8,58.8,3.31,55.07
48.24,6.8,6946.8,58.8,3.31,55.07
49.24,3.9,6947.3,58.8,3.32,55.08
50.25,7.1,6950.0,58.8,3.33,55.09
51.25,3.2,6950.1,58.8,3.33,55.09
52.26,3.6,6950.1,58.8,3.34,55.1
53.27,4.4,7117.6,59.8,3.34,55.1
54.27,3.7,7047.0,59.4,3.34,55.1
55.27,4.7,7033.8,59.3,3.35,55.1
56.28,4.0,7030.4,59.3,3.35,55.1
57.28,3.3,7026.5,59.3,3.35,55.1
58.29,3.5,7024.5,59.3,3.35,55.1
59.29,3.4,7020.6,59.3,3.35,55.1
60.3,3.2,7018.9,59.3,3.35,55.1
61.31,4.3,6990.4,59.1,3.36,55.12
62.31,26.0,6998.7,59.1,3.39,56.35
63.32,10.7,6989.0,59.1,3.4,56.65
64.32,16.6,6989.6,59.1,3.43,61.64
65.33,12.1,6990.7,59.1,3.44,61.73
66.33,13.7,7018.1,59.3,3.46,66.53
67.34,6.5,6996.0,59.1,3.46,66.54
68.34,8.8,6991.3,59.1,3.47,67.48
69.35,9.1,6991.6,59.1,3.47,67.51
70.35,3.2,6991.6,59.1,3.47,67.51
71.36,3.6,6991.5,59.1,3.47,67.51
72.36,5.7,6991.3,59.1,3.48,67.51
73.37,4.2,6991.5,59.1,3.48,67.52
74.38,4.9,6991.6,59.1,3.49,67.52
75.38,3.5,6992.0,59.1,3.49,67.53
76.38,3.7,7073.2,59.6,3.5,67.54
77.39,3.5,7072.6,59.6,3.5,67.54
78.39,3.4,7071.3,59.6,3.5,67.54
79.4,2.9,7070.3,59.6,3.5,67.55
80.41,2.7,7069.0,59.5,3.5,67.55
81.41,3.2,7067.8,59.5,3.5,67.55
82.42,3.0,7067.0,59.5,3.5,67.55
83.42,3.1,7064.4,59.5,3.5,67.55
84.43,4.3,7032.0,59.3,3.5,67.55
85.43,3.7,7030.4,59.3,3.51,67.55
86.44,2.9,7022.3,59.3,3.51,67.55
87.45,3.0,7022.6,59.3,3.51,67.55
88.45,3.2,7022.9,59.3,3.51,67.55
89.45,3.3,7022.7,59.3,3.51,67.56
90.46,3.7,7003.2,59.2,3.51,67.56
91.46,3.4,7003.0,59.2,3.52,67.56
92.47,3.3,7003.0,59.2,3.52,67.56
93.47,3.1,7003.3,59.2,3.52,67.56
94.47,3.0,7003.2,59.2,3.52,67.56
95.48,3.8,7003.2,59.2,3.52,67.56
96.48,3.1,7003.3,59.2,3.53,67.56
97.49,3.0,7003.5,59.2,3.53,67.56
98.49,4.5,7003.5,59.2,3.53,67.56
99.5,2.7,7003.6,59.2,3.53,67.56
100.5,2.9,7003.3,59.2,3.53,67.56
101.51,3.0,7003.4,59.2,3.53,67.56
102.51,3.0,7003.4,59.2,3.53,67.56
103.52,2.8,7003.4,59.2,3.53,67.56
104.52,3.4,7003.7,59.2,3.53,67.56
105.53,5.3,7004.1,59.2,3.54,67.57
106.54,3.1,7004.2,59.2,3.54,67.57
107.54,2.9,7004.2,59.2,3.54,67.57
108.55,4.2,7005.5,59.2,3.54,67.57
109.55,3.9,7005.9,59.2,3.54,67.57
110.55,3.1,7005.8,59.2,3.55,67.57
111.56,3.8,7006.2,59.2,3.55,67.57
112.57,3.8,7063.2,59.5,3.55,67.57
113.57,3.2,7063.0,59.5,3.55,67.57
114.57,4.8,7053.7,59.5,3.55,67.57
115.58,3.8,7052.8,59.4,3.55,67.57
116.58,3.1,7052.0,59.4,3.55,67.57
117.59,3.0,7048.2,59.4,3.55,67.57
118.59,2.6,7047.4,59.4,3.56,67.57
119.6,2.8,7047.3,59.4,3.56,67.57
120.6,2.9,7016.9,59.2,3.56,67.57
121.61,3.6,7059.0,59.5,3.56,67.57
122.61,3.3,7058.9,59.5,3.56,67.57
123.62,2.9,7058.5,59.5,3.56,67.57
124.62,3.3,7058.3,59.5,3.56,67.57
125.63,15.5,6852.8,58.3,3.72,67.68
