elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,4.2,6797.5,57.7,0.0,0.0
1.0,31.9,7271.5,60.5,0.03,0.07
2.01,23.7,7260.6,60.4,0.13,0.7
3.02,24.2,7346.9,60.9,0.32,12.64
4.03,22.3,7375.1,61.0,0.36,13.71
5.04,24.5,7385.8,61.1,0.47,18.79
6.04,24.1,7350.6,60.9,0.52,19.88
7.06,9.4,7393.8,61.1,0.54,22.55
8.07,3.5,7397.5,61.2,0.55,22.6
9.08,10.1,7559.9,62.1,1.47,23.58
10.08,15.6,7532.9,62.0,1.5,23.69
11.09,13.8,7464.9,61.6,1.52,24.68
12.1,10.4,7561.9,62.1,1.55,25.5
13.11,19.7,7541.2,62.0,1.62,28.72
14.12,45.3,7602.2,62.4,1.81,40.03
15.13,20.5,7587.1,62.3,1.95,57.44
16.14,19.3,7542.4,62.0,2.13,78.09
17.15,5.5,7580.1,62.3,2.13,78.09
18.16,5.5,7535.4,62.0,2.13,78.09
19.16,4.3,7519.0,61.9,2.13,78.1
20.17,11.7,7538.3,62.0,2.14,78.1
21.17,13.3,7534.9,61.9,2.14,78.1
22.17,6.4,7520.8,61.9,2.14,78.11
23.18,4.4,7510.3,61.8,2.14,78.11
24.19,4.4,7504.3,61.8,2.15,78.11
25.21,4.6,7501.9,61.8,2.15,78.11
26.22,4.1,7501.5,61.8,2.15,78.11
27.23,3.9,7483.7,61.7,2.15,78.12
28.23,4.2,7483.8,61.7,2.15,78.12
29.24,4.2,7483.9,61.7,2.16,78.12
30.25,3.9,7476.2,61.7,2.16,78.13
31.26,6.3,7482.9,61.7,2.16,78.13
32.27,9.5,7410.7,61.3,2.16,78.13
33.28,6.2,7416.7,61.4,2.17,78.14
34.29,4.7,7417.1,61.3,2.17,78.14
35.3,4.2,7417.3,61.3,2.17,78.14
36.31,4.1,7413.9,61.3,2.17,78.14
37.31,4.9,7410.0,61.3,2.17,78.14
38.32,4.7,7410.5,61.3,2.18,78.14
39.33,3.9,7410.5,61.3,2.18,78.14
40.34,4.2,7411.5,61.3,2.18,78.15
41.35,4.5,7411.0,61.3,2.18,78.15
42.36,3.8,7410.9,61.3,2.18,78.15
43.37,5.8,7383.1,61.1,2.19,78.15
44.39,5.0,7376.8,61.1,2.19,78.15
45.4,4.3,7376.9,61.1,2.19,78.16
46.41,6.0,7356.5,61.0,2.2,78.16
47.41,7.2,7358.0,61.0,2.2,78.16
48.42,4.4,7357.6,61.0,2.2,78.16
49.44,3.9,7357.7,61.0,2.2,78.16
50.44,4.1,7357.6,61.0,2.2,78.16
51.45,4.0,7357.8,61.0,2.21,78.16
52.46,4.1,7354.9,61.0,2.21,78.16
53.47,3.7,7354.0,61.0,2.21,78.16
54.48,4.3,7354.6,61.0,2.21,78.17
55.49,4.1,7354.1,60.9,2.21,78.17
56.5,3.7,7354.1,60.9,2.21,78.17
57.51,3.8,7354.3,61.0,2.21,78.17
58.52,3.9,7354.3,61.0,2.22,78.17
59.54,4.9,7351.8,60.9,2.22,78.17
60.55,4.1,7351.8,60.9,2.22,78.17
61.56,9.6,7353.3,60.9,2.26,83.16
62.56,11.3,7354.8,60.9,2.27,83.23
63.57,9.5,7351.8,60.9,2.28,83.65
64.57,7.3,7353.9,60.9,2.29,84.39
65.58,13.8,7365.8,61.0,2.3,84.41
66.59,16.7,7366.6,61.0,2.32,84.73
67.6,14.9,7369.0,61.0,2.34,85.77
68.61,14.4,7373.5,61.1,2.35,90.58
69.62,9.2,7378.1,61.1,2.37,90.61
70.63,7.4,7376.7,61.0,2.37,90.62
71.64,4.8,7376.8,61.1,2.37,90.62
72.65,4.2,7373.8,61.0,2.37,90.62
73.66,9.8,7376.3,61.0,2.42,91.05
74.66,5.9,7377.1,61.1,2.43,91.06
75.67,5.8,7377.6,61.1,2.43,91.07
76.68,4.0,7377.9,61.0,2.44,91.07
77.69,5.5,7377.5,61.1,2.44,91.07
78.7,3.8,7377.6,61.1,2.44,91.07
79.71,5.5,7378.0,61.1,2.45,91.07
80.72,4.8,7377.9,61.1,2.45,91.08
81.73,6.0,7378.1,61.1,2.47,91.1
82.74,5.3,7377.4,61.1,2.47,91.1
83.75,7.6,7378.4,61.1,2.51,91.2
84.76,6.9,7378.6,61.1,2.51,91.2
85.77,5.0,7378.8,61.1,2.52,91.21
86.77,4.5,7378.7,61.1,2.52,91.21
87.78,4.1,7378.6,61.1,2.52,91.21
88.79,3.7,7378.5,61.1,2.53,91.22
89.8,4.1,7363.1,61.0,2.53,91.22
90.81,4.1,7362.7,61.0,2.53,91.22
91.82,9.8,7359.3,61.0,2.53,91.22
92.82,6.1,7366.1,61.0,2.54,91.23
93.83,4.3,7366.4,61.0,2.54,91.23
94.84,3.7,7366.2,61.0,2.54,91.23
95.85,5.0,7366.6,61.0,2.54,91.23
