elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,3.1,6716.5,57.2,0.0,0.0
1.01,27.8,7161.2,59.8,0.02,0.06
2.02,24.7,7219.0,60.1,0.12,0.67
3.02,20.3,7328.9,60.8,0.32,11.64
4.03,22.3,7362.6,60.9,0.37,13.68
5.04,19.6,7290.1,60.5,0.47,15.55
6.05,15.8,7298.2,60.6,0.51,19.52
7.06,22.7,7377.8,61.0,0.56,22.57
8.07,3.3,7372.4,61.0,0.56,22.62
9.08,13.1,7520.8,61.9,1.49,23.6
10.09,11.2,7466.5,61.6,1.51,23.72
11.1,11.8,7386.3,61.1,1.54,25.18
12.11,9.2,7477.7,61.6,1.58,25.68
13.11,21.4,7471.0,61.6,1.68,31.72
14.12,52.6,7573.5,62.2,1.93,57.56
15.12,14.3,7515.8,61.8,2.1,78.09
16.13,11.2,7521.2,61.9,2.12,78.14
17.15,5.8,7561.7,62.1,2.12,78.14
18.15,4.5,7492.5,61.7,2.12,78.14
19.17,4.3,7484.1,61.7,2.12,78.14
20.18,11.6,7493.4,61.7,2.12,78.14
21.18,14.6,7493.9,61.7,2.12,78.15
22.2,4.4,7474.3,61.6,2.13,78.15
23.2,4.3,7470.8,61.6,2.13,78.15
24.21,6.0,7471.0,61.6,2.13,78.15
25.21,5.3,7469.4,61.6,2.14,78.16
26.22,4.3,7468.8,61.6,2.15,78.17
27.23,4.3,7460.8,61.5,2.15,78.17
28.24,3.8,7460.1,61.5,2.15,78.17
29.24,3.7,7459.6,61.5,2.15,78.17
30.26,5.2,7445.9,61.4,2.16,78.18
31.27,5.1,7452.5,61.5,2.16,78.18
32.28,8.8,7399.5,61.2,2.16,78.18
33.29,6.2,7401.5,61.2,2.16,78.18
34.3,5.3,7397.9,61.2,2.16,78.18
35.31,4.3,7398.1,61.2,2.17,78.18
36.32,5.0,7390.9,61.1,2.17,78.18
37.32,6.9,7391.5,61.1,2.17,78.18
38.33,4.4,7392.5,61.1,2.17,78.18
39.35,4.2,7392.0,61.1,2.18,78.19
40.36,7.5,7404.5,61.2,2.19,78.35
41.37,12.4,7502.2,61.8,2.22,78.38
42.37,4.9,7479.0,61.6,2.22,78.38
43.39,6.4,7461.1,61.5,2.23,78.38
44.39,4.8,7457.4,61.5,2.23,78.39
45.4,5.0,7455.5,61.5,2.24,78.39
46.41,7.2,7430.6,61.3,2.24,78.39
47.42,5.1,7429.2,61.3,2.24,78.39
