elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,1.6,6765.3,57.5,0.0,0.0
1.01,25.5,7208.8,60.1,0.01,0.06
2.02,49.0,7409.5,61.3,0.62,3.64
3.03,25.5,7305.5,60.7,0.75,5.76
4.03,7.6,7296.9,60.6,0.75,5.76
5.04,18.8,7394.9,61.2,2.32,7.7
6.05,28.4,7496.9,61.8,2.66,8.61
7.06,14.0,7452.6,61.5,2.7,8.63
8.07,8.1,7404.6,61.3,2.7,8.63
9.08,13.1,7387.0,61.1,2.72,8.66
10.09,3.9,7319.2,60.7,2.73,8.72
11.1,6.5,7369.0,61.0,2.73,8.73
12.11,10.9,7269.2,60.4,2.76,8.73
13.12,19.7,7259.8,60.4,2.78,11.04
14.12,23.3,7229.7,60.2,2.89,25.78
15.13,10.6,7224.4,60.1,3.12,54.61
16.14,8.5,7200.2,60.0,3.13,54.83
17.15,10.5,7348.1,60.8,3.14,54.86
18.16,4.1,7286.8,60.5,3.14,54.86
19.17,4.4,7279.9,60.5,3.14,54.86
20.17,15.7,7385.5,61.1,3.14,54.86
21.19,5.3,7335.1,60.8,3.14,54.86
22.19,3.6,7296.5,60.6,3.14,54.86
23.2,3.8,7291.7,60.6,3.15,54.86
24.21,2.8,7290.3,60.5,3.15,54.86
25.22,3.2,7286.5,60.5,3.15,54.86
26.23,2.7,7284.1,60.5,3.15,54.86
27.23,3.4,7284.1,60.5,3.16,54.87
28.23,3.5,7252.6,60.3,3.16,54.87
29.25,7.0,7253.4,60.3,3.16,54.87
30.25,7.9,7242.6,60.3,3.18,54.88
31.26,5.8,7242.6,60.2,3.18,54.88
32.27,7.5,7209.2,60.1,3.18,54.88
33.28,5.1,7217.5,60.1,3.18,54.88
34.29,3.3,7217.3,60.1,3.19,54.88
35.3,4.5,7217.4,60.1,3.19,54.88
36.31,4.9,7204.6,60.1,3.19,54.88
37.32,4.4,7206.0,60.1,3.19,54.89
38.33,4.1,7206.6,60.1,3.19,54.89
39.34,3.2,7207.2,60.1,3.19,54.89
40.35,3.6,7207.9,60.1,3.2,54.89
41.36,3.7,7208.0,60.0,3.2,54.89
42.37,2.8,7208.3,60.0,3.2,54.89
43.38,3.8,7204.0,60.0,3.2,54.89
44.39,3.3,7204.3,60.0,3.2,54.89
45.39,3.1,7205.0,60.0,3.21,54.89
46.4,6.0,7185.6,59.9,3.21,54.89
47.41,4.3,7187.4,59.9,3.21,54.89
48.43,4.6,7188.8,59.9,3.21,54.89
49.43,4.1,7189.1,60.0,3.21,54.89
50.44,4.4,7189.3,60.0,3.21,54.9
51.45,2.8,7189.4,60.0,3.21,54.9
52.46,3.0,7186.6,60.0,3.21,54.9
53.47,3.9,7187.7,60.0,3.22,54.92
54.48,3.2,7188.4,60.0,3.22,54.92
55.49,3.0,7189.0,60.0,3.22,54.92
56.5,3.0,7190.8,60.0,3.23,54.92
57.51,3.9,7191.2,60.0,3.23,54.92
58.52,3.1,7191.0,60.0,3.23,54.92
59.52,3.2,7190.5,60.0,3.23,54.92
60.53,4.0,7191.8,60.0,3.23,54.93
61.54,10.0,7193.5,60.0,3.26,59.89
62.55,9.4,7195.5,60.0,3.28,59.99
63.56,12.8,7190.1,60.0,3.29,60.43
64.57,18.6,7207.3,60.1,3.31,61.7
65.58,14.7,7274.8,60.5,3.34,67.17
66.59,8.6,7279.4,60.5,3.35,67.25
67.59,8.9,7280.2,60.5,3.35,67.33
68.6,6.1,7280.6,60.5,3.35,67.33
69.61,6.3,7280.4,60.5,3.36,67.34
70.62,3.3,7280.0,60.5,3.36,67.34
71.63,3.5,7279.5,60.5,3.36,67.34
72.63,3.4,7278.8,60.5,3.37,67.35
73.64,2.7,7249.2,60.3,3.37,67.35
74.65,2.8,7246.5,60.3,3.37,67.35
75.66,3.1,7238.9,60.2,3.37,67.35
76.67,4.4,7232.8,60.2,3.38,67.35
77.68,2.9,7232.6,60.2,3.38,67.36
78.69,3.1,7232.8,60.2,3.38,67.36
79.7,3.1,7233.0,60.2,3.38,67.36
80.71,4.6,7232.8,60.2,3.38,67.36
81.72,3.2,7233.5,60.2,3.39,67.36
82.73,2.8,7233.3,60.2,3.39,67.36
83.74,4.0,7233.4,60.2,3.39,67.36
84.75,3.3,7233.5,60.2,3.39,67.36
85.76,3.1,7233.5,60.2,3.39,67.36
86.77,3.3,7233.8,60.2,3.39,67.36
87.78,2.6,7234.1,60.2,3.39,67.36
88.78,3.3,7234.3,60.2,3.39,67.36
89.79,3.7,7223.6,60.1,3.39,67.36
90.79,3.5,7224.2,60.1,3.39,67.36
91.8,4.6,7224.8,60.1,3.39,67.36
92.81,3.5,7225.7,60.1,3.4,67.36
93.82,3.2,7225.6,60.1,3.4,67.37
94.83,10.3,7269.3,60.4,3.4,67.37
95.84,4.2,7317.8,60.7,3.41,67.37
96.85,5.1,7326.4,60.7,3.41,67.37
97.86,3.6,7326.5,60.7,3.41,67.37
98.87,3.1,7326.6,60.7,3.41,67.37
99.88,4.1,7318.9,60.7,3.41,67.37
100.89,4.2,7319.8,60.7,3.41,67.37
101.9,4.1,7319.3,60.7,3.41,67.37
102.91,5.1,7319.2,60.7,3.41,67.37
103.92,3.2,7289.6,60.5,3.41,67.37
