elapsed_s,cpu_percent,memory_mb,memory_percent,net_sent_mb_cumulative,net_recv_mb_cumulative
0.0,2.2,6669.1,57.0,0.0,0.0
1.0,29.8,7140.8,59.8,0.03,0.08
2.01,22.6,7181.1,60.0,0.13,0.66
3.02,27.4,7313.7,60.8,0.31,12.61
4.03,21.5,7355.3,61.0,0.39,13.95
5.03,21.1,7327.1,60.8,0.47,19.45
6.04,22.9,7381.9,61.2,0.51,22.51
7.06,6.2,7351.2,60.9,0.52,22.56
8.06,4.4,7276.2,60.5,0.53,22.6
9.06,11.6,7509.4,61.9,1.45,23.53
10.07,12.2,7473.6,61.7,1.46,23.58
11.08,11.0,7361.2,61.1,1.48,23.66
12.09,14.2,7503.0,61.9,1.51,25.4
13.1,21.6,7532.9,62.0,1.59,31.39
14.11,45.0,7535.3,62.0,1.75,41.74
15.11,19.7,7512.4,61.9,2.03,78.0
16.12,17.6,7491.7,61.8,2.06,78.06
17.13,4.2,7483.7,61.8,2.06,78.06
18.14,6.4,7523.3,62.0,2.06,78.06
19.14,4.0,7484.1,61.7,2.07,78.07
20.15,10.5,7495.0,61.8,2.07,78.07
21.16,13.5,7487.6,61.8,2.08,78.07
22.17,6.5,7481.1,61.7,2.08,78.08
23.18,5.4,7467.5,61.6,2.1,78.1
24.18,4.5,7465.5,61.6,2.1,78.1
25.19,5.0,7457.8,61.6,2.11,78.11
26.2,4.3,7455.8,61.6,2.11,78.11
27.21,4.6,7439.0,61.5,2.12,78.11
28.22,4.7,7432.7,61.4,2.12,78.11
29.23,4.2,7432.6,61.4,2.13,78.12
30.24,5.4,7427.5,61.4,2.13,78.12
31.25,5.4,7434.3,61.4,2.13,78.12
32.26,9.7,7346.5,61.0,2.13,78.12
33.27,6.8,7405.5,61.3,2.14,78.12
34.28,4.7,7404.6,61.3,2.14,78.12
35.29,4.0,7393.3,61.2,2.14,78.13
36.3,4.1,7388.2,61.2,2.14,78.13
37.31,5.7,7378.9,61.1,2.14,78.13
38.32,4.9,7378.0,61.1,2.15,78.13
39.33,4.2,7371.9,61.1,2.15,78.13
40.34,4.3,7369.7,61.0,2.15,78.13
41.35,4.6,7369.7,61.0,2.15,78.13
42.36,4.6,7367.8,61.1,2.15,78.13
43.37,5.9,7330.6,60.8,2.16,78.14
44.38,5.6,7330.3,60.8,2.16,78.14
45.39,4.2,7330.3,60.8,2.16,78.14
46.4,5.9,7330.0,60.8,2.17,78.14
47.41,6.8,7348.2,60.9,2.17,78.14
48.42,5.0,7348.6,60.9,2.17,78.15
49.43,4.7,7338.0,60.9,2.17,78.15
50.43,4.8,7334.0,60.9,2.17,78.15
51.44,4.8,7329.6,60.8,2.18,78.15
52.45,8.2,7326.5,60.8,2.19,78.18
53.46,5.9,7348.0,60.9,2.19,78.18
54.47,4.6,7337.4,60.9,2.2,78.19
55.48,6.0,7348.6,60.9,2.2,78.19
56.49,4.7,7337.9,60.9,2.21,78.19
57.5,4.2,7333.2,60.9,2.21,78.19
58.51,4.2,7328.4,60.8,2.21,78.19
59.52,7.2,7328.6,60.8,2.21,78.2
60.53,4.3,7330.6,60.8,2.22,78.2
61.54,10.6,7333.4,60.9,2.25,81.67
62.55,18.2,7333.1,60.8,2.27,83.7
63.56,19.2,7345.3,61.0,2.3,85.77
64.56,14.1,7333.9,60.9,2.31,85.78
65.57,11.3,7350.7,60.9,2.32,90.59
66.58,15.0,7339.7,60.9,2.36,90.62
67.59,10.5,7346.0,60.9,2.36,90.64
68.6,4.7,7345.9,60.9,2.37,90.66
69.6,4.3,7348.1,60.9,2.38,90.66
70.61,4.8,7348.3,60.9,2.38,90.67
71.62,4.5,7347.6,60.9,2.38,90.67
72.63,5.1,7338.5,60.9,2.39,90.68
73.64,9.5,7341.1,60.9,2.44,91.1
74.65,6.1,7341.5,60.9,2.44,91.11
75.66,4.0,7341.7,60.9,2.45,91.11
76.67,5.8,7377.7,61.1,2.45,91.11
77.68,4.1,7366.3,61.0,2.45,91.11
78.69,3.8,7362.0,61.0,2.45,91.11
79.7,4.0,7358.8,61.0,2.45,91.11
80.71,4.2,7377.8,61.1,2.46,91.11
81.73,6.4,7365.7,61.0,2.46,91.12
82.73,6.5,7361.1,61.0,2.46,91.12
83.73,7.2,7357.6,61.0,2.49,91.19
84.74,5.5,7357.0,61.0,2.51,91.22
85.75,3.9,7352.9,61.0,2.51,91.22
86.76,4.5,7351.3,61.0,2.51,91.22
