Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772045517447,12694.72087097168,3979.9999999999995,1,0.40625,183659.27154541016,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33411727360,21474836480,6926503936,0
200,1772045517448,15157.247940063477,4925,0,0.40625,183659.30770874023,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33411727360,21474836480,6927495168,0
200,1772045517648,12694.8173828125,4040,1,0.39375000000000004,183664.88969421387,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4.6702728271484375,4.5615692138671875,3.3796463012695313,3.4837493896484375,3.3621139526367188,3.1455841064453125,3.4386215209960938,3.2156982421875,97.46145629882813,3.7650146484375,3.2707443237304688,3.20489501953125,4.122932434082031,3.8170166015625,7.6311798095703125,5.142219543457031,33411727360,21474836480,7995682816,0
200,1772045517848,12694.828598022461,4040,1,0.40625,183670.49034118652,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.9531402587890625,0.294952392578125,0.2107696533203125,0.1762542724609375,0.134063720703125,0.13361358642578125,0.18448638916015625,0.17057037353515625,100,0.33111572265625,0.1450347900390625,0.1233367919921875,0.2898712158203125,0.5090103149414063,1.3962249755859375,0.727264404296875,33411727360,21474836480,8014721024,0
200,1772045518049,12694.842544555664,3366.6666666666665,1,0.4125000000000001,183675.92668151855,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,1.6648788452148438,0.3694305419921875,0.409271240234375,0.2423248291015625,0.18027496337890625,0.1947479248046875,0.2149200439453125,0.21212005615234375,99.74219512939453,0.43328094482421875,0.5367202758789063,0.17832183837890625,0.57611083984375,0.5307769775390625,2.9223403930664063,0.37302398681640625,33411727360,21474836480,8190771200,0
199,1772045518249,12694.857543945313,4040,1,0.39375000000000004,183681.44033813477,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,11.400993347167969,0.13470458984375,0,0.0322265625,0,0,0.21004486083984375,0.22568511962890625,100,0.128753662109375,0.8514862060546875,0.03282928466796875,0.334259033203125,0.01613616943359375,2.5866775512695313,1.620025634765625,33411727360,21474836480,8346615808,0
200,1772045518449,12694.876663208008,4020.0000000000005,1,0.4125000000000001,183686.88287353516,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,5.899131774902344,1.060333251953125,0.3753509521484375,0.4005279541015625,0.38474273681640625,0.578857421875,0.392486572265625,0.41822052001953125,100,0.60174560546875,1.1999893188476563,0.583404541015625,1.2162322998046875,0.40097808837890625,2.1564483642578125,0.60394287109375,33411727360,21474836480,8509149184,0
200,1772045518649,12694.910018920898,3350,1,0.3999999999999999,183692.3035888672,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.8623199462890625,0.5918807983398438,0.2346954345703125,0.34136199951171875,0.12378692626953125,1.0395126342773438,0.21767425537109375,0.13681793212890625,54.29376983642578,45.93408966064453,0.1422576904296875,0.18213653564453125,0.6126480102539063,1.0814437866210938,1.1977386474609375,2.7387924194335938,33411727360,21474836480,8677699584,0
200,1772045518850,12694.940155029297,3366.6666666666665,1,0.42500000000000004,183697.73764038086,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.914215087890625,0.26332855224609375,0.16039276123046875,0.3885040283203125,0.131866455078125,0.1186981201171875,0.121490478515625,0.0956573486328125,0.7228012084960938,100,0.10912322998046875,0.10897064208984375,0.20951080322265625,0.281829833984375,1.9012908935546875,2.771514892578125,33411727360,21474836480,8842174464,0
200,1772045519050,12694.957229614258,3366.6666666666665,1,0.42500000000000004,183703.06297302246,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.36362457275390625,0.6146469116210938,0.22716522216796875,0.236297607421875,0.2268218994140625,0.114105224609375,0.20865631103515625,0.31737518310546875,44.511756896972656,55.74539566040039,0.194732666015625,0.15023040771484375,0.20092010498046875,0.49200439453125,2.1555709838867188,1.6355743408203125,33411727360,21474836480,9017327616,0
200,1772045519251,12694.983840942383,3366.6666666666665,1,0.42500000000000004,183708.4564666748,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.7965087890625,0.31406402587890625,0.2964019775390625,0.1674346923828125,0.40805816650390625,0.1735687255859375,0.23798370361328125,0.41754150390625,100,1.4107666015625,1.1981353759765625,0.18470001220703125,0.31002044677734375,0.3984832763671875,1.5413360595703125,2.0426406860351563,33411727360,21474836480,9182507008,0
200,1772045519451,12694.99575805664,4040,1,0.40625,183713.81661987305,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.6815872192382813,0.33934783935546875,0.16129302978515625,0.15500640869140625,0.13295745849609375,0.1213836669921875,0.16109466552734375,0.16133880615234375,100,0.32268524169921875,0.238067626953125,0.1701202392578125,0.17685699462890625,0.2983856201171875,0.6128387451171875,0.44989776611328125,33411727360,21474836480,9346121728,0
