Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772045395623,12589.148040771484,4850,0,0.48124999999999996,180815.15914916992,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.04281997680664,33411727360,21474836480,6973952000,0
200,1772045395623,14780.431289672852,4850,0,0.44999999999999996,180815.1983642578,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33411727360,21474836480,6974230528,0
199,1772045395824,12589.29428100586,4040,1,0.39375000000000004,180820.83894348145,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4.801536560058594,2.8157501220703125,1.967987060546875,1.7135391235351563,1.4839324951171875,1.4537811279296875,1.6155776977539063,1.6546249389648438,93.29632568359375,3.7151107788085938,1.7454071044921875,1.6910629272460938,2.7867355346679688,1.7471771240234375,8.4852294921875,4.360809326171875,33411727360,21474836480,8028696576,0
199,1772045396024,12589.301483154297,3350,1,0.41874999999999996,180826.5203704834,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.6147232055664063,0.6344070434570313,0.270599365234375,0.31784820556640625,0.233184814453125,0.21514892578125,0.34442901611328125,0.28388214111328125,100,0.3655548095703125,0.2937774658203125,0.31125640869140625,0.3005218505859375,0.47380828857421875,1.3806076049804688,1.3101730346679688,33411727360,21474836480,9213718528,0
200,1772045396224,12589.366760253906,3350,1,0.41874999999999996,180832.321975708,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4.304351806640625,0.3519744873046875,0.6939620971679688,0.42475128173828125,0.3140869140625,0.3089447021484375,0.41510772705078125,0.8751983642578125,100,0.414703369140625,0.37677001953125,0.2504119873046875,0.3902130126953125,0.5347671508789063,7.1028289794921875,0.6731185913085938,33411727360,21474836480,9666576384,0
200,1772045396424,12589.380233764648,4040,1,0.4125000000000001,180837.9578704834,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.9696502685546875,0.6024398803710938,0.26796722412109375,0.23648834228515625,0.2395782470703125,0.1569061279296875,0.32215118408203125,0.3117218017578125,100,0.2495574951171875,0.295257568359375,0.1763153076171875,0.4101104736328125,0.476715087890625,1.5683517456054688,0.6147689819335938,33411727360,21474836480,10077450240,0
200,1772045396624,12589.450241088867,3366.6666666666665,1,0.4125000000000001,180843.4817352295,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.900299072265625,1.8246002197265625,0.2449798583984375,0.47502899169921875,0.45197296142578125,0.17499542236328125,0.24163055419921875,0.4900054931640625,100,0.2057952880859375,0.6785812377929688,0.8746414184570313,0.4852142333984375,0.482269287109375,3.0476455688476563,6.801963806152344,33411727360,21474836480,10433794048,0
200,1772045396825,12589.484817504883,3366.6666666666665,1,0.4125000000000001,180848.91877746582,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.5690155029296875,0.5439682006835938,0.2516021728515625,0.21956634521484375,0.21092987060546875,0.1558380126953125,0.30803680419921875,0.21831512451171875,100,2.2638015747070313,0.347412109375,0.18602752685546875,0.2510528564453125,0.28293609619140625,4.791374206542969,0.290771484375,33411727360,21474836480,10791895040,0
199,1772045397025,12589.491302490234,4040,1,0.4125000000000001,180854.31637573242,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.9064559936523438,0.384765625,0.1616363525390625,0.221282958984375,0.11156463623046875,0.1550445556640625,0.1938323974609375,0.17501068115234375,100,0.45035552978515625,0.13118743896484375,0.2137451171875,0.19063568115234375,0.32875823974609375,1.3106918334960938,0.5761032104492188,33411727360,21474836480,11150241792,0
199,1772045397225,12589.608596801758,4040,1,0.4125000000000001,180859.83882141113,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,0.36151123046875,0.21886444091796875,0.16303253173828125,0.118255615234375,0.08626556396484375,0.2918853759765625,0.1817779541015625,0.11285400390625,100,1.4454345703125,0.39844512939453125,0.11725616455078125,0.44402313232421875,0.23355865478515625,11.484016418457031,0.9625778198242188,33411727360,21474836480,11493158912,0
